0.0,7.118721941262207e-06,-0.0012451617110271803,-1.54342733232035e-07,0.0007418488477600928,2.4014153835803954e-06,0.0017326268557354431,-9.004563203216512e-06,-0.00201575022601,-5.904275520988573e-06,0.00017931386641835,3.9754593538651576e-05,0.0022605589093094023,-1.4715195575335106e-05,-0.0044185889581933235,-7.512889454203161e-05,-0.0014446679116759563,-9.60150517719029e-06,0.003579965647753334,0.00017010632685419597,0.009865556234973781,0.0003824891472183118,0.011824586898442853
0.0,1.6507653855677714e-05,-0.0017347161676292684,-1.0616383051879232e-05,0.0013419966521980144,1.2892148604632556e-05,-0.0018897045131674114,-1.0154225606416349e-05,0.0027208601669398993,1.5832593720516059e-06,0.0003015744892973891,4.48457625196052e-05,-0.0020614966990481205,-2.4969119744432646e-05,-0.005227349653758925,-8.18957759319534e-05,0.0009228318433494062,1.6669909627324685e-06,0.0031198410874487045,0.00018457060325624935,0.008686802165990843,0.00037630740664175796,0.003760113211106703
0.0,9.881056630896018e-06,-0.0015307566267624844,-1.6493531272966758e-06,0.0017080081595545324,3.146637394554763e-06,-0.0008551252106029273,-1.4331800594587756e-05,-0.00040333402998851014,3.426270230748461e-05,0.000341664856314204,3.610746849915985e-05,-2.5946363581857003e-05,-4.6822408331615977e-05,-0.00528476567295857,-7.624431072085662e-05,0.000364112874139296,1.2056553168467227e-05,0.006744961925458637,0.00019275024374374678,0.004638295651148224,0.0004030304694014244,0.002159272895849882
0.0,-2.6897556039749414e-05,0.004131058779752962,7.447233909178908e-06,-0.0020315435214196707,-3.0494500096672464e-06,-0.00014383088535291702,-2.1524230259204647e-06,0.001654207302125077,3.1021744809418005e-05,0.00011585225873290213,3.0388408500902702e-05,-0.0027266727765798636,-5.285856721858711e-05,0.000330215294379593,-9.016951586799411e-05,0.0013345186443951475,2.8815862157376075e-05,0.005037680076933409,0.00021104582832293908,0.004219606058176506,0.0004247662136902348,0.0035652223664852417
0.0,-1.3034104348645333e-05,6.77338033627814e-05,1.8602564995826172e-05,0.0005809155637227195,-2.4917818695357434e-05,-0.0002554157945094375,2.003469865625949e-05,0.0005424119067699722,2.3630562463919545e-05,0.0001569437978293184,4.575813607929172e-06,-0.0027275260624438353,-6.364961595933375e-05,-0.00297079437885229,-7.899698203171109e-05,0.0020980289428979408,4.3997952609820317e-05,0.007858284563583553,0.00022601953669884622,0.009081619955940938,0.00042139660784497194,0.0014865126587807372
0.0,-1.5945000613653663e-05,0.0017026732745872933,9.862486490301309e-06,-0.001401891588201592,-1.687221528758372e-05,-0.0007528450223088189,2.8942401161903336e-05,0.003443368382769067,8.532321570846403e-06,-0.0005219630783108926,-2.049902237306037e-05,-0.0002861223586586044,-7.573070134201438e-05,-0.0038386878809722287,-6.81465920404405e-05,0.004114978133561288,4.298115066346043e-05,0.005664109923369541,0.0002582577606127781,0.007995182109300104,0.00047328648918028933,0.013762238021808638
0.0,6.937773168040038e-06,-0.0010487863230163525,-6.740073066257878e-07,-0.0006262308277437947,-9.218891926447171e-06,0.0013070820905851635,2.0962664592215875e-05,-0.0012237604202590684,-4.975355150035866e-09,-0.00010683894631802112,-4.203126957249782e-05,-0.0018768647413652223,-8.657118161579125e-05,-0.0011885837692284687,-6.478878563691837e-05,0.0012525286731769455,6.792622551342811e-05,0.007201766176929686,0.00026881912317630477,0.01241114226581829,0.00048189657367196914,0.014127968837502291
0.0,2.4693420384775163e-05,-0.0017397472822823128,-2.0800259679450514e-05,-0.001207677268575538,1.459351164282635e-05,0.0020571011688423654,5.741870688378636e-06,-0.0018150970035156078,-1.4233607667192231e-05,0.0002266690470843113,-6.350759968846196e-05,-0.006103633141452422,-8.837640943136919e-05,0.001300909900404019,-5.5722186551507274e-05,0.003562038715148272,7.6685412162977e-05,0.009581502190744438,0.00027849414193499984,0.010586690488511656,0.0005112497783615806,0.015980471323706377
0.0,4.977683427251112e-05,-0.005047920446937268,-3.214204918080289e-05,0.0009237725768431184,2.8617641258493646e-05,0.0017880551680680167,-7.679516331099342e-06,-0.0012239977652516202,-1.2801272018039243e-05,-0.0007735080452488781,-8.301633813413844e-05,0.0006767656965875855,-0.00011079738515625113,0.002310605787430921,-4.108083269751627e-05,0.003486907387686318,8.660740700276716e-05,0.00875402997588275,0.0002894728567811134,0.008606134805417644,0.0005238092196755514,0.013410778308265437
0.0,4.003873938060202e-05,-0.0035397756344567794,-2.7954671566429654e-05,0.002005029145280644,2.090063864749646e-05,-0.0009985964458037613,-7.00806261620979e-07,-0.002135810002676495,-2.9325981971041147e-05,-7.376731833805119e-05,-0.00010056655299688816,-0.003869933729063378,-0.00010821418351650168,0.0015610482745481258,-3.750035631253964e-05,0.00719600792419383,0.0001000923549652226,0.005764517939684007,0.0003000502548172775,0.009005115162843691,0.0005073381397078107,0.004506120954009384
0.0,-8.395576443340676e-06,0.0016543538635810972,-2.749825289351015e-06,-0.000582685219336728,9.496714001410373e-06,0.0017452023514854188,-2.406285431156839e-06,-0.001447711777687712,-3.185489342356705e-05,-0.0003396932348186083,-0.00010536742165673654,-0.0027701050022152472,-0.00012782329586221195,0.0014959887324571275,-2.799044819711149e-05,0.004119286668416618,0.00012189931552893794,0.004819305923695273,0.00030558596377066384,0.008189781392085514,0.0005149154420507718,0.0008646959810947562
0.0,-3.85242794994278e-05,0.0034511970143085665,2.1601136397343393e-05,-0.0005863862738819055,-7.159836263970092e-06,0.0017529970669584202,-1.2429303235574595e-06,-0.0009127640985795147,-2.6608314930363926e-05,-0.00021850592538123694,-0.0001080524603212987,-0.003831324139158802,-0.0001382489276343654,0.0011563931968500214,-1.673889766760958e-05,0.004246017362734768,0.0001301061869762568,0.004997067928779534,0.0003192628080876634,0.0030356270917678155,0.0005676292624148878,0.008654801716570605
0.0,-4.570003671593255e-05,0.003826101656732601,2.6005803238263076e-05,0.0006746803438664775,-1.162285068999431e-05,-0.0033909139263228654,-1.6255293207217756e-06,0.001060522064912038,-1.5928867354993455e-05,-2.78282605058077e-05,-0.00010784240482672569,-0.0060639925467946805,-0.0001384769182632882,0.0015753056733893362,-1.76018540817522e-05,0.004470138755819053,0.00015766975348425617,0.0066796008605587666,0.000327557712116987,0.008382563231029606,0.0005526425715092645,0.004476833521837436
0.0,-3.725070585348335e-05,0.001459558375554079,2.6860038143752226e-05,0.0014472385581816342,-3.209072559188792e-06,-0.0028400118405922867,-2.2652673182999886e-05,0.0018013530078867322,9.87495659512533e-06,-0.00044323605352908547,-0.00010426319608588851,-0.0037678129543768342,-0.00013625889849283333,0.0029335421538871248,-1.883036143855536e-05,0.008491836817981229,0.00016508849525853725,0.005593811085453261,0.0003544053152770635,0.00919967841428145,0.0005708738056746155,0.010179463877860544
0.0,-3.568043458074524e-05,0.002036082117411239,2.0573050211197607e-05,0.0003297769132955719,6.968264906874435e-06,-0.0016861145510937998,-3.6248354703767744e-05,0.0007038434534009872,1.3406457982935796e-05,-0.0002561835646659984,-8.74863224230805e-05,-0.004068390381279043,-0.0001388325026286284,0.0020123493377591966,-8.57204352123368e-06,0.00970179795004596,0.00017229328187856095,0.010048442065283153,0.00037276822424996137,0.009276008866654195,0.0005860236221401329,0.013553316606801742
0.0,-2.189060316895248e-05,0.0016318787401877113,1.0715538189057786e-05,0.0008023490717473169,6.04350005374901e-06,-0.002604147183630893,-2.642591446180581e-05,-0.0006873714585795753,-1.2929432171390884e-05,0.00023327746659503135,-5.763290189710758e-05,-0.005983087119248001,-0.0001378793376340364,0.0031385153798542354,-1.3287282340904203e-05,0.006648168665281383,0.0001923126887454326,0.011274619310780158,0.0003894329447715841,0.010933617205377937,0.0005800563097619579,0.011826760643688186
0.0,-3.5743805087190836e-06,-0.0003182444153334925,5.814427201248946e-06,0.001316456322056086,3.09963492871362e-06,-0.0002288713212634806,-1.7750902565424747e-05,-0.0011952849234909775,-2.3771881917293053e-05,-1.6647465993958893e-05,-4.926001188263944e-05,-0.0027074286979806832,-0.0001223180403951523,-1.7505726248132666e-05,-1.8753851968174e-05,0.007368881073985053,0.00019532619673923157,0.008088028808333371,0.0004166038514795881,0.0073809925463901235,0.000593692394148798,0.013520627129278042
0.0,-3.3101372779475053e-06,0.0018025289171173815,-3.4403950618908503e-06,-0.0008428221717585154,6.3010484859560934e-06,0.0011923936654286771,-9.263163900842104e-06,9.278455338438004e-07,-2.2064558346158456e-05,-0.0002194069200482806,-5.6109026214668966e-05,-0.00038199025786822484,-9.522030082163424e-05,-0.005216155257089281,-2.1723040642771743e-05,0.007113974791216764,0.00020985389574828728,0.009756113491392878,0.0004244227096647486,0.008177469195716564,0.0005656693505225059,0.002854779683221828
0.0,2.067153685989781e-05,-0.001028210842854137,-8.92748823549391e-06,0.0006598162136671969,-3.755316053970155e-06,0.00069503636829962,6.43222539084409e-06,-0.0012095366662465072,-2.0613486214667056e-05,2.3223202615880404e-05,-4.846833758858055e-05,-0.0025651159279825976,-6.19389888380049e-05,-0.000254177556970803,-3.724702139062288e-05,0.006441994761999541,0.0002191569859013801,0.00823211611151444,0.00043687795610471933,0.005150455108889819,0.0005783032667196278,0.0008510066209876247
0.0,2.7353941728816e-05,-0.0012365524393722564,-1.4130117508435191e-05,-0.0004538353662202645,-3.925693392749484e-06,0.0009741070885293246,1.0847721376127027e-05,-0.0004459588736476739,-2.6101245629225334e-06,-0.00040316833656311947,-3.7312603063664454e-05,0.0004939239952964621,-5.708214963203861e-05,0.0017091798084623417,-1.67518945612421e-05,0.002783282234186541,0.00021823565761933217,0.012451589145860793,0.00044284879494661784,0.003362935927313397,0.0005996057603304438,0.00034806188458548834
0.0,2.8825402050560307e-05,-0.0013843647770586571,-1.57182428870742e-05,-0.0018618799137247628,-4.4457804920326944e-06,0.0010844817511442102,1.4256204893738419e-05,0.0005932948915655383,9.477651720519427e-06,-7.183798648320541e-06,-3.0515078104356226e-05,-0.0029480364814862803,-3.848345376058727e-05,-5.118103387522925e-05,1.2247568628380174e-05,0.006094009118651341,0.00020211196168887027,0.012302123588914563,0.0004610471170464887,0.005227722819538956,0.000613478296153195,0.0014008396849754126
0.0,4.349273255510161e-05,-0.005139914948408206,-9.891380483892843e-06,-0.0004160003865290527,-1.3347000665977198e-05,0.0016134297114307387,1.6785327960036704e-05,0.0001031209692653267,2.0273863361498823e-05,-0.00015472720275898458,-1.1146726660394068e-05,-0.0009438024809338675,-3.679068192817044e-05,0.0016107082555419754,3.1528742178730644e-05,0.004078161492298095,0.00020736530508333996,0.006601189079287181,0.00047507291429160585,0.012579693644300899,0.0006231762859714709,0.003021388681465686
0.0,2.4525999906551343e-05,-0.001236078468458288,-1.1869066126117858e-05,-0.0025521441304814,-1.0991841943041708e-05,-0.0005688144629606064,2.074089237338624e-05,0.001985613977407703,1.4114805450678224e-05,9.768844701704986e-05,3.7555515284460683e-06,-0.002576725215418601,-2.7698111966964622e-05,-0.00071374140465012,6.689360542196699e-05,0.005276878584789543,0.00020342118198093454,0.00829406548433658,0.00046971804669044886,0.011485418443556909,0.0007060077875851457,0.015021361724263469
0.0,2.9471713741509345e-05,-0.0035152369079467995,-1.835291475890396e-06,-0.0005589144083203734,-1.8414549718419717e-05,0.001440526321967599,1.3729320987147556e-05,-0.0004231262811703783,1.678703991260515e-05,0.000137548120829096,1.3859990511456189e-05,-0.001091140205727087,-1.2891587803036428e-05,0.0004142871184894774,8.323425874497767e-05,0.003467993398653243,0.0002251460553784403,0.010392206015658653,0.00044498663847018717,0.012335711086447626,0.0007727819299405865,0.020267850890165955
0.0,1.0367475357319531e-05,0.0005153637619017302,-4.314855259862999e-06,-0.001896391382073549,-7.768463881616817e-06,0.0008423895753437407,4.4502658766465325e-06,0.001615537374551479,8.277815816115721e-06,-0.00015408866991542972,1.7090169072740204e-05,-0.0011067897131355367,2.5124948153879776e-05,0.004400109462898938,7.664817176742411e-05,0.005960748316088833,0.0002442008393562,0.005326604463602353,0.000433877306490828,0.013033850647848845,0.0008118167430603064,0.020843752846334544
0.0,1.5958765689401896e-05,-0.00028486082606443534,-3.683629164246374e-06,0.0008198654256621586,-9.34736480686195e-06,-0.0007339527058466737,-4.217709510142587e-06,-0.0011625778506287377,1.2173945494835674e-05,-2.8092389395545933e-05,5.386559099718327e-06,0.0031119463061032534,4.719789250203261e-05,-0.0010617825407791854,0.000107585901087586,0.006707707930246079,0.0002438014519278432,0.007127542639872967,0.0004273715160715471,0.012600787393904652,0.0008192969694033323,0.014799932072848035
0.0,4.4475869109725e-06,0.0013172281823699956,-3.1976762574142517e-06,0.00019128522529366444,3.0512994293914395e-07,-0.0009408959051518027,-9.643261302760502e-06,0.0020175900362552424,-1.427303630064324e-05,-0.00025674789664822267,1.943853292291946e-05,0.0025069274543597017,6.421799035592293e-05,0.002041371559879933,0.0001272187267502416,0.004195327122934436,0.00023441539986037755,0.0037293675322544627,0.00044690636355990024,0.009745763985942749,0.0008277194549624345,0.013927104019045514
0.0,2.455200040114765e-06,-0.00043515251388339895,8.411239942047076e-06,0.0013530875346505894,-5.467897824877971e-06,0.0011520337594686152,-1.8528148691307916e-05,-0.0019195779756325203,-2.2159841544865957e-05,0.0004164143268919671,2.6829116912072332e-05,0.0007215775300575078,7.919647835888662e-05,0.0036369546765328354,0.00015143186480281868,-0.0011815008942718183,0.00023314259729624682,0.004278442861358647,0.0004666307981120866,0.01155316276553161,0.0007972681689441411,0.00740671777262041
0.0,-2.4190328526587818e-05,0.004249498613978641,6.048979346285158e-06,-0.0017332288788033316,5.475152235428205e-06,-0.0005958367688555794,-2.7021936839269607e-05,-0.0008764609657881422,-1.613189376666164e-05,0.0004993042334142494,1.7511313704564464e-05,0.0011155985666330501,0.00010619126311481138,0.0016014371534306816,0.00017749758398720512,0.00024213313414020056,0.000220399372181542,0.0058225477247093385,0.0004939903520446998,0.010168504313205972,0.0007950686291395831,0.009064574336621943
0.0,-1.8010207898316078e-07,-0.0017389269680184178,1.0443846065705608e-05,0.00149201338743783,1.5213863160112444e-06,-0.0019031180077247233,-2.6766395579380275e-05,0.0007249609619874298,-5.0607187991440504e-06,-0.00028602216538071187,1.6544273857078358e-05,0.005693104325719487,0.00012955178510738058,0.004613815999775284,0.0001778514116089657,-0.00015427949404915115,0.0002392130580614304,0.0052486401397296425,0.0005103442781426856,0.012958548081077062,0.000785259892752782,0.009922715411026534
0.0,-2.861692920080234e-06,-0.001901491898676526,1.3627967828193661e-05,0.0016065439145939524,-4.213812315701433e-06,-0.003184551799455917,-1.7525557318840856e-05,0.001052602485971464,-8.619577122122881e-06,9.540680754345467e-05,2.273477933826447e-05,0.0022110468682084,0.00015924371453960405,0.0053389663609197755,0.00017881517860653936,0.0025331534901459015,0.0002662804413901043,0.00864216651332762,0.0005108119289574482,0.013550875599282917,0.0007973608389606748,0.012946973146130369
0.0,-3.4412591822350684e-05,0.003793138736105388,1.7302550017843673e-05,-0.002216944768617383,-3.5984038002886383e-06,-0.0004661828198172275,-1.762784140313717e-05,-0.00033853485728876323,-5.786643722860645e-07,-9.432724620344757e-05,4.175701312924465e-05,0.005798745623257939,0.00015532550397407885,0.0039693048554709665,0.00019273115942952334,0.0012202084927951406,0.0002962414609518979,0.010401139102060914,0.0005103210116917977,0.011338878392328545,0.0008262754566211899,0.019014394128621097
0.0,-1.716498108515034e-05,0.0012922671027184311,1.6087756449196963e-05,-0.0003126146947575043,-1.071136068961542e-05,0.0003283895164838765,-6.150847755730498e-06,-0.0013285214613238411,-6.63744080752388e-06,0.00028613306426274285,6.914382115052769e-05,0.004101075458314228,0.00015424108954444022,0.0028607395119470583,0.00020062596156487317,0.0030571549525986973,0.0003233031205533811,0.005773347223961019,0.0005213736513182525,0.010450291470042934,0.0008204191322307069,0.019046356305870135
0.0,5.430849658918337e-06,-0.0002393816847624877,3.194126834259873e-07,0.0007913517002457735,-2.453819052456852e-06,-0.001244889348835262,2.9523618097657234e-06,0.0018646016079119404,-8.081662705318865e-06,0.0003072160295330505,9.096893113713751e-05,0.0028430083336152354,0.00014513075619725988,-0.0007731374159721224,0.00022233218569905766,0.004258800916454734,0.00035128367059187915,0.004929763675918351,0.0005262445064656692,0.011978945251907168,0.0007697505644250601,0.00830205510243375
0.0,2.005721508129254e-05,-0.0012027721217532732,-8.832611562836887e-06,0.0009464980113127784,3.934730758178199e-06,0.0009417143584554424,-2.702330181931403e-06,0.00015120682490318607,1.95939936563443e-05,0.00016158367740512388,0.00010075419339368063,0.005105428957713584,0.00013735573725958325,-3.675859762040945e-05,0.0002421412909545052,0.005633946532665721,0.00036517177454897413,0.003478886830431112,0.0005413505660688661,0.0057517836468231,0.0007683112565880591,0.008536992219919463
0.0,1.5362233740703936e-05,0.00112155358114706,-1.6556660766212056e-05,-0.0009081746462519211,7.229581719242543e-06,0.0011295505078866713,3.190651160375184e-06,-0.0005428601035865505,3.1352738945850656e-05,0.0005223390157445037,0.00010309061792052779,0.0012260506402404306,0.0001464786005698706,0.004255943251609107,0.0002483681612844902,0.004973557593166168,0.000397165183125474,0.005471132209052297,0.0005466488221241264,0.004810143523794553,0.0007334058387092465,0.0020700524651386014
0.0,2.9315197901199134e-05,-0.0020833727732265236,-1.4194432137349049e-05,0.000219091141815244,-1.8524778777245416e-06,0.0008857470935311006,2.1009343365761417e-05,0.0007941033702495772,3.453624347070876e-05,0.00025367988425413685,8.917777703669508e-05,0.0013843310386020427,0.00015669229867756228,0.004870373194333873,0.00026241583891415944,0.004863214299708211,0.00042220156484405047,0.007655411669816021,0.0005602383363200123,0.004837499938138645,0.0007020688968588925,-0.00088885746447031
0.0,2.6118131853932388e-05,-0.0028584042488991094,-8.157317880199695e-06,-0.00033019609611098006,-1.0056431142371474e-05,0.000967545230031696,3.8445772775674766e-05,0.00244522755122806,3.07661273374083e-05,-0.000414425250302605,6.651947981494086e-05,0.005315455626230852,0.00016641985757795042,0.0033131011460617666,0.00028102741920778214,0.00683973429898705,0.00043108064951115235,0.0053681021276209984,0.0005922169378288929,0.002481939357564726,0.0007012192363159593,0.006089897175834468
0.0,6.018301344177776e-06,-2.4356764051682175e-05,-3.884495514138349e-06,-0.002447219282866242,-1.4778357756141152e-05,0.0010549998495555343,4.886889745670404e-05,0.0002831048495638602,1.2141720719006805e-05,3.444133921664104e-05,5.1921098668653014e-05,0.0035857880488909927,0.00017447687460318942,0.0031204561296048036,0.0002971047623886627,0.004637392280423725,0.0004638838298326463,0.006885722265000519,0.0006045180009569334,0.007811219230013124,0.0006537724268376094,0.0014973493982922753
0.0,9.76431760866936e-06,-0.0016363045346354025,-2.9790378858315643e-06,-0.002155227548720767,-7.628484171461522e-06,0.00307736733116962,3.91616228263063e-05,-0.0013927363828231377,-5.276441344464362e-06,0.00020717626501634575,4.641419662991349e-05,0.0017314624271500612,0.00017983681763941738,0.006613140607225261,0.0003158579510712943,0.005689266786772438,0.0004784462299674137,0.006910896891672039,0.0006200622807669234,0.004154095940004909,0.0006713571387986013,0.008453295315853647
0.0,2.2955653466159994e-05,-0.003169242754350645,-1.4828635307704379e-05,-0.0006748717156562797,1.5201248014743253e-05,0.0020379986839286967,1.4529657955848187e-05,-0.0005596921073747582,-4.842666011762793e-06,-0.0004215141132324422,3.832851049333024e-05,0.006487069400302762,0.00016870854324955314,0.007213899269474296,0.00034612460180050907,0.0050748647660675585,0.0005008129170344826,0.00925384765846693,0.0006194534709284298,0.0029077776874481182,0.0006641017978725942,0.00637435666380001
0.0,2.780370182221531e-05,-0.0030047783703807266,-2.3528854350478173e-05,0.001843264063962748,2.8357356584897806e-05,-0.0018458749837925075,-3.230009658336028e-06,-0.0015317533463964671,-1.091827306743588e-05,0.0002974355156086477,2.6553567735686417e-05,0.00195659965944169,0.00018511047208497712,0.007716804251477613,0.0003585488696936103,0.010290834563774703,0.0005236184933489565,0.0058317038028161804,0.0006211890332038346,0.003348302279241571,0.0006376124057628162,-0.0006092604534631728
0.0,3.10125851526156e-06,-0.001040012006175209,-7.898621831879502e-06,0.002211159682516729,3.087010343893298e-05,0.0006686794401997786,-2.4957194725510637e-05,-0.001787366258220316,-6.04658543867778e-06,-0.00016843530813512615,2.603830318111118e-05,0.005845134228744386,0.00017190318758995363,0.008632099819343639,0.00037929876549052803,0.008092349446893158,0.0005520970624477928,0.0026351137197081253,0.0006181642126623426,0.0023145223959894854,0.0006347938434077276,-0.0036436167602714835
0.0,-4.745164921644608e-05,0.005297707491354523,1.314610712985305e-05,0.0006110549486824733,2.045315970447256e-05,-0.00016796728712860465,-2.2075912616826125e-05,-0.00019674958671390508,-2.2379690161226414e-05,0.00023592126067540628,2.8041317765580147e-05,0.0022310235573661727,0.00016914623879442869,0.006673455685335583,0.0004112528911685207,0.008834838203410189,0.0005637899027149831,0.0037602334004627953,0.0006159287064291061,-0.0030269216530092956,0.0006692923609480292,0.000571464531030505
0.0,-6.501389312191275e-05,0.005149865870086238,3.6840803518460976e-05,0.002886233431603325,-4.465318393572777e-06,-0.002085646015921176,-1.1636430116255124e-05,-0.0012818199110513735,-2.3583483024757047e-05,0.0003781633402463676,2.9666629565179675e-05,0.0024623104253139742,0.00016834823611613142,0.0081663146803981,0.00042437536226685784,0.006384104175315462,0.0005937644190884793,0.002463623513652431,0.0006160287609175757,0.00037478013961815136,0.0006531804863667302,-0.0030539566341275253
0.0,-8.880834000278859e-05,0.008147782202080345,4.233463271308882e-05,0.0004021307676799291,-5.871835377767593e-07,-0.002721893840989755,-1.6472837207161633e-05,0.0022352652201329975,-8.540022436588101e-06,-0.00022845040940317518,1.9972461006100323e-05,0.004016056653368668,0.00018547767737334714,0.009351557783044643,0.00043453081810944084,0.010706320661659625,0.0005989452045369106,-0.0002789470710182012,0.0006354012302975622,0.00014277466609431948,0.0006623765659023919,0.001304070151734
0.0,-6.391650711434057e-05,0.003565184042435011,3.9073523329524196e-05,0.0017602681769493618,-1.6370470792827467e-07,-0.002285665474450884,-2.4059873669159846e-05,7.056422229016322e-05,1.3517309131809695e-05,-2.1961236195636887e-05,1.2169043118694995e-05,0.004548282506518113,0.00019713269342630876,0.007940057831526582,0.00045737382596550613,0.011319053300848212,0.0006078485548244911,0.00571484812389768,0.0006418854302934209,0.001961374102028979,0.0006544218177988699,0.00026907893860805745
