‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,13
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[10, 11]"
animation_speed,100
sampling_length,6000
vec_length,28







0.0,5.603878146821715e-05,-0.005467287878139255,-1.5986878106863683e-05,-0.0006062064579371086,-1.9510605640414164e-05,-0.0011249873982572514,-1.7360668615464928e-05,0.0019736969577468836,1.73653871988421e-05,0.000653220098368034,7.702064848220191e-06,-0.00014106260746601245,1.1518710825720146e-05,-0.00032484762969611184,-4.6226434246210965e-05,-0.003970693764834123,-0.00011994487909032524,-0.004442640326272181,-0.00015994106229096764,0.00026477753685521713,-0.0001560034316425699,0.0018832294312658893,-3.3001868628532503e-05,0.009888723551822909,0.00016287109699617225,0.008842069157742017,0.0002933003137131391,0.005825315866378993
0.0,4.386285819314657e-05,-0.0027524159171540604,-1.1242873687958693e-05,-0.002766507717635319,-3.2438779660134586e-05,0.000999919134793643,1.439733611480186e-06,0.0010915013458263558,4.550894444028942e-06,1.9617475043085962e-05,1.1202497648227707e-06,-8.772015010522727e-05,-1.3046847317996596e-05,-0.0015724695434405727,-5.55132900100472e-05,-0.0023847543049697042,-0.00011103113925916269,-0.0026671220329900942,-0.00015338726761068814,-0.002730362579093944,-0.00014249326135997283,0.005289214661553034,-1.027453267645666e-05,0.008376772451748941,0.00015674537075611723,0.0077422632955942506,0.00033933540389703546,0.010977976851777928
0.0,3.4754488479203145e-05,-0.0011351449736104855,-1.0194474883543887e-05,-0.0037764891266591936,-3.361569615164536e-05,0.0018364017359949797,8.815676590054181e-06,0.0011272260158173356,-4.990047302683409e-06,-0.0010979288374215398,-5.039849702561489e-06,-8.465803324900674e-05,-3.820741226034965e-05,-0.001980433995571208,-6.92277540975663e-05,-0.001363487193228502,-9.548952814315506e-05,-0.0022843186732468563,-0.00015556704531010689,-0.001974092560454843,-0.00011825334480562864,0.005498418859764595,9.271250087648911e-06,0.006512453056883906,0.00015233210587186342,0.00973033160448827,0.00036400455801424963,0.01134297853248067
0.0,5.282462595925282e-05,-0.005589565827268319,-1.922443862399492e-05,-0.0005250538010403502,-1.78264689273039e-05,-0.00020010998519793822,-3.6695367248016286e-06,0.001299412497405908,1.358656782643281e-06,-0.0010297756357942548,-2.1328365634109533e-05,-0.00020182082552458707,-5.5742891767023015e-05,-0.002777282092779238,-7.82395789494146e-05,0.000442783546304992,-9.592165157814625e-05,-0.0032158736090349763,-0.00014549374924034445,0.0007569141315813643,-8.918925362137415e-05,0.0035881840865029623,1.5105901303236077e-05,0.0064212125984952125,0.0001615573615680472,0.01054687826767272,0.000371794881410577,0.010459308028491545
0.0,2.2629441822820655e-05,-0.0017200314493466446,-1.0891363595977905e-05,-0.0014412437048740739,-9.058128020729141e-06,0.001062598164958587,-1.3233666577855006e-05,-0.0007716252482754752,-5.234794113770564e-07,0.0004918920885453455,-2.4050730165721893e-05,-0.0004796250109157526,-7.273312961379604e-05,-0.002010345858728635,-7.705467435665892e-05,-0.0010699510621629334,-0.00011780155343264667,-0.0003120213740078647,-0.00011541219977060431,-3.242818656789157e-05,-6.47268480626397e-05,0.003901173588892695,1.3971343789850602e-05,0.0064798136923949964,0.00018070470117932707,0.009465178635454818,0.00037222571288361966,0.010300018215468325
0.0,-7.42511533863268e-06,0.0008310661852696048,3.839295239534546e-06,9.681630731965757e-05,-1.0572244026765518e-05,-0.0012399884028556065,-6.968476941055275e-06,0.0007844078178624134,-2.5014039136903833e-05,-0.0010677272835893747,-1.8375027691378497e-05,-9.505264138577333e-05,-5.8477562300631997e-05,-0.002412323426987797,-0.00010341068218036072,-0.001581021620039178,-0.0001238984348384651,-0.0007607587694571607,-8.333135383686849e-05,0.003669495949860742,-5.587142769481627e-05,0.00127510781630447,3.234791958289324e-05,0.006881742913535208,0.0001905626441625489,0.009512068235092734,0.0003698049412486846,0.009026198966443473
0.0,-3.4592520250328295e-05,0.00377362761231581,1.2004001902707574e-05,3.607343732258848e-05,-1.2258165233971038e-06,-0.0006316556046483066,-1.5673401936769475e-05,-0.0010395992590640309,-3.127061493810497e-05,0.0001642071731920806,-1.8010563756691356e-05,1.3741992960340798e-05,-3.794046682798008e-05,-0.0026574188208880497,-0.0001324977860437064,-0.003758594081075734,-0.00011911113949311564,0.0028976045317631043,-6.943092554633329e-05,0.001973473305392611,-3.1723162643139795e-05,0.002658573560307771,4.5330270217611214e-05,0.006377437349223017,0.00020121642339638842,0.008273223373126342,0.0003718540276894313,0.009475023451269368
0.0,-2.7456730723366265e-05,0.001194065575028959,5.2975040415612206e-06,0.0022327046593158474,1.7404715580058185e-05,-0.001520431088078392,-3.081068736914533e-05,-0.0019811152773743647,-2.9212378729275914e-05,0.0013820612039019567,-5.096605010203116e-06,0.0001589351720924224,-4.2362742226470056e-05,-0.005100437498577645,-0.0001331668467340918,-0.0027614423442714996,-0.00012671546861518746,0.004086934349830136,-5.494372235347444e-05,0.0011387023661673574,-1.1719998820269255e-05,0.00441432385855396,6.914046987212415e-05,0.0048661426615783645,0.00020579279620808332,0.008266265272160327,0.00037034432038841544,0.008784898907347245
0.0,-3.188994641884971e-05,0.001194917860198814,5.647060671485423e-06,0.0027299789840589906,2.1350840280716932e-05,-0.0015007346355892315,-3.315964659082094e-05,-0.002662023977489248,-2.5933673531663114e-05,0.0028249860259624716,1.0310734953229856e-05,-0.00018705354723441543,-6.086450664552007e-05,-0.004714380447794066,-0.00012601267859505276,-0.0019006378839226158,-0.00012259438659228343,0.001518713528777099,-5.74670499415718e-05,0.00593889312030311,1.2822056759669146e-05,0.0011322859744233604,9.929022842241725e-05,0.006438195002273043,0.00020572313410592138,0.007112500287722722,0.0003724034608636982,0.008964087122746014
0.0,-5.096860425508903e-05,0.004529916685137127,1.3465666568125285e-05,0.0010492208190807924,1.0675075670766869e-05,-0.0008135395727725667,-2.443353597033582e-05,-0.0013927458907124646,-1.7759621929122182e-05,0.001033814321962883,8.030344277098723e-07,-7.746314317358182e-05,-6.694082376636805e-05,-0.004966313663572662,-0.00011414531864096581,-0.0010997866503104977,-0.00012162868884230017,0.0017949547172388426,-6.181868503202187e-05,0.003989905177827504,4.4580919394156344e-05,0.00562923558789102,0.00011421541263785584,0.0030023108735770334,0.00022447666827397526,0.007805213405815288,0.0003426748525329671,0.004909881139697325
0.0,-3.642548587678174e-05,0.0021726362797224734,1.166525923101687e-05,0.0021174411627221936,-4.271191605514521e-06,-0.002096145449777668,-6.466362495612274e-06,0.000864278907337598,-7.6217625887769425e-06,-0.0009884871775203386,-2.636904597650511e-05,-0.00017756694885515256,-5.408715905369145e-05,-0.0028029205086546605,-0.00011454180363622668,-0.0015133356505775285,-0.0001115733138442327,0.0008196387950450002,-6.229494795677201e-05,0.004943837679680391,6.106287304599119e-05,0.006033804049676645,0.00014448102463410036,0.004442505628397915,0.0002313752568364662,0.003899795342842482,0.00034421372067780417,0.007333007499960369
0.0,-1.996619427911229e-05,0.001938447226257748,-2.621859574690836e-06,-0.0006491202403936251,-6.447400882361647e-06,0.0004952649785967303,7.207407699503381e-06,0.0008341687549308506,-2.8228155376123597e-06,-0.0019119168124202496,-3.180997066905703e-05,-0.00033678644827309724,-5.4696076344058496e-05,-0.0006960706391558187,-9.850826981229135e-05,-0.0025376305237702597,-0.0001156735843654937,0.0005222600417294579,-4.248811973424246e-05,0.005593981336166284,5.6215138294492445e-05,0.006737497957304437,0.00018471118448357344,0.0039853529668133535,0.00024120890039440538,0.003574438847360673,0.00031926265608036344,0.004160117803446247
0.0,1.9486192710627786e-05,-0.0026462629286784214,-2.4919878971446632e-05,-0.0010912137424648448,-2.975776780756749e-06,0.0021211348588521892,2.017696211753912e-05,0.0001559644302487421,-6.647506693189109e-06,-0.0018885168923251955,-1.529886448361162e-05,-0.0001807726830281407,-5.630973486637168e-05,-0.0015807062014047417,-8.321503980118924e-05,-0.0027137253682474436,-0.00010807116078128624,0.002162517502093681,-4.0343763214907814e-05,0.003961547411223007,7.624001813739929e-05,0.007251368233509446,0.0001973140933004125,0.005734555341679353,0.00026734682468505973,0.0010815026038688133,0.0002877187873484168,0.0014123526119601516
0.0,4.301979176046875e-05,-0.006058468573145864,-3.51746663356434e-05,-0.0005450690006447191,-3.1787501711896377e-06,0.0032511948949216396,2.413473424697973e-05,-0.0017159901358800027,2.271455028571628e-06,-5.849185477301992e-05,-9.428506259794947e-06,1.3482293361894446e-06,-3.3899258715389385e-05,-0.004585284059329567,-8.945645924347129e-05,0.0007238472017345912,-8.403026135698439e-05,-0.0006515308151730731,-4.00319745682137e-05,0.00623753215791513,9.26148018068745e-05,0.00589230335499878,0.00021245416894209935,0.006281171614162005,0.0002893696259230233,0.0014097000775273253,0.000252312272604984,-0.0038197057003917577
0.0,2.3406519799277896e-05,-0.003055883944531313,-2.709216933858404e-05,-0.001214244845406568,-7.1018016556958665e-06,0.002000515213004018,2.2130775792615898e-05,0.0008343202837397109,1.0053498446238396e-05,-0.0009059904297025051,1.3351780034114216e-05,-0.00015857193642625954,-3.424191287221243e-05,-0.0023127810645004517,-7.547948739200527e-05,-0.0028395481870810944,-7.41554160095026e-05,0.0031675293947070866,-2.5476378959951948e-05,0.0033051856525488864,0.00010080068618375398,0.00784371495658729,0.00023484016912705765,0.005524485348654395,0.00029380708521877457,0.0008606629981077285,0.0002566311776978542,-0.0035731179927878296
0.0,-1.5641306321962528e-05,0.0018082721335910153,-6.457625423065318e-06,-0.001407037547279314,-1.4102709817125421e-05,0.0008428225464896389,9.915957804630307e-06,0.001912277214071855,3.384158669513472e-05,-0.0005497772567921768,7.971779901386374e-06,-0.00018549300068606417,-1.6064628425805284e-05,-0.002951357009736518,-6.558285011671813e-05,-0.0008476129310592165,-7.034326804210814e-05,0.00102526085662015,2.8570519929900566e-06,0.0045968940261797665,0.0001022875639806249,0.007709562370493348,0.0002594790161085945,0.005622978416971185,0.0002859270747495656,-0.0008927678733615695,0.0002936439617105034,0.0012785802234218564
0.0,-2.533603433282096e-05,0.0007974144349895157,5.444567117337694e-06,0.0020085252196274167,-1.8468394350234088e-05,-0.0026056449538635123,6.368403921788296e-06,0.003264124429682124,3.86224720712063e-05,0.0002778727490464518,1.3080901583880337e-05,-0.0004769509605022552,-7.516314798285615e-06,-0.0008121787321397399,-5.463301974726115e-05,-0.002280783321973889,-5.249213790654147e-05,0.001606690327659797,9.011257856230794e-06,0.004830861763096662,0.0001360715677101475,0.007626170913306926,0.0002499091513554531,0.004522525432857625,0.0002976643298679143,-0.00011425116726992476,0.0003035228666296008,0.0010303609186731785
0.0,-4.739807236185859e-05,0.005191905307516167,4.095303511592612e-06,-0.0010964022091596087,-3.8014585682962316e-06,0.000245513521280322,-3.1273477020077835e-06,0.001708190865358355,2.9712454425978295e-05,-0.00016875189917139215,2.0460754490019636e-05,-6.320121896846561e-05,-2.862860451029465e-06,-0.002180802946625766,-3.430467096368745e-05,-0.0008428980483048598,-4.216908767167098e-05,0.0006975975588000746,2.585747921988689e-05,0.0061465269422412185,0.0001630822672405689,0.0066897820626354385,0.00024049824108661298,0.0023806153583418215,0.0003084473927090346,0.0033987976323715105,0.0003055836167590415,-0.002205460440353675
0.0,-1.4365168064677007e-05,-0.0012240268017313905,-1.0215195434770985e-05,0.002120195208766559,6.457957603377763e-06,-0.00018870044503939147,4.721333906637858e-06,-0.0004979099486275725,4.357938325657112e-06,0.0010874612746824472,2.2973695337290413e-05,6.031348467392769e-06,1.7150941005974317e-06,-0.0014696239809480285,-1.711273755013445e-05,-0.001211962741368377,-2.8207501914286e-05,0.0011864731925271192,5.161700964286182e-05,0.007474638803641367,0.0001736973928231637,0.003111809098038789,0.0002482365223664902,0.004939638682229994,0.00029718445139638276,0.0016939773319973445,0.00036384872884838345,0.004337960898312594
0.0,-1.0342638144420368e-05,-0.0015120819439535674,-1.8146160595434316e-05,0.0012826975693890853,1.6664202934358088e-05,0.001966010890130489,5.904535592507421e-06,-0.0028710729185474552,-8.902823596508506e-06,0.0010236547715452207,5.258739294381423e-07,0.00019563943655197526,1.631017573590083e-05,-0.0006468418942889587,-8.326222828816713e-06,-0.0014997538017959375,-9.323353529630792e-06,0.003514262343498352,8.557849153465502e-05,0.003978959286880862,0.0001738908476917626,0.005989869844190411,0.00025309528912789193,0.0012307755678666846,0.000298152441111631,0.004952490632456596,0.0003852369896186171,0.0037563328001998016
0.0,-2.5567702187024226e-05,0.0009756984366170187,-1.4639360337500715e-05,0.0004556858631348073,1.7204144275380935e-05,0.0013002293179364124,1.0816484143940148e-05,-0.0006560919631931827,-2.2946820088934146e-05,-0.0021442983288753863,-1.38449516716899e-05,0.00039401325821930116,1.8715671053413357e-05,0.0014467732583087133,-5.944625205393904e-06,-0.0018087188500949204,3.296777180885538e-05,0.003961005894570946,9.812362716821845e-05,0.0041629860641666004,0.00018850419690720903,0.0034717349873238136,0.000244320575550805,0.003655475434445307,0.0003073350009549961,0.0031353839884774104,0.0004172341729637878,0.007321720093589785
0.0,-4.085895039600569e-05,0.001957448828903372,-1.2639513605546677e-06,0.0017000489064232418,6.607710489737334e-06,0.00026813456567751373,1.3908827707520694e-05,-0.0010130532041689034,-2.1440261479305264e-05,-0.0009216217268160673,-1.773191601795843e-05,7.869329172410215e-05,-5.061101571291477e-06,0.001020018647319568,2.0398415962102223e-05,0.002748266437321634,5.573777207470079e-05,0.0008213894672083459,0.0001307839434261041,0.004897285497686926,0.00018508719688858263,0.0029677777924466005,0.00024040188958938857,0.002342170046782991,0.00032632044528441395,0.0058038575363469,0.00041007254804346184,0.0034677304885061336
0.0,-5.069588741241857e-05,0.003275215802415325,2.5220400773564994e-06,0.0015258037629389183,1.1184481387454514e-05,9.916813460767387e-05,-2.0683351059367358e-06,-0.0012268595696221076,-2.866235166015457e-06,0.0004955320452601627,-1.567452547010337e-05,-0.00048213129263136056,-3.393615376052305e-05,0.002501409032948343,4.503003217048648e-05,0.0029850344675227286,9.121721240762669e-05,0.003274343004199217,0.00014553164970815434,0.0019278355316898312,0.0001931593701246062,0.001980147711083111,0.00023559480946923957,0.004988033205611845,0.00033872623298729034,0.0037797839094378728,0.0004325350100429082,0.005994836189389117
0.0,-4.143442023740039e-05,0.001828178798709476,-1.862837356365489e-06,0.0024377048702148643,1.7179887533045304e-05,-0.0018018000009588251,-1.267441120918231e-05,0.001368256953401883,5.094354539440323e-06,-0.0018335473659089989,-1.9552243170749784e-05,4.340244476170261e-05,-2.3049996602781266e-05,-0.0002579493515419034,4.277335924269792e-05,0.006716764767265709,0.0001367589273033302,0.0021066531464859297,0.00016475440773327637,0.00161049326387767,0.00018363522897098326,0.0012443504048251593,0.00025244122383740906,0.0040953058910023965,0.000341262012461029,0.0065903546462869654,0.00043958242325266094,0.0036183207547876585
0.0,-4.619660652393103e-05,0.002929231072419285,5.452719050163395e-06,0.0014646734653406173,-8.762331510160287e-08,4.981517243615003e-05,4.011136695747125e-06,-0.0013665526212503403,-7.427611387932363e-06,0.0010381833390910545,-5.729217957710261e-06,-0.0002799683512087892,-1.2759742478971228e-05,0.0016388098475020735,4.731146734229104e-05,0.004489268924083746,0.00017324331658274066,0.005929044592374344,0.00017935129579700016,-0.0023479131578446,0.00018936655231142753,0.00231232780843521,0.00025760845021816916,0.0046492443897879964,0.0003461761769533509,0.005445841485453611,0.0004654629496874737,0.00634591557662652
0.0,-3.010687678403943e-05,0.002135788649731112,-5.343643114323095e-06,3.673374993552633e-05,2.0269413866180503e-06,0.0007954643388901544,6.895713413495403e-06,-0.000532380790697163,-1.5427920413629275e-05,-0.0006865896976370466,7.444466986120158e-07,0.00037815983439842073,7.922130083495199e-06,-0.000774330646501388,6.999020331556299e-05,0.007461735435790578,0.00017641396470057945,0.00360200877684141,0.0002140394009518157,-0.001568142456082518,0.00019136284252269117,0.0020187594072079763,0.00026081592256146626,0.004378684951895027,0.00035647086975613973,0.005367639191853066,0.00047686401825620847,0.0068348512902452075
0.0,4.7405686351151785e-06,-0.0022404298983442947,-2.2046901623407145e-05,0.0006952293352183046,9.510558498560081e-06,0.00030476891636390974,-6.620883222552633e-07,-0.0003156020411809736,-4.269680239706225e-06,0.00044289349577406533,-1.0186326534298146e-06,-0.00023709233266603626,2.4182087504701266e-05,0.004926072257118061,9.462475773877282e-05,0.003153283625622516,0.00018581643033413765,0.00364128566210817,0.00022496803389588876,0.0014601980368016436,0.00021823177474706448,-0.0014181149718963037,0.0002533078832647249,0.005627835933003036,0.00037113246395399717,0.005443050550499635,0.00047871238297775645,0.0058651164338927985
0.0,3.6903510854374423e-06,-0.0012833473965404554,-1.825115149616025e-05,-0.0004443397233158691,-2.1729694158799676e-07,0.0012070263501591577,-1.3046386444980473e-06,-0.0004682716493988463,5.4193380125721015e-06,0.00021882321083161686,-7.1446650889937805e-06,4.3420003577497986e-05,4.66466510576129e-05,0.0043568678915580274,0.00012994944890630275,0.003860254405997654,0.00017832456223772198,0.0026870904573264706,0.0002415122088622036,0.0014358545633537307,0.0002423325183896548,0.00030780274496252036,0.00025570075920325824,0.0023513676230032853,0.0003788515684900762,0.008131961104425248,0.0004769277689627707,0.0032697973161253443
0.0,-6.023690533220275e-06,-4.964756479249987e-05,-4.1625006959898605e-06,-0.00014478803790697037,-2.2468581439309144e-05,-0.00011696202971898431,1.1475659482876165e-05,0.0015261681591825164,-1.4890010539209594e-06,-0.0012853810323739713,4.935569366522705e-06,0.00046236531577344294,6.730508457241596e-05,0.004134589200540736,0.0001517064053949903,0.003296090725320203,0.0001920983572149929,0.0024310105637629716,0.000237449796699613,0.0024610369056225962,0.000268319071117957,-0.0010773991577287252,0.0002784637158999536,0.00423716491713227,0.0003615645043641243,0.004927512833742597,0.0005303683913179109,0.0109194943634194
0.0,-1.0947634381850457e-05,0.0016293357871713615,-2.468178982263787e-06,-0.0016854944732233226,-2.270937557144051e-05,0.001062625969914753,1.7775830131463595e-07,0.0005600785724469037,1.2583209014179809e-05,0.0003930355148106722,1.1859840868551381e-05,0.0002407106245069764,8.58039794758412e-05,0.005381377643973175,0.00016363464482655658,0.0027953497582069234,0.00021030609319606168,0.0017957674049554624,0.00024032382871315864,0.0019624443370717397,0.0002781094550411382,0.0023304346007266643,0.00031002349336845865,-0.0008816756121368368,0.00035754292550948706,0.00892467254538025,0.0005226651060677268,0.007126925051378451
0.0,2.1753772855244452e-05,-0.003483567689658702,-1.715949078504339e-05,0.0005634447667590691,-9.308037334918583e-06,-0.0011997253021619576,-1.5585903556670355e-05,0.0019805607318581302,2.151139592096447e-05,0.0006802730576957411,2.7540257340530813e-05,0.0002309071163767099,9.087093820431945e-05,0.005257267259987263,0.0001789779006655039,0.003195076496690172,0.00022639905871164325,0.0018624446284450714,0.00024028008632407443,0.0007972201183395803,0.00029927600080904105,0.003129751177030713,0.00032149994323714154,0.0014518940334958782,0.00037165238619677593,0.003948938988261232,0.0005266561522693003,0.01050988044672087
0.0,1.120154508341215e-05,-0.0012070124798629085,-1.2185374291387649e-05,-0.0011137166118175652,-1.4493325265241892e-05,0.0007595083875901018,-1.54967917684903e-05,-0.00022743079551698457,2.0615906300780085e-05,0.002780926051553735,3.6831129380475605e-05,0.00014160814772789666,9.424092766770718e-05,0.004278033459127521,0.00019127773229474368,0.005888518076081997,0.000232582835804224,-0.001142401036663718,0.00026257351767106394,0.0029115490914750175,0.00029738505636330356,0.0022246137946673474,0.00033983134678395455,0.0021788236320938745,0.00040125307808449456,0.0035047341397821063,0.0004750061527672797,0.004189832471684749
0.0,3.2926856892635013e-06,-0.00019786456299042296,-4.469726704595801e-06,-0.000940957708106316,-2.631392345170763e-05,-0.00033427236625929344,-3.392944786722904e-06,0.0015429758739027378,6.317424927258208e-06,0.001067529123813293,3.958959075489893e-05,0.00015891355828475293,9.340302220447243e-05,0.0069345280996008585,0.00019526263456549653,0.0022212114689469918,0.000248193257049196,0.002786870004903261,0.00027552059659051355,0.0010545154711380348,0.00030240082900732403,0.0017011049359624702,0.0003563154173946286,0.004035897501620772,0.00043095862115974745,0.0023156379881503677,0.00042430968147209397,-0.001700208610169615
0.0,3.5060787312073725e-06,-1.4136612671007231e-06,-6.304629476682191e-06,-0.0014043299203439195,-2.1977316269207366e-05,0.00025644786395014204,-1.1501679517158986e-05,0.0016456382391674053,1.5789004289143714e-05,-0.0009558905751444855,2.756230559865791e-06,0.0007417335479514738,0.0001108608876246282,0.0041425258766161375,0.00018780751332684656,0.005165262275565233,0.00026095667665174295,0.0027163254341425642,0.00029423344641389513,0.00027899902314291655,0.0003031004610955278,0.0017262396154667766,0.00038494009538244094,0.005651790166847174,0.00044121985766189747,-9.770511812847539e-05,0.000410890910922295,-0.002210231919375453
0.0,2.0738115494944128e-05,-0.003458657361017959,-1.147460939996768e-05,0.000605033011048489,-2.1244763914156774e-05,-0.0005117259850650815,-5.401924125164686e-06,0.0005593501954755181,6.0554881147962285e-06,0.0008751550141331935,4.4886291540046606e-06,5.9394513921527914e-05,8.21890204985291e-05,0.0074721114729140855,0.00019646021519942604,0.003167465084263036,0.0002726209347032048,0.004926528453867444,0.00030164351615312386,-0.0010226054421514732,0.00032024832286707143,0.0031537465682120285,0.00040922177026971295,0.004568592668882415,0.00044267123990405024,-0.00043582120345660603,0.00040980139608839396,-0.0024421059576744384
0.0,6.327458224681614e-06,9.766872259425887e-05,-1.4688610328257216e-05,-0.0022844759651851837,-1.1755579887556739e-05,0.0015543055910851452,-7.094116163347793e-06,-6.305465713575737e-06,-6.460197749837359e-06,6.124574453679006e-05,9.722631368424265e-06,0.0002592631424020088,5.697543873645144e-05,0.005094833990093742,0.0002000557071784318,0.008035361796573477,0.00028150768985970773,0.000650758374944801,0.00030705383012384884,0.00222812715107808,0.00035039066583440764,0.0033631221666865553,0.0004242452632354314,0.0023681603589205233,0.00044129649013587247,0.00021575156298579159,0.0004177828520923676,-0.002164348743507138
0.0,1.2207420090739445e-05,-0.0020437440598072153,-1.5394789350029474e-05,-0.00015514931361022136,-8.765962246988632e-06,6.230471743965355e-05,-6.690995659758049e-06,-7.151607706368338e-05,-1.1936769017585887e-05,0.0005180843880042655,1.431800541842801e-06,6.599309435319209e-05,4.602952588235421e-05,0.005529407787280373,0.00018903142751869402,0.008462830183198846,0.0002931861566339205,0.001110598023179595,0.0003073242537341813,0.002680746490399549,0.00039670925879852544,0.003952445978812407,0.00042474794646098283,0.001516573549446124,0.0004407652644541267,-0.0013312209769124872,0.0004434762328136034,0.0015878509006113587
0.0,-2.5548281641700327e-06,-0.00077592195704732,-7.88367434876386e-06,0.00041334345170364193,-8.094101258784893e-06,-0.00029634754272753953,-1.145789341730951e-05,-0.0004973472742691004,-8.14061488915043e-06,0.0007125556299399363,-1.6898468081897603e-05,-4.931734826674266e-05,4.736392801690492e-05,0.0063517318909664475,0.00017721564865505964,0.006875408380643834,0.00028032069852014464,0.0037273209586578915,0.0003442016834309825,0.00255368343908547,0.0004115111937493574,0.004964412436219587,0.000443512122475211,-0.0021688549110007345,0.00043580967579026994,0.0019472589968781155,0.0004486322175790016,-0.0004117266291194662
0.0,-2.766813326552852e-05,0.0028453980427727062,6.922067524081722e-07,-0.0005089666610571001,-7.001177035261644e-06,-0.0006096566237036726,-1.2954561752299796e-05,0.0010325169288809778,-1.589671607508395e-05,-0.0016046781554846558,-1.611417879465994e-05,0.00036799971828353816,4.9622740894598114e-05,0.005683888970946681,0.00016101999151721,0.004790092793964288,0.00026784596670839916,0.006791525179427081,0.0003798808829027471,0.004915386516769977,0.0004308076454463067,-0.0001562342532554215,0.0004555167818835641,0.001964918520793528,0.0004318301691502868,-0.0014195769625606433,0.0004813349243366632,0.0045871686367223155
0.0,-2.677789307865241e-05,0.0014076991350469004,3.5786084838709204e-06,0.0011491627114168965,-7.872471682619963e-06,-0.0007582921523627755,-1.1115454894472931e-05,-0.000944596264466679,-2.0753279252121365e-05,0.0007296016141011504,-5.536969707352545e-06,0.0003465783891888652,5.068122323800496e-05,0.003577935155594807,0.00013982330970703098,0.00542326339373266,0.0002595498376733939,0.008352397567446206,0.0004110910457460849,0.005101874109602303,0.00045747280593925544,0.0005235181211170379,0.00044738122222066906,-0.0011695222727505384,0.00045823502662549167,0.0020817074973073176,0.00044272945201548103,-0.0028642382591043125
0.0,-1.8625391353761855e-05,0.00036177357252562675,-5.39374476454829e-06,0.0011160413373254197,5.2109598939671785e-06,-0.0003313645257567374,-2.0993062991769865e-05,-0.001857685794105149,-1.5555834451012133e-05,0.002358667556143343,1.0156768234060518e-05,0.00010980315579882644,4.4179009710341714e-05,0.0029199599336654195,0.00011306637238904471,0.005587859585815488,0.0002705033019871153,0.00906528608985255,0.00042101868840486957,0.006640669160544445,0.0004888738356501247,-0.0011045667319363123,0.0004475728469772101,0.00018541180698452618,0.00047087604100105586,-0.00010895441352754044,0.0004493753102826642,-0.0013460542703803006
0.0,-1.7498389345073835e-05,0.000764304607395807,-1.0431414674441744e-05,0.00048672092380605634,1.1282826558456473e-05,-0.0008373225415696365,-2.5288761940602753e-05,0.00015514332483971806,-9.923654299409307e-06,0.0007533663272238909,2.1935868543209924e-05,0.0002538984656910075,2.6944615278841946e-05,0.0010676102604212459,0.00010387204178018127,0.0074494238145893866,0.000268417105414883,0.008823534003082218,0.0004439091216482326,0.006892771076564525,0.0004909289674682599,0.00028977444076150257,0.00048177965407941985,-0.00143253109268826,0.00046224668135120764,-0.0003214420833317479,0.0004717215960400199,0.0009651202297979364
0.0,-2.5762498452344407e-05,0.0012839097202645782,1.6683858675032276e-06,0.0009060764492924069,-9.796650332389375e-06,-0.000310410453217617,-1.1088744952598355e-05,-0.0011225991519204592,1.840088142950333e-06,0.002642564449497921,1.0176679085693188e-05,-0.00038158381272114994,1.3029640537278314e-05,0.003011061814699103,9.533037458274619e-05,0.006060836998916671,0.0002784817773063718,0.011282594005011517,0.00044317940236293613,0.0049076305852359,0.0005067016874012465,0.0025669803672511795,0.000508700344114695,-0.0024414069946599617,0.00046107332983250646,-0.0011608029230571336,0.0004857086928568005,0.002580370109306291
0.0,-2.3316613606997632e-05,0.0014884577588952777,6.464593258081922e-07,0.00034473819669912783,-1.729255989969916e-05,-0.00100494928701957,-2.3815994983896227e-06,0.002413814814311935,8.771659495455438e-06,-0.0022543725009057285,-1.3300817644891068e-05,0.0003093289505085545,1.0877538916139365e-05,0.00026822586477609055,9.376942914818378e-05,0.009319410628882441,0.00028523543563423474,0.009259727091589095,0.000434855486322973,0.006492052375927592,0.0005290715019844075,0.0022144318730279574,0.0005227916223143181,-0.0020148333606960743,0.0004790765640165786,-0.001517215025680251,0.00046722329021279467,-0.0002921995974280318
0.0,-8.466550248237765e-06,0.0004666994464483909,-1.0026655204688261e-05,-0.001024749006837463,-1.7689556717174235e-05,0.0009105884054186311,7.758039497488362e-06,0.0014615424764983448,9.000398034147793e-06,-0.0017986240456330349,-1.678328480043236e-05,-0.00023250360746365683,-1.1350709207838081e-05,0.0037795889412851093,0.00011301097624392853,0.0071495202263880675,0.00027815131566289646,0.009554816353442429,0.0004337751733696521,0.007644249679183384,0.000542449862207682,0.0017035586854390972,0.0005372034969038879,-0.001322464141535192,0.0005049933972340092,-0.0016444605814966255,0.000434811744100604,-0.0050747744496079435
