0.0,2.266103463583858e-05,-0.0016462069838335466,-4.6000735713012966e-06,-0.0006027696714031743,-1.3706216471010065e-05,0.00044398249171716773,2.1422686665855425e-05,0.0014002079124337857,1.3947827202773453e-05,-0.0004845048039902102,-8.32573925434883e-05,-0.005405318641563991,-0.0002454001199508192,-0.00828657925951079,-0.0003735200632596552,-0.004686968793606183,-0.0005522530417605243,-0.008551447648990861,-0.0007078480166112265,-0.008500528178961683,-0.0009875888583153647,-0.014365257436657123,-0.001347075617780189,-0.016748475641058722
0.0,6.8231811467424085e-06,0.00013507820596139313,-7.353850044414305e-07,-0.0009078022152388702,-6.20463964851476e-06,0.0004856290220351781,1.0638038662155517e-05,0.000834435820916067,2.11365082500356e-05,-7.369250654844352e-05,-8.172082127065326e-05,-0.008886054676987831,-0.00023714200112276524,-0.0041242145097674255,-0.00036267834396060426,-0.007432041980052819,-0.000520208974178778,-0.006383089383324026,-0.0007101703914991712,-0.010206609237517743,-0.0009984362115667005,-0.015421555168786672,-0.0013092092882417024,-0.012056176289369806
0.0,8.075319183948239e-07,-1.653437780391615e-05,1.5193271775191946e-06,6.199648801337944e-05,1.8593236636493618e-06,-3.864937454300211e-05,1.596459846552958e-06,0.0005132308880433987,1.742193576352073e-05,-0.00014434461414364867,-8.3716620360402e-05,-0.007360270214685165,-0.00022418238801688725,-0.004497388196784147,-0.0003522612324891268,-0.006743598081552774,-0.0004917586335275311,-0.006581388213812552,-0.000708636830766544,-0.012984777548871512,-0.0010075798312523014,-0.011620279203624321,-0.0013046144559733341,-0.01446128958475185
0.0,-5.51543888421509e-06,-8.3615397630481e-05,4.1614875559777206e-06,0.001112687507876684,6.92481266966372e-06,-0.0010270237543295977,6.726760247115951e-07,0.0005596998099329307,-4.154527475164783e-06,-0.00042687075533036985,-8.126201926287384e-05,-0.003473856324613081,-0.00021138148151527642,-0.007919341888375196,-0.0003379416571932613,-0.0037675004292514296,-0.000463791702766852,-0.007982857072619393,-0.0007155959796277453,-0.013280605486577944,-0.0010130222743847794,-0.012525998764710838,-0.0012724277008590542,-0.010742875463323427
0.0,-2.4380518504130196e-05,0.002176642231310853,9.707272445647123e-06,0.00037163879232690735,1.0482201369081148e-05,8.630601036677368e-06,-1.541523287432455e-06,-0.001782004634766741,-3.337577514314138e-05,2.6732970916257726e-05,-6.6092979432232e-05,-0.004850445188890632,-0.00019701261977799728,-0.006272313503119909,-0.00032483405652470996,-0.0030922195027789003,-0.00043992101507277573,-0.010052236347466005,-0.0007206643962828246,-0.012635649316390376,-0.0010152811998844083,-0.012819518058522782,-0.0012521467195754845,-0.008964284665400892
0.0,-3.052436209405358e-05,0.0025102298732659475,1.028037792601695e-05,0.00040640952091185276,2.04759494615624e-05,0.0008184395964280852,-1.4484870004299879e-05,-0.002896913743490861,-3.1710007033638245e-05,-8.318141181520503e-05,-6.265727982426809e-05,-0.0021598919371259777,-0.00019110726338035733,-0.006382792010291602,-0.00028802235199792476,-0.00501183275130313,-0.000438941116510029,-0.008163406060199432,-0.0007186058408406815,-0.015368948845853655,-0.001009955164467528,-0.009986616280006615,-0.0012625541412489012,-0.012182196651733172
0.0,-1.772595864615881e-05,-2.7780080425136438e-05,5.540128600826631e-06,0.002766379612829128,2.764315693267718e-05,-0.0023227412772170984,-1.826811003900821e-05,-0.00048743457417921456,-2.088362395480104e-05,-1.4287775975897586e-05,-7.032497643977978e-05,-0.004794727614963911,-0.0001602127537192971,-0.0033506245843717797,-0.0002684597636091087,-0.005327577890258721,-0.00043685696045314584,-0.010513457431029041,-0.0007134890308203558,-0.01333001686886434,-0.0010080012497563804,-0.011539179628053677,-0.0012473510128165842,-0.010191914527226129
0.0,-3.230647785522562e-05,0.0018047330400694798,1.2718700187766992e-05,0.0020457680324817286,2.4165675614578873e-05,-0.0015802077733599272,-1.8669516041949824e-05,-0.0002551774273287006,3.2498893319667737e-06,-0.00018946894620980908,-8.07843961414884e-05,-0.0034796012167726486,-0.0001351353511044513,-0.0030660938350951833,-0.00023900527012548985,-0.006575161619432979,-0.0004414369575306418,-0.010827254681475119,-0.0007111703533351132,-0.011748099702743061,-0.000998644632272417,-0.013778006235962148,-0.0012383561790795831,-0.008239615434909076
0.0,-5.1953943472869744e-05,0.00473758509899159,2.342507404111978e-05,0.0006196044385559637,8.762400316276943e-06,-0.0007386541411445933,1.3115062620453448e-06,6.215345659755996e-05,-5.283258165489823e-07,-0.0002317874068001781,-6.703146766772066e-05,-0.0036535670077349354,-0.00011715823576264479,-0.001236960539556806,-0.00021093964011051144,-0.008019215582445833,-0.00045059662084650945,-0.01147448932807641,-0.0007026155978152072,-0.012556961627266447,-0.0009836372701164393,-0.010266584677255186,-0.0012768544391213745,-0.015219583992897558
0.0,-4.2297808820205085e-05,0.0035207614685526245,2.2697124900681292e-05,0.0009897088252199557,-1.7510927041930473e-06,-0.0007075321057264379,2.171504359458676e-05,0.00012469651514625138,-1.1039950173429843e-05,-0.00023307743876107727,-4.438722220584165e-05,-0.002933420715277868,-9.780562473519236e-05,-0.0010733277167509628,-0.0001944493507417777,-0.009395075162748779,-0.0004418233807773166,-0.011031422669888456,-0.0007122041562152761,-0.010923849099707512,-0.0009647674123119096,-0.013878024977821042,-0.001269363463002129,-0.012304536841740751
0.0,-2.036532116190109e-05,0.0020557401595819665,5.308102084700172e-06,-0.0002673539118438498,1.1468915540175447e-05,0.0009906073573384532,1.6357945512201238e-05,-0.0006378580400257728,2.7471646992979274e-08,-0.00021442841618865726,-3.179914847009702e-05,-0.0007355419097535201,-6.445034429030049e-05,-0.0044037075941933184,-0.00018981664798951425,-0.0059436713649433405,-0.0004388743792474228,-0.014496055843896412,-0.0007012304428530364,-0.009977988883891552,-0.0009583832976379073,-0.012295832476981098,-0.0012828885620161923,-0.01555519046044632
0.0,2.187679012117103e-05,-0.0029913521837319043,-1.6402319584551273e-05,0.0008526780709516441,2.5576596109765665e-05,0.0009621877771441561,1.054153452863645e-05,-0.0009013738125367643,3.1820710034868317e-06,-0.00010385609638718758,1.289109207507604e-07,0.00027909904268996164,-4.5575336905927774e-05,-0.0038404323327539693,-0.00018717274999416485,-0.009404359501376448,-0.0004223982987789696,-0.011661700179337195,-0.0007013290705645649,-0.010788333970778243,-0.0009520772413925348,-0.013058984589844762,-0.0012725146491889203,-0.014348203958173432
0.0,3.7913503456949796e-05,-0.00470343338253374,-2.299727737297301e-05,0.0011098311165085911,2.5089613439580982e-05,0.0010453164844722812,1.3155666207334149e-05,-0.0016545188556078836,9.077201024111126e-07,0.00040016014956807813,3.216832931657599e-05,-0.001707353352265719,-2.1224462150389686e-05,-0.0033381996484013942,-0.00018572829616301717,-0.009864731098181216,-0.000417755818985785,-0.010256729184049093,-0.0006830834193037654,-0.013208816829642844,-0.0009578413625151048,-0.011496156692892794,-0.0012599234565140818,-0.014347584227754524
0.0,1.0561012937469478e-05,-0.00012174918026806587,-1.198509033312015e-05,-0.0015438134849529114,1.531558288360952e-05,0.0023475773032775064,1.6911967698594174e-05,-0.0006848830875249734,1.3787163193392095e-05,-1.6768575640125545e-05,4.771201753080486e-05,0.0027680522644596053,-1.6186303542473678e-06,-0.007166714673627241,-0.00017897160284502321,-0.00901397416049152,-0.0004130393191629649,-0.010255406843715587,-0.000663161742939598,-0.01267194518671004,-0.0009703580386564375,-0.012968028050717673,-0.0012214739109316305,-0.010038106643566882
0.0,4.0389568247705305e-06,-0.0008397299497611884,5.692057488934888e-06,0.0007166832377040374,-9.554175597328413e-06,0.0002138168551195612,3.271309434695307e-05,0.00048677937656192195,1.4436110693648883e-05,0.00013981871645353503,6.587475961650067e-05,0.0013193219751156463,2.2238356616592765e-05,-0.005859478953540749,-0.00018342892257589428,-0.009380550131366969,-0.00039631477452743745,-0.011294399378594257,-0.000653989002049348,-0.011649938892753673,-0.0009721968914153513,-0.013554606375867142,-0.0012038668566508105,-0.008611334678976318
0.0,-2.0744949846402036e-05,0.0033768727345250306,1.2715578623047035e-05,-0.0013691220171583016,-9.759259917718512e-06,-5.38204832116145e-05,2.3802879345304688e-05,0.002390730846766386,2.9942242814730862e-05,-7.741064163760096e-06,7.550285247671075e-05,0.002050806768694457,3.025458158198673e-05,-0.006248188566179732,-0.0001660294296390539,-0.010708528263806841,-0.0003877711674568356,-0.008055129100724496,-0.000657101723762065,-0.015295322327494365,-0.0009526270973243994,-0.011532443183538313,-0.0012251612184573904,-0.012125147733043067
0.0,-7.689738909856179e-06,0.000842845882454594,1.1609873389664842e-05,0.00013903489182976388,-5.754324014010046e-06,0.00015739769748334897,5.997282780190342e-06,0.0004997555661659035,4.3222682286158093e-05,0.00047290570925638916,7.919948873815993e-05,0.0003400394065722265,4.065555728522407e-05,-0.005118750741914195,-0.0001534973870313474,-0.009636530317772764,-0.00037722792059130935,-0.011121641405957814,-0.0006546194203331198,-0.013132601590844216,-0.0009399361576561216,-0.011498476090184057,-0.0012354183128160312,-0.01420174427965596
0.0,8.625203012239326e-06,-0.0007660273476455477,-5.193907145685053e-07,0.000669430894949858,7.190756214680562e-06,-0.0018110113986273628,-2.2801637601158576e-06,0.002645484786499264,3.182240024749359e-05,0.00016694681479621166,8.479520554759867e-05,0.001727532935397852,3.3962375530327976e-05,-0.00499712950131882,-0.000125601305612877,-0.009225917684553716,-0.000372028714245397,-0.013093308881348088,-0.0006535056551883038,-0.010003972382326979,-0.0009284475179075006,-0.014808768295989415,-0.0012211322512448077,-0.0113287702631159
0.0,1.2701876810892983e-05,-0.0014997859928268125,7.403173285590374e-07,0.0007139843793064949,3.818841734616986e-06,-1.740641336213036e-05,-2.7278377596678506e-06,-0.0007480526689749101,1.3701659543243521e-05,0.0005167995776360372,7.668329946824256e-05,0.0014849820101312495,3.3692081664875846e-05,-0.005239537483698848,-9.45606656503098e-05,-0.007513080703765586,-0.00037901868551253943,-0.013350967264909948,-0.0006410377760050162,-0.012339348745052388,-0.0009157566460375219,-0.011813839939951908,-0.0012446185641376202,-0.01609883510401395
0.0,-2.7035487889445667e-06,0.0018152549699127019,1.7133371878984145e-06,-0.0017878623409769692,3.639861108250707e-06,0.0012066950035086758,2.3263074337455442e-06,-0.0006121226490433407,-6.279425347267104e-06,0.0002184767538488897,5.631487549091164e-05,0.0017787778336686437,4.2793545104610195e-05,-0.0012412648303477551,-8.96645448086659e-05,-0.011258203488663668,-0.00035381282367084795,-0.012395632312052794,-0.0006447589117864517,-0.01095017298799719,-0.000906887384411666,-0.013784607152296508,-0.00123003390288435,-0.01409537782130089
0.0,1.6648005133199828e-05,-0.002012626017823082,2.0455858944038723e-06,0.0008711863971133607,-2.8773760749875354e-06,7.818863887362885e-05,7.731024178233206e-06,-0.0007319507340598572,-6.362663482405527e-06,-5.757528589555451e-05,1.1357917315483908e-05,0.0031626410337513827,6.520191614574315e-05,-0.0022320187639884607,-8.510044034597422e-05,-0.008814326467374805,-0.00034326481582883285,-0.01340632928769251,-0.0006288556692485128,-0.01216531822611332,-0.0009083596446615425,-0.012283699380272907,-0.0012222166677704062,-0.014852364746730644
0.0,9.321850813665813e-06,0.00013050131902520967,-1.9971071661707837e-06,-0.0007072115167432769,4.363266152267082e-06,-0.0005235005092339273,4.194461333104836e-06,0.0013797057389176018,-9.08623950918097e-06,-0.0004892758982287168,-1.0114630132487595e-05,0.0039019509094800828,6.14523857620714e-05,-0.0011683101232106076,-7.140096547836048e-05,-0.009773674827052674,-0.0003289611580511858,-0.011490323372865355,-0.000617117591715737,-0.013540685539095992,-0.0009114845118333278,-0.013113437535530731,-0.0011936029780505045,-0.011708024999163262
0.0,1.1377791100418773e-05,-0.0010181244291618482,3.746075507075885e-06,8.988414437773704e-05,-9.782599463260727e-07,0.0011426593559858795,-2.010017083063196e-06,-0.0025052661117072558,-1.551825788508557e-05,0.00029249864899844426,-3.2183785525691313e-06,-0.00031004508806005827,4.1863568621258534e-05,0.002685702249311834,-5.9940596759987765e-05,-0.010482569154869087,-0.0003113641715921053,-0.012035120770368517,-0.0006010121739954477,-0.01342258447018657,-0.0009171416334311525,-0.01259702289414201,-0.0011755690882336556,-0.011099466241512349
0.0,3.930801436124568e-06,0.0009035192728714379,4.346784666166279e-07,-0.0010805557425975904,7.95104118365281e-06,2.5350971883219756e-05,-1.143403587307153e-05,8.014797131435954e-06,-1.1633349819897434e-05,-0.00013703293751017747,2.729939735364237e-06,0.0021524520467714695,9.926478254338492e-06,-0.0008325746543365049,-3.818585269194606e-05,-0.007052957065532725,-0.00029761709473339,-0.012100831770491703,-0.0005913093513574374,-0.014741827981922766,-0.0009117939287453296,-0.012521593230324366,-0.001166642305975846,-0.010598448807668111
0.0,1.7276815434085115e-05,-0.002349197609966682,4.389976583682893e-06,0.0018158449694263242,7.331269867468599e-07,-0.0018339425949926345,-1.1905613943645536e-05,-7.548689110656629e-06,-6.344789802741992e-06,0.00022030684445817437,6.926696725379084e-06,-0.0005110051064311941,1.0776675273460948e-07,-0.0011022847122236616,-5.049548549790924e-05,-0.0031683001275934707,-0.00026037750733802777,-0.01511594642637128,-0.0005922599641954724,-0.013332913227798384,-0.0008992914763754175,-0.01324023628850116,-0.001167046720931951,-0.010965202689374799
0.0,-9.42902823260289e-06,0.002211737373898451,1.1819615146968887e-05,-0.000973149788976237,-5.965768189815742e-07,-0.00031856922547382244,-1.7214835310994312e-05,0.000442904348235882,7.795502911805664e-06,4.532201694052483e-05,9.30090949199866e-06,0.00021186294834992173,-1.6493712972864876e-05,-0.0011140733144313515,-5.919262825999463e-05,-0.0042790078221579386,-0.0002255625143008247,-0.01256164268589252,-0.0005944947385851632,-0.015061212662470734,-0.0008798242779230422,-0.012449609050894159,-0.0011848673733283596,-0.013807655341856798
0.0,-8.14005659361836e-06,0.001578765741843937,1.6918915968893906e-05,-0.00014325852926480673,-1.1261578088254998e-05,-0.0009352234777069165,-7.530817533345335e-06,0.0006290039399689403,1.0220295568401165e-05,0.00020036685214791725,7.549121774118216e-06,-0.0015204599898191258,-2.207282654896083e-05,-0.001584050805917267,-6.395783774697982e-05,-0.002283945694889055,-0.0002206795239063384,-0.01167086346920329,-0.0005639044315917724,-0.017584486499193114,-0.0008765405010833614,-0.010331141021630037,-0.001195210250265266,-0.016668178390504614
0.0,3.0403898417622878e-06,0.00032169388637900395,1.2248263508729025e-05,0.00025222932327183646,-1.2947704051350933e-05,-0.0017363840528028507,2.0307326052203797e-06,0.0021040965050626165,8.31752228510613e-06,-0.00012635678731155896,4.825667385330987e-06,-0.0005878646878883776,-2.997563819576254e-05,-0.0013931459930268315,-6.871569102143173e-05,-0.003596526378992924,-0.00021703736565420223,-0.010388928997308944,-0.0005303657482179463,-0.014490277219400206,-0.0008837432789771397,-0.016580078962185735,-0.0011438547319378334,-0.00795678244235617
0.0,9.533792609619527e-06,0.00044689929073459764,4.58400545847018e-06,-0.0013128533538220742,-7.286681378616918e-06,0.0008367421468590036,8.437227862319238e-08,-9.228825304071712e-05,1.1367343522833716e-05,4.302086111341107e-05,-5.6586750121426794e-06,-0.0009624088109322363,-2.6316526865993115e-05,-0.0014667708206024246,-7.460444594354417e-05,-0.0029705750599386977,-0.0002301829674481655,-0.01019852551092342,-0.0004836907623743768,-0.015121160801260013,-0.0008809878091723624,-0.014415719009709626,-0.001164989132225894,-0.01249113281358208
0.0,3.281483526372448e-05,-0.002186666316655107,-8.584532031011399e-06,-0.0008376297613657869,-3.817814766732198e-07,0.0007452832111930462,4.862900626501234e-06,-0.0001657510276525472,5.993557719379997e-07,-2.7170901782365726e-05,-8.552146319820488e-06,-0.0008832666071580618,-2.6910071471042495e-05,-0.00027422541916603317,-8.480531586721956e-05,-0.006475381075997341,-0.00022278550989561613,-0.005181472317867329,-0.0004759688978172078,-0.016182931184418683,-0.0008467662122943945,-0.016728907990161464,-0.001190717157930753,-0.013779190668971918
0.0,4.8761604305664106e-05,-0.004329333100009567,-1.5774612401464007e-05,-4.436382471742945e-05,2.3181283634498714e-06,0.0004426949911249245,1.0008945203678347e-05,-0.0002936602024000745,-8.802169658505364e-06,-4.4380450622337376e-05,-1.6726250259730726e-05,-0.0009204084693343708,-1.5245253361349088e-05,-0.0010006900502705421,-0.00010529777067705354,-0.004068880687894216,-0.00021788037105853272,-0.008064778389179064,-0.0004605866040355082,-0.013392098643072448,-0.0008135427689207581,-0.01672898976058006,-0.0012390602604678321,-0.020010134032411014
0.0,3.224276989251423e-05,-0.0017225418646216182,-1.1291800514776533e-05,-0.0017834603420831066,3.2304666413952246e-06,0.0023296860021392394,6.658649803311854e-06,-0.001169343310052481,-6.938345899593563e-06,-0.00036597559475486785,-1.7993396583109724e-05,0.003078032473460339,-2.629447750711465e-05,-0.004512319325833169,-0.00010186886029903993,-0.0030053282279473782,-0.00022317005615423832,-0.008026256848879464,-0.00044880038110821813,-0.011054374581382743,-0.0007804055654414087,-0.019214258067221192,-0.0012635087590624828,-0.021875003426430277
0.0,2.50461628384064e-05,-0.001704340929159401,-3.087312146978479e-06,-0.00038608481828823033,-4.406057535434516e-06,0.0004398642501027561,1.2195656760307535e-05,-0.00087748400897908,-2.11696098646886e-05,0.00021769983122067575,1.6463567234924125e-06,-0.0023366071789704926,-3.772037291501847e-05,-0.0006939421073889117,-0.0001024576907447644,-0.003998067906593539,-0.0002318212898222275,-0.007773743373521814,-0.00042813091754090505,-0.010332257164859023,-0.0007580754413939682,-0.019434384017652975,-0.0012800402052174616,-0.024497255875473703
0.0,6.4680779451519856e-06,0.000276829992519782,5.001646396389571e-06,-0.0006036510137021932,-3.714643124613656e-07,0.00020454864332645814,-4.144704559605895e-06,-1.82391088871355e-05,4.268406923272423e-06,-3.1561035205042635e-05,-1.9848312959380955e-06,-0.0003186345076503852,-5.056546470934222e-05,-0.0020287369588246115,-9.486920211680923e-05,-0.005383444286774888,-0.00024168055221465267,-0.0050623693554115515,-0.00040703008096921344,-0.010819626156894422,-0.0007465555080614558,-0.0199542766934271,-0.001268176049547347,-0.024035511614778092
0.0,-3.326241631422657e-06,0.0006931063347816822,1.1743338132358804e-05,0.0004564842557006203,8.476000389781939e-07,-0.0014372063620976439,-1.428175797005352e-05,0.0012145231521311322,2.3670406605897232e-05,8.12745652446192e-05,-1.400607618977156e-05,-0.0022779587704023336,-3.72058774271213e-05,-0.0016338209381190402,-0.00011633798569032893,-0.0035823681591658015,-0.0002341309185828081,-0.007282083366054903,-0.0003865434109087089,-0.009035648290696611,-0.0007475895783942342,-0.019991108238610143,-0.0012358990142721559,-0.02245893290606012
0.0,-1.3542643010592256e-05,0.001402429605086374,1.895072180167527e-05,0.001124413437840868,-4.0391156557416e-06,-0.0027015715042470177,-9.2357099490523e-06,0.0022889134484715998,1.6543571635425593e-05,-6.87572408320025e-05,-9.324046947089107e-06,-0.0016293627849723992,-4.295345028627657e-05,-0.0019392871163637134,-0.00012667594004565707,-0.00520182794980401,-0.00021631086043459398,-0.003367347300432111,-0.0003902624459528815,-0.011219657892177154,-0.0007373335656666726,-0.020626866120523158,-0.0011939146096398559,-0.01871838287651094
0.0,-2.866877585938765e-05,0.0036083690168915287,2.4572739975310926e-05,-0.00032823371860992025,-7.723273536969219e-06,-0.0004585652551992811,-4.0704675058908224e-06,-9.452078656492621e-05,-1.1434535649597157e-06,8.695824963366461e-05,1.3249268448649235e-07,-0.0008035308510438734,-5.0970641666712665e-05,-0.00351332835798629,-0.0001323823665222302,-0.0031252538209978085,-0.0002083149079270873,-0.003836549493010372,-0.00038148818897354816,-0.013886663755028825,-0.0007343879600837452,-0.015059349778897776,-0.001180443117697703,-0.022863733876259586
0.0,-1.584620177296198e-05,0.0024311698771061663,1.3887968499066143e-05,-0.0005918700029991773,1.5308723548904594e-06,0.00015307697133752063,-2.5849563076377347e-06,-0.0007337708427424296,-1.5893060982723715e-05,2.6813664666770823e-05,6.364117397756787e-06,0.0002769155950360778,-6.0174779222927804e-05,-0.0043721077382847,-0.00013853045715164324,-0.0022946282171317296,-0.00018666816765258517,-0.004982656636747212,-0.0003929351661812263,-0.0110783127900319,-0.0007322384000939892,-0.018621589052350698,-0.0010999795214341951,-0.014188667659451303
0.0,2.1414094186197868e-05,-0.002686258386452551,-4.3195232048625555e-06,0.001404586198425137,1.4944973144276854e-05,-0.0006320982395314705,-5.936942762006241e-06,-0.0010349637690106068,-1.2958589090464474e-05,0.0001503680947515951,-2.2950769820718877e-06,-0.0005975608364121035,-6.322803621008347e-05,-0.005270491796162133,-0.0001308472438320117,0.0004774428382114242,-0.00018851827207358362,-0.006312052722306669,-0.0003923051432271449,-0.012648284575647215,-0.0007259408519008673,-0.015110227978585468,-0.0010660622213369952,-0.014934999114867944
0.0,2.4187438311336713e-05,-0.002027166962390643,-1.2837184707976845e-05,-8.337383828036849e-05,2.474856313015881e-05,0.0005161841008147015,-9.131851546931236e-06,-0.0007068976118857051,2.7156715894032405e-08,-1.3616639521818373e-05,-1.2809355634353467e-05,-0.0011086855290785085,-7.412698950358603e-05,-0.0023181962060459084,-0.00011594221862091022,-0.003073475207576496,-0.00018686671844667547,-0.0042679247888052,-0.0004046849908723257,-0.013739787353784543,-0.0007110882177118678,-0.012894479945214135,-0.001031651060615699,-0.014962261319659352
0.0,1.852761374563953e-05,-0.002016341482048748,-3.00426515179297e-06,0.0004993557503684401,8.760074578441605e-06,0.0009278240980798671,7.346197874667161e-06,-0.001494709875173387,6.33845217686108e-06,0.0002185247041196752,-3.135178157249446e-05,-0.004370213469916385,-6.884313236080941e-05,0.0005716862372924184,-0.00010653453994718216,-0.002865610172887822,-0.0001921557498655424,-0.006721818372362456,-0.0004116581139636276,-0.011485353622314152,-0.0007002166547308186,-0.01311059395496923,-0.000978854460420236,-0.011789109003153822
0.0,-6.961408904983993e-06,0.001968026573186104,6.810795376892842e-06,-0.0011220851320140094,-2.706423234919438e-06,-1.736068193650928e-05,2.684582178294454e-05,0.0021586447655268706,8.97163515111824e-06,-0.0006718952137357111,-5.158825081612875e-05,-0.0007897580679681773,-7.286704636308285e-05,-0.0018065313849878778,-8.044987788655725e-05,-0.001147571752377357,-0.00021267496961854308,-0.00808877812328262,-0.0004156998576093759,-0.010821915974947987,-0.0006845099834375356,-0.01216261565733104,-0.0009378244239467405,-0.010417779471437964
0.0,-6.6952516131680325e-06,0.0006911245269613943,1.5500730754472257e-05,0.00023063180540488509,-1.4689586176446905e-05,0.0007135887521681021,3.4851538757159486e-05,-0.00013171701943757064,2.229784815242099e-06,-0.0002894890202133649,-5.3214752918824776e-05,-0.0031596069492929447,-6.955984580941912e-05,0.0016534525241012614,-7.599531280730775e-05,-0.003200302003971512,-0.00021547759667904878,-0.009236628769378296,-0.00042968953762768925,-0.00914958415393427,-0.0006628155035124802,-0.010649159162610385,-0.0009092751732076405,-0.011138662295660793
0.0,-8.963277239547079e-06,0.0024901599229841614,3.4810094980015464e-06,-0.0018700809607107005,6.861356950246614e-06,0.0014343411412611683,1.5292389898652642e-05,-0.00011505725954897806,1.9560950611830324e-06,-0.00023836652853140527,-5.178554953316179e-05,-0.003166242771256673,-6.469033702875283e-05,0.0021353865802646367,-7.256219083612787e-05,-0.004483765354538913,-0.00022077393582326066,-0.008148263890803305,-0.0004448221010060853,-0.009695289847380382,-0.0006380147026533521,-0.0092011948323495,-0.0008790219753871663,-0.011119300621083945
0.0,2.9682136427586142e-05,-0.004001833547556417,-1.0174256609532639e-05,0.0018600990880690328,2.1968076758218817e-05,-0.00026640153366769075,-2.657031227942038e-06,-0.0010824321831003271,-1.0827165705510767e-06,-9.51619137741084e-05,-4.8283739441567715e-05,-0.0014301877416828777,-5.225331238242075e-05,-0.0008707397479109477,-7.574555921566373e-05,-0.0021375270600653483,-0.00023380545398032928,-0.00969795261366068,-0.00044298640740218445,-0.009176576587251144,-0.0006266206702011703,-0.00749037752931061,-0.0008362248689449811,-0.010276209458461399
0.0,2.0896582627427828e-05,-0.002537856710094295,-1.0127047781302472e-05,0.0012285803332416098,2.815999093986259e-05,-0.0007013510120460714,-1.0038237377111014e-05,-0.0007020526025376994,-2.1198218083328295e-05,-0.00011014262269595684,-2.4558975807353816e-05,-0.00041248709487988803,-4.5310914878984926e-05,-0.0002192443227756366,-9.08046491022697e-05,-0.004492670515425171,-0.00023385873344619937,-0.009541351346586397,-0.0004444589083782575,-0.006666042698227971,-0.0006203930002886782,-0.008813215006783297,-0.00076823610332338,-0.005073349478848598
0.0,-1.549873350873527e-05,0.0019192750776647952,1.0580325715948328e-05,-0.00035045967164510483,1.3815943525586278e-05,0.0014683675054185429,-1.1605657950606061e-05,-0.003509434064640343,-2.681139842470502e-05,0.00029058387744337395,-9.335609214468595e-06,0.00013872526584925182,-3.144989267705036e-05,-0.0024306552805878207,-0.00010016635288535255,-0.0042887423763741375,-0.00025174994196033027,-0.007160122375411161,-0.00043426939411047785,-0.009914794197487057,-0.0006094245608108184,-0.004926671534262703,-0.0007365341601170135,-0.006322298056639402
0.0,-3.120570207003999e-05,0.0034727731115763373,2.2064533268159903e-05,0.0003867616330028867,3.1120152200792426e-06,-0.0015466416906886964,-5.241939850107686e-06,0.000347101958947907,-2.3139119510515867e-05,-0.00011824203407200494,2.047180973680195e-06,0.0014398454846191958,-1.450941146822935e-05,-0.0028457318740531382,-0.00012195020389969225,-0.006168882342935174,-0.0002545171473427023,-0.005921456851134534,-0.00043356671511099904,-0.008777436471211136,-0.0005968905492119118,-0.005559609984268342,-0.0006837141405966852,-0.002837833129750891
0.0,-2.6619948229773815e-05,0.0018762561059461334,2.736070794803271e-05,0.0020597913309440717,-2.5291018906042152e-06,-0.0026616980420417157,-1.1472177355309856e-05,0.001058009369904663,4.6566010637631764e-06,-3.439659364404843e-05,6.603947497012793e-06,0.00126231488077984,3.324641470262284e-06,-0.0036974515319869406,-0.00014069987011544895,-0.006044144083323078,-0.000264120933105577,-0.007082788996184579,-0.00042769664141741417,-0.0065764175236961596,-0.0005813713268884331,-0.005244664361755392,-0.0006480067959262108,-0.00200713106138836
0.0,-3.382125460246597e-05,0.004451409792297711,2.257619441445201e-05,-0.0005315999370949462,4.3378655280536865e-06,-0.0012795108606364245,-2.1171474656763067e-05,0.0011558178899036592,2.4287081821168577e-05,0.0001833714613246551,2.7181307458555946e-05,0.0003059890473398111,-2.9222259837748307e-06,-0.004315362732127655,-0.00013555656235359457,-0.006919811102689567,-0.0002870999613008416,-0.005080464563207688,-0.0004252172387751238,-0.007582411297160735,-0.0005524628535480589,-0.0037717563451046465,-0.0006355010199346078,-0.0036371381211362346
0.0,-1.186727630575841e-06,-9.974261442755012e-05,1.3238250521967931e-05,0.0013161217402413326,-1.0670466639451707e-06,-0.0018564333735603413,-7.630516912064064e-06,0.0007906859452586117,1.578749583084949e-05,0.0005270824516178179,5.856910158820567e-05,-0.002054818150522732,-1.5177414193939074e-05,-0.0025234833713039294,-0.00013563524011721187,-0.008110963362422677,-0.00030147317425272685,-0.006152530738052376,-0.00042522784890322156,-0.004684419202641481,-0.00052443719459792,-0.00420366342307588,-0.0006172705086386394,-0.0040316353584240305
0.0,1.3555792791707037e-05,-0.0005786718481174875,1.9622267230110585e-06,-0.0003773769169398482,-9.346983754141665e-08,8.882413657961647e-05,3.0510381307157417e-06,0.0007317713341920928,2.019453103445404e-05,0.0001126691176703687,5.905219701671439e-05,0.0017016632729511855,-1.7122738748208687e-05,-0.006542023434619061,-0.00013641191911968031,-0.005712158099021432,-0.0003167868837128644,-0.008186533680715985,-0.00042346807963918336,-0.0020983753509699376,-0.0004969390219194807,-0.004339339618833556,-0.0006005438830046321,-0.004679601286311751
