‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,12
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[8, 9]"
animation_speed,100
sampling_length,6000
vec_length,26







0.0,-4.02779631755032e-05,0.0030968900998041625,7.046077868318284e-06,0.0008517548172258838,3.3204016930487816e-07,-0.0014283183681989104,-1.8597500281519185e-05,-7.099580298842203e-05,-1.7618208499838905e-05,0.0003348332301900145,6.117218744836956e-05,0.004164839100425672,0.0001506008254900876,0.00541798155716694,0.00027375468471199345,0.0062883354488168855,0.0004011265664102618,0.005846265779835836,0.0005501121661912088,0.009435122875501778,0.0008214301416532906,0.01598111259805321,0.001180954801729267,0.017885395180051236,0.0015170714384148897,0.014913904073186988
0.0,-1.5253522568378961e-05,-0.000509540033819898,-4.038983245028185e-06,0.0018117792651081972,2.0841630174313925e-06,-0.0009972831161692958,-7.610409410005973e-06,8.342608785168404e-06,-2.3838695307940717e-06,0.00012739530534098647,4.402692626443593e-05,0.0044939141399993705,0.0001541181915218947,0.005016468713157524,0.00028119595911746143,0.007689476588520143,0.00042045646465341724,0.006068245348777759,0.0005791159652634785,0.008262323617979104,0.0008040780787821427,0.015595452249582255,0.001191032131709388,0.01848551674606453,0.0015071912671941175,0.013338356411894422
0.0,-1.315519207382487e-05,0.0008340145495947286,-1.2231128101800911e-05,-0.0008420906784540029,3.702076791934904e-06,0.0017082807329510481,4.571243442232506e-06,-0.00038044086593917986,1.1294854412320723e-05,-1.559363714620099e-05,3.3814109238760444e-05,0.0037307681365755505,0.00015062648789410685,0.007365871133507386,0.0002881262891599783,0.005179442653889468,0.00044706675492993056,0.00903720187823549,0.000590837031733524,0.006816702821167475,0.000816487212323632,0.015093613301233488,0.001172562454759932,0.017492223749927375,0.0015412523182830136,0.017980300134573652
0.0,8.504272847670959e-06,-0.00253098733494155,-1.830615838752656e-05,0.0006788517329526157,-4.931174853008683e-06,0.0007773741716773237,2.9812808689501698e-05,0.0005978471758550594,7.05615580176534e-06,-7.784355794865244e-05,3.326218420066476e-05,0.002280276866714647,0.0001452281745258811,0.007580528650501209,0.00029844953126197034,0.007978506289222814,0.00046116307706545287,0.0066316453133020556,0.000610841569117216,0.00871135120309679,0.0008345030444168168,0.012924619042726402,0.0011479998281431543,0.017592015471697954,0.00157357477494369,0.021851650192620236
0.0,7.029378886282694e-07,-0.0002994624496444763,-2.086576982202698e-05,-0.0016194420458576328,-1.9964615467021377e-06,0.002978269791064018,3.2070647656827965e-05,-0.0002011655197019515,1.28570649940271e-05,-0.0001963576259731287,3.470003374822962e-05,0.0038659489318380357,0.00013204300169275106,0.005073566156012591,0.0003189318334584045,0.010669561894604418,0.00046397709053988794,0.005928645605667377,0.0006366244890073455,0.009741144996091456,0.00084936720669019,0.010086477617308041,0.0011345931048185234,0.019396907061048147,0.001573112530414893,0.021093812390247005
0.0,9.903477988361385e-06,-0.0024323832228794503,-2.3265694201317123e-05,3.055963532487161e-05,1.9453529667138166e-06,0.0019417725184165456,2.7421758295965994e-05,-0.000537664973879482,9.26214555265147e-06,0.00021722410766232414,4.485348136101278e-05,0.00047429951636815296,0.00012975155273947523,0.009553923395310596,0.00031607002840282046,0.007168296621378934,0.0004836052302162106,0.008009285095625778,0.0006595147405994853,0.009905764402400045,0.0008534154927087431,0.009961033717325143,0.0011376199294967611,0.016725955510302367,0.0015668624425524357,0.02294351303113083
0.0,-2.2619952741060783e-07,-0.0016687700002927812,-1.9420114751069385e-05,0.0005976268629290827,9.599886310374769e-06,0.0009307982003577039,1.007800941060545e-05,0.0004130951733868236,2.2124336964854423e-05,-0.00018165105563023716,2.9852607976257434e-05,0.0042263368659184045,0.0001428588835610257,0.005744278200798095,0.00031157780266160087,0.008789301915781242,0.000496500647435894,0.0104306349075866,0.0006813825476803701,0.006531298221042301,0.0008616169823862969,0.0116189966559966,0.0011503093173404638,0.01630431374955558,0.0015185000952230557,0.018143653398224952
0.0,-2.832707970538643e-05,0.001240119094210785,-2.661143845707237e-06,0.0010541057496487555,1.7255681217101305e-06,-0.00029071453638350534,7.432854257163136e-06,0.0001735582356109928,2.197052866141577e-06,0.00015712437032929611,3.689553093245795e-05,0.002397994995844589,0.00015792681659128354,0.007069826077164011,0.00029207781752821734,0.009597926126375111,0.0005227576837579828,0.009010775347467914,0.000693080240545206,0.008186803400823575,0.0008735971527824212,0.010643123038914131,0.0011687194848951268,0.01613739295676785,0.001456646127255045,0.012226484263485568
0.0,-5.777116512596765e-05,0.005021008078802393,1.0694095189573335e-05,0.00022230533318512238,1.2964916266844857e-07,-0.00018403120707118748,-2.215398576050298e-06,-0.00020183267607995253,-1.4637052189943269e-05,-4.023572078105218e-05,5.3349343440416216e-05,0.005983289750585279,0.00014331790885744957,0.004758341114776501,0.00031002206881105946,0.009180814437876281,0.00052320233104715,0.011368954311498883,0.0007056142629334774,0.006393958290420004,0.0009016451663036961,0.013068436835523346,0.0011700456299893586,0.01201988024240588,0.0014329166083835274,0.01309726525421455
0.0,-4.595675550316687e-05,0.0021005454451610344,9.052835100929656e-06,0.002538811552536701,7.248626394282532e-06,-0.0012603236019646195,-2.0760488279610142e-05,-0.001513649152988334,-1.3183979507839908e-05,0.0004594411129362329,5.457719781033637e-05,0.00403568058236836,0.0001488953205108478,0.005876510596169871,0.0003145280953442216,0.010118790367828609,0.0005271867930656516,0.008680690797947333,0.0007148972771348026,0.010554135105797518,0.0009353249915213014,0.010696352670110742,0.0011700204785465382,0.011008179720079772,0.0013956396517248043,0.010906265540515134
0.0,-3.9323896751380485e-05,0.0020879110391048014,-3.6459274272955764e-07,0.0019725537553864437,1.9637984031683278e-05,-0.0023697292797130853,-3.376493612475664e-05,0.0005085749029981965,-5.860372235264032e-07,0.0002685415350178093,4.141425258472388e-05,0.0037158043768328475,0.00015712643087150536,0.00664934368546285,0.0003277817981797353,0.009863942728380669,0.0005181285980221668,0.008629703409954247,0.0007302069480821075,0.011830180481393277,0.0009718917829519882,0.009816418760439781,0.001165200497318702,0.010129292538480559,0.0013612947845356399,0.008651741733848852
0.0,-3.92920874682306e-05,0.0023177677708216544,4.2703961781617334e-06,0.0014962931806086468,4.326883479185462e-06,-0.0014507238712377505,-1.6629063254228582e-05,0.00014661592781887837,-3.445409940571235e-06,0.00018625957763152067,3.387526299920843e-05,0.0033406688086750165,0.00016198982370594113,0.008768981739276763,0.0003417029158302129,0.007170502180922948,0.0005065757431562056,0.0107180405884898,0.0007548561545695077,0.011576595906153548,0.0009955119366032667,0.011092228206298868,0.001165731861830995,0.0062044043935408156,0.0013398447228049654,0.009853409769358123
0.0,-3.627651006996989e-05,0.0026517287670886655,7.047231531882728e-06,0.00022946282685991007,-1.4379120272426115e-05,0.0005763143071569347,8.506790872459732e-06,-0.0007021508531368618,-8.814730206871954e-06,-1.0966802900988951e-05,2.525728848237204e-05,0.004278046174660919,0.00017495800263880586,0.009030910541317723,0.0003381862515362814,0.006620331175044146,0.0005134773189644047,0.010365168725974943,0.0007724215505978497,0.014478193847490469,0.0010124340316366586,0.008018861428728088,0.0011782653851933346,0.007074277656574166,0.0012809001086273926,0.003950251844109041
0.0,-9.370031365320473e-06,0.0008462467381732948,-1.2154196372078797e-05,-0.0011275262564024277,-7.604633677743673e-06,0.0008760100743455389,1.5439617324080393e-05,0.0010396438715013724,-6.2350119626855415e-06,-0.00045184064883669895,2.4561010280263888e-05,0.00640713436515013,0.00018109590617066613,0.006535728198897792,0.00033619553427505667,0.008611025295759613,0.0005213601359701015,0.010767301781906994,0.0007912470749367402,0.012865043933726767,0.0010301410734827139,0.010033597364087488,0.0011806455352322527,0.004669752619382078,0.0012537742353946248,0.003001708702952334
0.0,3.4156941811888165e-05,-0.004988689725432257,-3.12338905150644e-05,0.00018205115660221977,5.502871434922726e-07,0.001714580976243409,8.832713571745635e-06,-0.0013303080405453335,-4.4840386632287395e-06,0.00035226132329010956,4.913901470568153e-05,0.0025091633136947586,0.00017590715998849852,0.009077657914710319,0.0003267816208037172,0.007310427034620932,0.0005480994865161372,0.01233645872252529,0.0007977918012553359,0.011968977927122459,0.0010497435690443237,0.010461709217186853,0.0011795112480605474,0.0033067801636219424,0.0012337725718299906,0.002270489816451557
0.0,3.5407613802596845e-05,-0.00418869977956038,-3.4639404502366544e-05,-0.001213761746207862,3.941855853012926e-06,0.002689927878296148,-1.09624298507325e-06,-0.0010105398612204912,1.1383107120371493e-05,0.00011375800270029674,6.46609901547984e-05,0.005932648024446969,0.00016035125733779632,0.004333366643262881,0.0003347488860747451,0.010526841904747064,0.0005609299428015121,0.011773818015717922,0.000818861004938048,0.012649984264140783,0.0010542895054964155,0.009129564982145129,0.001183084202945481,0.0031090976003498336,0.0012131247919440723,0.0008082078650398838
0.0,1.9050250713512934e-05,-0.0028255109093247655,-1.726654035517652e-05,6.318348558357471e-05,-1.805628559175604e-05,-0.00018345010513437423,1.2494803714143841e-05,0.0015351718806422222,7.508584422200114e-06,0.0002375955850695186,8.157739826177947e-05,0.003144362175947296,0.0001559000864829702,0.005747391829351844,0.0003298307551966537,0.011506790755432062,0.0005816447003522266,0.011011826083227495,0.0008402989484529276,0.01346083223451626,0.0010558921572973764,0.007784531492790251,0.0011811296531224322,0.0031110742370167818,0.001207351148460969,0.0006490509155761041
0.0,-2.5662133047602818e-05,0.0037812017669095832,4.435698832662111e-06,-0.002480679036060985,-3.038028085941759e-05,0.00112448099775892,4.953225219030893e-06,0.0013861899333016806,2.8307948072402457e-05,0.0002515217840817521,7.130253372905614e-05,0.0031935587351467256,0.00015908856031048228,0.0054052620223082395,0.0003334238227838584,0.010757147161998349,0.0005964069445180955,0.015064083145040054,0.0008580990332595368,0.00933220123781531,0.0010662706829102702,0.00855782291584818,0.0011660736381416581,0.0034634281121475943,0.0012201739206283712,0.0017737523376976183
0.0,-1.1159959842159077e-05,0.0003572415283748584,3.1403155625231527e-06,0.0006101436359344794,-2.776629771420208e-05,-0.0021253492923879805,-2.765665270038589e-06,0.00345384315418139,3.297196664282645e-05,7.653452494361699e-05,5.7306973876416254e-05,0.0027853532954955026,0.00016858008075121378,0.006772284728309379,0.0003314527369605425,0.010824766430030025,0.0006144523724218914,0.013739224705002561,0.0008836276007441716,0.011906267243401237,0.0010568792239703485,0.006131514976133282,0.0011621483182521102,0.0027707553910901817,0.0012386953462123834,0.0048535170972131315
0.0,-4.192923074990892e-06,-6.897968132606354e-05,-6.333315474129723e-06,-7.332672082554804e-05,-1.3241738659311889e-05,-0.0009927377256094426,-1.5416291206781785e-05,0.0017842562520003044,1.6823958139175233e-05,0.00010876771786760245,5.5252455156060525e-05,0.004075032553518914,0.00015956810824421441,0.006676167849787905,0.0003531952052140157,0.010705627666334948,0.0006215315016946756,0.015023507229590546,0.0009014151860753867,0.011104610536133975,0.001058019419503233,0.003943202654447277,0.0011542075939035567,0.005687021629199425,0.0012399905348540305,0.003037344902152735
0.0,9.607301286108505e-07,-0.00040285255325702807,-1.2507069825935531e-05,-0.0008878079545817885,-6.611879796755957e-06,0.0013665201427908486,-1.623196929343579e-05,-0.0020653356257405824,-1.6297088022360705e-05,0.0005820104721242447,5.3104951957728735e-05,0.002960258949057475,0.00015857445849579523,0.007825182826784618,0.00036934137458795156,0.012369862086868829,0.0006332842880266259,0.013740559473762135,0.000914741940770776,0.0098103154457729,0.0010577791705256867,0.005715123266965632,0.0011441157929213935,0.003948497967417644,0.0012696285093005027,0.007090291300987943
0.0,1.5016471173321972e-05,-0.002768775935340006,-1.935934450173369e-05,0.0005519818206679837,-2.0717819065034353e-06,-0.0004123552178762355,-9.383552543292072e-06,-0.0001585060787665083,-3.352578694929341e-05,-0.00016250523798008764,3.05349559455004e-05,0.0063290822892572264,0.00016661339130820616,0.007685155063261832,0.00037732908784310435,0.012345632974389542,0.0006654987434881432,0.013275565068985888,0.0009033703449162846,0.010569488089243882,0.0010628356170610594,0.003796470719825386,0.0011448393664045572,0.005706914428851339,0.0012663429445103765,0.005548942577321855
0.0,-3.0078320532146546e-06,-0.0002872196008697198,-1.1524359959859373e-05,-0.0006412035971244275,-3.7512488484403203e-06,0.0015115034012472886,-1.459644848388253e-05,-0.0019278082012915627,-2.1269247673478497e-05,-0.00010192040661191571,1.5545952651571068e-06,0.006051532988714141,0.0001781514437031551,0.008611885453895247,0.00039415447628334736,0.013244884363279773,0.0006826360859786359,0.012427029985225409,0.0009046407887842033,0.009050549472715842,0.0010535515783129611,0.006053551551998596,0.0011551159419807616,0.003806945550423164,0.0012691317272477854,0.00669159018049069
0.0,-1.1219347844892615e-05,2.26560082290918e-05,-3.90583936399776e-06,0.0006678432536926727,-1.0527988286004182e-05,-0.0008739402339675797,-8.829120672334626e-06,9.731907926569476e-07,-2.1353704519207947e-05,5.134196692832363e-05,4.1740250644599334e-06,0.0021977258687949116,0.0001670993557769091,0.013223369325212234,0.0004282232459387746,0.011330472867621342,0.0006902173851205256,0.01347276663894478,0.000903739707463542,0.006702330162194404,0.0010459719385687144,0.006986322551992768,0.0011705022027477764,0.00526141592342994,0.0012454167651447033,0.002489979574720525
0.0,-2.859368496456887e-05,0.0027445088388049375,1.1258460473963737e-06,-0.0004306349198650089,-8.366963850407874e-06,-0.0009104478491645891,-1.6114376185513253e-05,0.0012453194987623272,-2.090698761679796e-06,-0.0001854559484495661,2.789612774746355e-06,0.003566774805548183,0.00016036578675382023,0.011273735883686473,0.00046097924787238747,0.014743838533355244,0.0006957840992966681,0.009769376762693802,0.0009028363311983317,0.008342124404417176,0.0010386097852162653,0.00655633016747794,0.0011820018316965495,0.005302806550101795,0.0012412554130391794,0.0017326214878610104
0.0,-2.097360198423065e-05,0.0005833689347290573,3.2755733759807376e-06,0.0012089916773229351,-1.228563593332765e-05,-0.0009100992569033827,-1.5061344600968487e-05,-0.00011773088265731685,1.60676726040553e-06,0.00022350638842363082,1.6329497592146946e-05,0.001986344446337803,0.00016619273694013645,0.012644131474707535,0.00046905019936601213,0.014701855015791358,0.0007233200681836075,0.008291946132816738,0.0008798477069851714,0.009286060435892245,0.001053030735670917,0.006349167259328424,0.0011743686057211727,0.004744502437669624,0.0012669597310348212,0.004623301364462837
0.0,-1.8779720032080347e-05,0.0012742228819850032,-3.888987586542425e-06,2.991487535520283e-05,-6.474789748444656e-06,-0.0008040647196328747,-1.085516892022215e-05,0.0010014413176368997,-3.4077128680135814e-06,-3.388700581930591e-05,3.1358686261707685e-05,0.004125501710619046,0.00017858022824124832,0.01108216469211272,0.00047898570465658587,0.014755893708080746,0.0007323377249335985,0.00978370337467124,0.0008737386679060152,0.005932416639970279,0.0010621295133244355,0.008983898634942585,0.00116442582972751,0.003876626969464792,0.001297045140030125,0.007605085955819976
0.0,-8.813586094855328e-06,0.00025812865847163675,-1.0193943297006741e-05,-0.0003632749037352682,-4.8494006081989886e-06,0.0005374848633107995,-4.860161562409807e-06,-0.00045453951992311303,-8.84666505843489e-06,0.0001884655626108583,4.262952258993709e-05,0.004377683898895986,0.0002115091144385123,0.010754454109252931,0.00047389181436381764,0.015333415273427365,0.0007312608155126764,0.007637622939489603,0.0008949965468290966,0.008283358621831867,0.0010387855809666157,0.006660792735219352,0.0011805407711349364,0.006057114043864884,0.0012866289954031318,0.00465811141796285
0.0,7.117540585836286e-06,-0.002241847900731544,-1.6068832483167273e-05,0.0004817961375061984,-4.322314393581348e-06,0.0008491562115377949,1.4529063934822465e-06,-0.000743409452287536,-9.759704394637072e-06,-1.0968961246868453e-05,5.836977657413595e-05,0.007386150181185602,0.00023468442921518963,0.010442368209579302,0.00048181493922226453,0.010756630416016428,0.000719572265619029,0.012450866253503909,0.0009132567750953494,0.006182475254061139,0.0010266477990721228,0.005587348560542095,0.0011868678853136048,0.008394245196238059,0.001286994419786925,0.00261641228271793
