0.0,2.8679632063328462e-05,-0.0029960050615358415,-8.924789587430762e-06,0.0005204927743035809,-5.197848133796644e-06,0.0005861944677657659,8.681511347016532e-06,-0.0014112332827332557,-1.8425848918362775e-05,7.951735296326959e-05,-4.721377243811649e-05,-0.002788834940754773,-5.876085048462651e-05,-0.000166293715503937,-3.334732227560618e-05,0.005921168809830692,0.00022265646559599744,0.01072717381118464,0.00043858472397252445,0.007351788980699825,0.0005929664723349072,0.005479343105167208
0.0,3.189534117358237e-05,-0.0018830838181010542,-1.4731960905394487e-05,-0.0012485384762132927,-7.425802294783395e-06,0.0011685555953434698,1.5029695799195866e-05,-1.812387437493345e-05,1.2914321076967858e-05,5.773031955580237e-05,-2.808499406182715e-05,-0.0029950297251190084,-3.691867366549159e-05,-0.0001582120405396505,1.6756792521947106e-05,0.005918762018257818,0.00020334434741289202,0.01167924324735681,0.00046639704739748157,0.00803795195869491,0.0006213372022275165,0.004775602614440472
0.0,2.315742765180042e-05,-0.0006027648234840859,-1.000551922157547e-05,-0.0015688704777889753,-1.3306196862976503e-05,0.0001918632370486941,1.910099481055071e-05,0.0015438784011667026,1.574367492013026e-05,-4.3349636225433476e-05,7.460998647308306e-06,-0.0014862903085311294,-2.6854445523359454e-05,7.384770363539484e-05,7.080970034900026e-05,0.0051570415448315265,0.00020325098028544376,0.00784756123532277,0.00046384046115459707,0.008870123672930125,0.0007109582735061999,0.011735603932293346
0.0,1.1751490518505478e-05,7.590851452415513e-05,-3.847013266686243e-06,-0.0016056848754553309,-7.072821000536594e-06,0.000812060873019484,2.2845451264629707e-06,0.0015423166404237563,8.455278831471968e-06,-8.773728718990934e-05,1.424262091142936e-05,-0.0007862448063866512,3.076928979372381e-05,0.003110998485270918,7.955516294995134e-05,0.005447456733277276,0.0002453570871839036,0.0039716796707521896,0.00043144831988901764,0.011708724198058726,0.000808435396652478,0.01707854986404509
0.0,4.1411131137412644e-06,0.0005379804577914073,-2.235857306041466e-06,-0.0005070216312719556,6.851808592693058e-07,-0.0015476003379603141,-9.602158060171248e-06,0.0015009090806563257,-1.9092134386715988e-05,-5.200770368504347e-05,2.2032604398485634e-05,0.0015145245917561074,6.837938182904233e-05,0.0026251372000438192,0.00013267500245115632,0.003777318793746956,0.00023531716955479273,0.0049795390365097725,0.00045176624552452306,0.012030253154391815,0.000832945301954511,0.017053949327085836
0.0,-2.487430684706926e-05,0.00424001184021514,5.628080692237549e-06,-0.001877381062115354,7.500828817837622e-06,-0.0009658392065544403,-2.810274034748303e-05,-1.9256728404209826e-05,-1.440575153291424e-05,0.0002419838524410318,1.689068705816872e-05,0.001999322590825077,0.00011223304487665629,0.00233742864748207,0.0001803658172022356,0.0015374089320721802,0.00022114631562536623,0.007102799744328727,0.0004992428988106466,0.01175821033685764,0.000801353239123235,0.012532580947067213
0.0,-1.3863376139879808e-05,0.0008442843248967649,1.3588732674050873e-05,0.0011861596911830986,-3.3963112385705143e-06,-0.002458552065642656,-1.7623290029270454e-05,0.0014867451578798737,-8.655908796610531e-06,6.769934435536053e-05,2.5536127017211803e-05,0.002244363408645287,0.0001599994567144029,0.004785707097303056,0.00017898267784026425,0.001258879653830134,0.0002711785309673746,0.007109028853134583,0.0005112134858349459,0.011000524502463117,0.0007985924817394486,0.011515208365911939
0.0,-1.3458906600602322e-05,0.0012684114753946847,1.3097912466017236e-05,9.086035565175794e-05,-1.0013276225055374e-05,-0.00012249748950680982,-3.134781665626548e-06,-0.0007052599732139831,-9.160132249866464e-06,0.00029699197646389957,7.538172771264435e-05,0.0035888266541417983,0.00015407723374197087,0.0030095690985037747,0.0002017001149010307,0.00380167246286569,0.00032725179820989534,0.004257602640433829,0.0005217580044309504,0.009086732602550027,0.0008025453603974735,0.013464193259076997
0.0,2.2513412394502868e-05,-0.0020850263211849335,-1.0268598944227184e-05,-8.53928219163536e-05,5.838976084374357e-06,0.0008445532185459188,-2.3001600018246663e-06,-0.0001444200030188815,2.2581769069843596e-05,0.00031312815657017515,0.00010127865819280148,0.003922318596517244,0.0001404674918126671,0.0005527160426872944,0.00024567106399471815,0.006855827591477064,0.000369559164783213,0.004996789863522712,0.0005442355229972337,0.006411942987362426,0.0007746485219120403,0.011757663387905381
0.0,3.069931296153796e-05,-0.0027234999259029397,-1.3669748878458092e-05,-1.0213188490191336e-07,-3.6270960102351394e-06,0.00035187742260269286,2.5851381166623598e-05,0.0011362633768651127,3.365422892786611e-05,0.0002703498067124729,8.338893018726602e-05,0.001278007958306662,0.00016004096023142263,0.0037347379559879573,0.000267412659013799,0.005357800737606177,0.0004243141866475768,0.007828170977866953,0.000568948217938648,0.005470688104227182,0.0007153979425571817,0.005371422621602678
0.0,1.6995340967547021e-06,0.0012587597753759697,-3.3185520675520666e-06,-0.001989375455043235,-1.5022308810185054e-05,0.0018660081713646084,4.8108400298116886e-05,-6.992143239526881e-05,7.587451577447295e-06,-1.477933625328646e-05,5.201725296909157e-05,0.0031895660671024902,0.00017715993705642543,0.004909217231099006,0.00029773387005516914,0.0053254803410604954,0.0004660676413917698,0.006110014154481763,0.0006064691398227272,0.006037006419897597,0.0006436962961306633,-0.001670776024535722
0.0,2.360951095016616e-05,-0.002612553170395668,-1.7891679996623116e-05,3.6255244214783444e-05,1.943486650080284e-05,0.0015026801749006163,1.0207804357415196e-05,-0.0001912518452465142,-6.362179728417907e-06,-0.0003643408553144833,3.596150529737119e-05,0.0059841015811398016,0.00017016472505509636,0.007067367240435397,0.0003484723613689285,0.005134034350158427,0.000504281732121816,0.00748505118082672,0.0006193619373797952,0.0011271338929487369,0.0006523293090844065,0.001942104787343888
0.0,-6.37646914336753e-06,-0.000420813728729525,-4.356487937236224e-06,0.0009900567537939092,3.128194842845214e-05,0.00027475643339549036,-2.5824687158330317e-05,-0.0014701560699710884,-8.37488900743776e-06,-6.0402934357877455e-05,2.5562825004636838e-05,0.005378907532472611,0.0001703134823912847,0.007757614435028509,0.0003872596049177819,0.008058035335155587,0.0005560109142557042,0.003513018442049183,0.0006185980441245686,0.002606912634888637,0.0006492557847039886,0.00036117555709463717
0.0,-6.853541136407467e-05,0.0048806988961636625,3.9519253142107095e-05,0.0022142691189484553,-5.148111085424308e-06,-0.002596941577995013,-1.1134394396449746e-05,-0.0007088642096106376,-2.2100229333144382e-05,0.00021337870236668566,2.9425672897192787e-05,0.0028901686929763038,0.0001717832706172165,0.009346343071036168,0.000426737048538141,0.008143407923222637,0.0005975772124070751,0.0035829742322374828,0.0006184338568915238,0.0026407935977432965,0.0006575322255652026,-0.00019462518508435315
0.0,-6.0718948674472404e-05,0.003953647142157747,3.555210050537421e-05,0.0022285717255962835,1.453628816349258e-06,-0.0022165248479008013,-2.4287727544277485e-05,0.0002561660067700758,1.3034327091063039e-05,2.5143319690448843e-05,1.4688904184286024e-05,0.004089651262867173,0.00019789729529778012,0.008380986263828811,0.0004573247494536739,0.00947039203333832,0.0006110295345786059,0.004572684733724863,0.0006449689553983498,0.0009369777392253255,0.0006509959345430999,-0.001125948151542547
0.0,-4.476644384802625e-07,-0.0014590009005868048,1.3784941654072995e-06,0.00171562291665525,1.4213608701981658e-05,0.0003591174154622909,-1.5079738390860898e-05,-0.002336267689086415,-9.146165093278945e-07,0.0001852760306280936,4.4451268535846485e-05,0.005274748397114913,0.00021777213829293407,0.009662563313270724,0.0004731875098814978,0.007197085660626437,0.0006199493912572796,0.0051645869700352185,0.0006806626246106893,-0.0008854479897624769,0.0006478740097297506,-0.0009571607330467718
0.0,4.3753487810063745e-05,-0.005290049380595097,-1.773550987901775e-05,0.0010818422521103976,2.65027875681454e-06,0.002152313881884748,2.302012907896105e-05,-0.0023934354393720125,-2.1833813870585156e-05,-1.542107001299119e-05,7.400309595722429e-05,0.007511007183385491,0.0002608653904425899,0.00855083532491677,0.00045932499543383095,0.008045249082878186,0.0006462107105209414,0.003279836299163405,0.0006998166593174563,0.0015289465821588348,0.0006475355658939028,-0.004087941815367471
0.0,3.5585364831752034e-05,-0.002311014319687044,-1.976697361371907e-05,-0.00178060555350733,-3.299511182450467e-06,0.0029711492866696743,2.7459572741961753e-05,-0.0006136816434361976,1.8134475339365362e-05,6.333999959712878e-05,9.737178049610519e-05,0.006779019540679457,0.0002942771302079259,0.007659965620943821,0.0004675555034528061,0.006432041167131235,0.0006557732477498328,0.006978227413093941,0.0007050795860109279,-0.00020358723544278102,0.0007054243020892889,-0.0002924080628647094
0.0,2.2990453507258255e-05,-0.0008687192347212326,-1.1033505928732876e-05,-0.0010367524450297643,-1.1574825612776519e-05,-0.0006576549465696732,2.2288938445316835e-05,0.002791647618928317,3.9969124129497496e-05,0.00010082428497731723,0.00013874940985211698,0.006933129973055257,0.0002964463653959634,0.005688341145823023,0.0005092050136709143,0.006979609277612914,0.0006304550677460751,0.005617029514989145,0.0007302990326710201,0.0023210062935205976,0.0007343238563759961,-0.0013389977116314076
0.0,-8.439338166666232e-06,0.002164174863340104,6.579191436784942e-06,-0.0018704963231225824,-1.4969213004134825e-05,0.0007247524239705188,2.295582936985725e-06,0.001051599228932205,2.245222665630788e-05,0.00047144479839897324,0.0001611373645682365,0.005800053540339273,0.000328204314078814,0.008927554104064,0.0005072014403235966,0.005683623415997044,0.000640685475949038,0.0034966559114345073,0.0007256431604481604,0.004857384146679413,0.0008101529422422739,0.0019906955141476674
0.0,9.97218776575626e-06,-0.0013491239299248028,1.1754043966033912e-06,0.0010441129363867572,-3.143244836824693e-06,-0.0018969732156386915,-1.5645978131139872e-05,0.0016910320048852063,-3.954621183229757e-06,4.208123061536188e-05,0.00013724771764428445,0.01054802273576981,0.0003741103233093457,0.007527461167256674,0.0005033352397059272,0.00567518858724113,0.0006424710984397013,0.0027472998387802717,0.0007264640440824029,0.0045494260335382855,0.0009018499220029233,0.008816190102206812
0.0,-1.3354338062642395e-05,0.0022484125272045404,4.385903560635718e-06,-0.001256963361578148,3.263445521669247e-06,0.0004410847137374995,-3.134931440316049e-05,-0.0018421543868628917,-2.1082431394736183e-05,0.00046257270345570635,0.00012746160113209738,0.00989495779624811,0.00037865018997066107,0.008392778109932459,0.0005405902311000876,0.003894940797570278,0.0006054378710912461,0.0048383939171981385,0.0007621643644079834,0.004683089030997655,0.0009356916154479681,0.009153583075018316
0.0,1.6753963720430624e-06,-0.0007545608412863029,5.739851708763509e-06,0.0014143195832990432,-5.926509139080209e-06,-0.0023790062248793707,-1.9501832200752078e-05,0.0007647142110098783,-5.568855901520189e-06,0.0004361953004586346,0.00011013488761419681,0.006879644679712615,0.0003824294900109934,0.009988216805115625,0.0005468459526478959,0.0047521074997343244,0.0006052668751778836,0.00370474083110454,0.0007849329710264789,0.00860977192339743,0.0009496067381879784,0.005120149506616224
0.0,-1.103139132753139e-05,0.0016177895997587827,9.843708052333902e-06,-0.0004414785561122151,-1.8731033169487546e-05,-0.0008882695541790486,6.682519369261545e-07,0.0007449889368338356,1.030639785937699e-05,0.0004625042443178581,0.00011644048497328034,0.0053473002905714715,0.00036177012806943833,0.010694640921539805,0.0005276947968803727,0.00517685716830122,0.00064838170018824,0.00432545394617931,0.0007777994275290671,0.00654921372468465,0.001036260571785845,0.012689215149587017
0.0,1.1746533083863038e-05,4.087838620905231e-05,-8.710108083977186e-06,-0.001761915095831516,-8.450972339302963e-06,0.0011493345006113613,1.0740556054833348e-05,0.001135885891676647,1.1763743569312809e-05,5.237964095833975e-05,0.00013680489562539942,0.008633076373967744,0.0003120744551964642,0.005933749012470607,0.0005240012309118548,0.010635824370143454,0.0006661783138811043,0.0025400885310448078,0.0008109734076826193,0.0063088671825966905,0.0010483774661308868,0.01240211544898536
0.0,4.345735670527325e-05,-0.003378379097300538,-2.9671376996971836e-05,-0.0010824963410951912,7.274606365058241e-06,0.001076326446079798,1.1113649925640522e-05,0.0009887918156698062,1.4671862061154768e-05,0.0003213801511881523,0.00013355737894698465,0.004555503497500011,0.0002859411487988355,0.00914024227455582,0.0004953044945232316,0.007973191053217178,0.0006909746159545296,0.007443146539542711,0.0008563084333776755,0.005028529415743691,0.0010268973939934443,0.008449609440467125
0.0,9.781206760072813e-06,0.00042456011747282535,-1.5206301176788519e-05,-0.0017160508754183253,-4.169372287387284e-06,0.00025809640230195355,2.5137376306619488e-05,0.0015501915985090423,1.3612963641185563e-05,8.463275864637027e-05,8.387606460692474e-05,0.004656828281005827,0.0002857314640322491,0.007649066185996313,0.00045680451423312695,0.00922917012202402,0.0007103275284181641,0.008883797581547906,0.0009121372131064354,0.007192183640512959,0.000973375246564817,-0.0005424719080590971
0.0,-2.716478433202148e-05,0.0032926007502659858,4.526609196421533e-06,-0.001517720796780118,-8.244537102953585e-06,0.0005406712996033122,2.0120401415005955e-05,0.0007872580916986591,-1.1256623747389017e-05,-8.206439175911708e-05,6.941819729424876e-05,0.0056051228916206095,0.0002373437861218696,0.0075386139939830656,0.0004582119041811613,0.009007205064365415,0.0007170174822330569,0.013398816450369184,0.0009412188774711199,0.00312628410071392,0.0010180063397430157,0.0036638909410557302
0.0,-1.2426358491069234e-05,-0.0003230702423857177,-4.244717032412909e-06,0.001446058643566341,2.32674471693649e-05,-0.0007998612444506039,-2.7938102754787625e-05,-0.00029664714048350735,3.977311222156235e-06,0.00011107408291439276,4.537059174168113e-05,0.004522695899378631,0.0001971305948087635,0.007495244048684594,0.0004502002681228848,0.013238834529619834,0.0007389236460056025,0.008565676546223033,0.0009470305567215329,0.006466511444049692,0.0010726177199560894,0.004907511760904605
0.0,-3.583664382419439e-05,0.0008419836634167543,1.4214198995306368e-05,0.0027544483042131426,9.215165376437272e-06,-0.0014954532384685085,-2.187240777139711e-05,-0.0015701434024640152,-1.5491016505319302e-05,0.0004021304570490948,3.467638087447781e-05,0.001073322812146331,0.00015414915491924406,0.010925198433384959,0.0004517476994238053,0.01243593143119907,0.0007536655068203838,0.008781667671152097,0.0009382718989073457,0.007546253872359004,0.0011676837076566875,0.01030765841900139
0.0,-5.9316995201483417e-05,0.0038652780896014484,2.5785268911480358e-05,0.0013661169220134921,-7.464744443851444e-06,-0.0008918634678146207,3.5346405189891395e-07,-0.00018349859646224847,-8.158167414262048e-06,-0.00020180454643422933,-1.5587141636752157e-05,0.003486523855151593,0.00014689052359750742,0.007807322926284283,0.0004546534231774726,0.014613072981758056,0.0007316378325541203,0.009224751664002766,0.0009626356973267704,0.010052878906588902,0.0012123793903628453,0.009517070411041
0.0,-1.7697518162310947e-05,0.0005832043483162987,-3.987417078415356e-06,0.0005691302672605791,1.0697827847902223e-05,0.0005608910719406649,-2.0399629852222875e-06,-0.001505883350728216,9.888866603599906e-07,-2.1583377112335953e-05,-2.9678309967218928e-05,0.0013740608981626622,0.0001450691653628954,0.01103629263170311,0.00043929645257398723,0.009469030856208463,0.0007094089455226389,0.013899633902684297,0.000992730293077129,0.009787232473361966,0.00126558700308346,0.01131218435295136
0.0,3.1789159019609096e-05,-0.004913456443815704,-2.6504778796944132e-05,0.0016722643928708874,1.4611824875053194e-05,0.0008361458485824794,1.2087684800250063e-05,-0.0012780558871642509,-2.0644977893062236e-05,-0.00022182706588147038,-5.370022454247435e-07,0.0035715633417590605,0.00014310899519393293,0.009192747872962748,0.0004019072069399019,0.010833438086036967,0.0006984388453098465,0.011025122289825611,0.001024489040303143,0.015273938734994242,0.001286063473243959,0.0071088854281296555
0.0,-3.3115813176392258e-06,0.00042181985445717557,-1.245814320476851e-05,-0.0017608489229433957,3.852168950931263e-07,0.00346288474938834,1.466243722727032e-05,-0.0017780435842854037,-9.929672592870375e-06,-0.00012430139038900623,4.0293453723753605e-05,0.004733585879446154,0.00014315958054082626,0.006634693388536443,0.00035927850294892105,0.009845701609063659,0.0007026534886469361,0.014504269849310915,0.0010244610357125312,0.013499152870089804,0.0013941134491822977,0.015248732259026152
0.0,-3.1767091225200027e-06,-0.0005702102923813534,-4.979710555301398e-06,0.0008731831916991342,-7.281736372498635e-06,-0.00163613287037527,3.90409260584331e-06,0.0028256585292476613,3.392345766185913e-05,-0.00022248220190546338,6.374709115914769e-05,0.005161773634677954,0.00014643597294013326,0.0024962512328849007,0.0003398433676157251,0.010820499790205398,0.0006766247228915929,0.01562606018363563,0.0010485323539427306,0.015645200484694748,0.0014452191910640218,0.015468478052756347
0.0,-3.06113939979227e-05,0.0026617393329853205,1.0386132142257182e-05,-0.0005822138641129817,-1.8057361906670776e-05,0.0003549750682407178,-6.6979070543216254e-06,-0.00014861172586748528,2.609141625082018e-05,0.0006277133357935054,9.670160978698857e-05,0.000627280233393927,0.0001452988879472464,0.005441462471658854,0.0003316337950279052,0.00801478311218854,0.000642357422911626,0.01668510062024217,0.0010770544286337433,0.019384517065086343,0.001476678902371373,0.012852981411838906
0.0,7.161219264690592e-06,-0.0025060321459580877,-2.929968438358371e-06,0.0019589981870928148,-1.402736432835869e-05,-0.001249918718408626,-4.912423370792083e-06,0.0005591842084025336,1.637176823231464e-06,4.152305254165473e-05,6.779527150439217e-05,0.0056444176898011855,0.00017643963946922025,0.0028781211835031827,0.0003087718849895511,0.008970896103908995,0.0006292191473046519,0.015476059139074988,0.0010803314668290773,0.020464441668644247,0.001562581416984807,0.018205040584965367
0.0,1.0250149554495194e-05,-0.0014006359312437842,-1.4013227099751742e-05,-0.0006636875513961185,-2.64058631354082e-06,0.0023563850450787926,-1.558248964291916e-05,-0.002728229863472317,-1.4027172787634406e-05,0.00010304059372430764,4.197132087618176e-05,0.0063113234356543015,0.00018263741592380143,0.004721272499894131,0.0003127175900685637,0.006732663475895327,0.0006154888405166012,0.017242656462609616,0.0010734504118956648,0.01854909990530426,0.0016701461304551451,0.027532911017553605
0.0,2.2306482251612355e-05,-0.003428273126882199,-1.5032396927102458e-05,0.0010612887234142286,-8.823683736699288e-06,-4.704946155949924e-05,-7.319364653063846e-06,-0.0004843969392456798,-1.3938639542783956e-05,7.020249147296327e-05,3.156587788282418e-05,0.0036201776091364228,0.00015739513132014525,0.0061236382080855885,0.00034432318349029983,0.008886433098978148,0.000590057439458709,0.012857147873466847,0.001092896742142951,0.0251084327361472,0.0016677851800235791,0.021308061660819503
0.0,-1.1808040894826624e-05,0.0011948030054207473,-1.3632605114523939e-06,-0.0005654788329446874,-2.0506909254719494e-05,-0.0007261896264169603,-3.847919340205609e-06,0.0009444889792423917,1.063700595283935e-05,0.0002644496295868006,2.1090865026388243e-05,-0.0007223249928791041,0.00013734777326821436,0.009154213264683726,0.00034595494296664074,0.007263812495249079,0.000613705800181421,0.015223845391059488,0.0010792077140872965,0.023444500467717955,0.0017308557646071243,0.026663006891923254
0.0,-2.172719019444653e-05,0.002782914578906817,-1.1787188468764515e-06,-0.0016411548464192716,-1.8586213135952692e-05,-0.000573298513749627,-2.4347578190987593e-06,0.002653583178101467,1.2186905169320116e-05,-0.0003265982799513774,1.2194180526436724e-05,0.003556510003894712,0.0001224195695575401,0.003952642864424774,0.00033084747566255654,0.012564715009445483,0.0006434190622740979,0.01372925506308756,0.0010911137845881378,0.02218683017362208,0.0017333926448473843,0.02739823505179338
0.0,3.829324621731773e-06,-0.0002859991338778717,-1.7223316215680266e-05,-0.0011194200690712098,-3.557859596914331e-06,0.000696969307315607,-8.707352536869683e-06,6.308320628248773e-05,-2.2630155803017493e-05,9.700892360341756e-05,4.05721403994013e-05,0.0015145066341068726,9.417253364592555e-05,0.006631161816067071,0.00031623424409789265,0.010866646914980236,0.000666228337365629,0.016652865278597207,0.001132328081126211,0.019270821233642692,0.0016761483736451302,0.023687779516035463
0.0,1.6725869878806624e-05,-0.0021133008923400662,-2.5877623456391348e-05,4.192587159759689e-05,6.896313422781012e-06,-0.00047020315247104077,-1.7128121665769164e-05,0.0005004768111888222,-3.196049971788577e-06,8.648584381917997e-05,1.0031895772918663e-05,0.0009391383817865676,0.00010952522333638525,0.005572271970426108,0.0002862785365312383,0.012853277142792807,0.0006935442180777238,0.016785360227366406,0.0011812318735611677,0.019695441153594093,0.0015727952060034024,0.013691200123057317
