0.0,4.725132929971314e-06,-0.0009471161951685143,-1.3603788195192548e-05,-0.00033013466549068317,-5.129614546473563e-06,0.001203926995674213,2.465323716070393e-05,0.00026538500798581316,8.663427243123575e-06,4.989673476459838e-07,0.0001046898935307921,0.007354764540504732,0.0002800330568894785,0.007241043045536291,0.0005519875161926854,0.012994195822135311,0.0008365138211973054,0.00962820708872502,0.0010336366884300095,0.007718994783961354,0.0013136582735035452,0.013256141172206781
0.0,-4.887857650182106e-06,0.0001184692929578891,-1.0328852099580975e-05,-0.0006019339683200725,5.620199590528226e-07,0.0013973674898618532,4.880913048060971e-06,-0.0009270120856671388,1.965818749807001e-06,0.000262768930326499,0.0001003673479766946,0.006499014469554006,0.00032648471112599727,0.011187192981909233,0.0005893055700705273,0.00896412317736212,0.0007895069781408381,0.008021150853942921,0.0010348228252188604,0.010872631130482494,0.001264123975888399,0.008049562807813491
0.0,-3.7528553260303513e-06,-0.0012755515744561077,-5.319343587831158e-06,0.001775067394304679,2.9175192586476954e-06,-0.0017579612348322278,-1.1988003686606697e-05,0.0009189519770935595,-9.663378326632077e-07,0.00010030445580762622,8.953968531503853e-05,0.007767264752959863,0.00038143871704222703,0.013092650406315917,0.0006014621182863202,0.0052723734772371815,0.0007676652212868075,0.008569292242406375,0.001016937102981646,0.010799181122206737,0.0012549770392371756,0.008623516765842006
0.0,-4.8504945129335324e-05,0.004547536588087067,1.4228172539209111e-05,-0.0009017066550625276,-7.516610532120397e-06,0.0001220196058731275,-1.8714595475009174e-05,-0.0006846512808066842,-1.802120345552596e-05,0.00016173197114552573,0.00011839892143532965,0.011179718674673055,0.00040212531864577896,0.009586027555541188,0.0006088410003594626,0.006789240889473288,0.0007685150439816113,0.007353146399644566,0.0009819607614741522,0.009726166542864127,0.0012715511477728728,0.012602075938021887
0.0,-1.788644467766084e-05,0.0005431665470068698,3.405919760728437e-06,0.0011625114431664098,-2.152893731594161e-06,-0.001802969011567889,-2.7648849104089954e-05,0.00046988314186222145,-5.0415486833847025e-06,0.00042894170893579403,0.00016460275605898034,0.010248011879477794,0.0003983714265120933,0.008527424331954704,0.000612897189867917,0.00801049362938889,0.0007759356520433866,0.005636758507032307,0.0009576652035115786,0.009890390902748281,0.001253112049326945,0.012614538062445127
0.0,1.4215393241004837e-06,-0.0008811773754460104,-5.521067280479325e-06,0.0006177107952976495,-6.290779146896265e-06,-0.0010420836874105747,-1.9449467058275813e-05,0.0010385886731558137,3.0848822702439384e-05,0.0006754773507081635,0.0001808392993094343,0.007188511636493647,0.00040150889597967686,0.010133273015532369,0.0006068290026573931,0.006918792721879377,0.0007786253494807591,0.006131490508804241,0.0009568990089851686,0.00917457636111864,0.001193190067235039,0.009252906701435205
0.0,-9.466746745853548e-07,0.0007786879664641441,-3.216738894511669e-06,-0.0017142606106889844,-3.2172253599618196e-05,0.0011839875292100738,2.7892172835244184e-05,0.0015612602835275993,2.515967728322398e-05,0.0001322907502412803,0.00016824929080493523,0.01004531768325837,0.0004043290897165513,0.0077954832306355165,0.0006016404768895356,0.007665171626078463,0.0007732772360899252,0.007495878784862619,0.0009700994064887946,0.006746736622074331,0.001120096478617876,0.005870763658037093
0.0,4.362583011072154e-05,-0.003566636223896244,-3.0614523059106114e-05,-0.0015949281378575837,-1.6298957961855426e-05,0.0024500955304130176,3.2320354204137865e-05,0.0002058945134034223,1.3703640154779935e-05,0.00012565277145242475,0.0001488717580672189,0.00959276845870895,0.0004001357390881943,0.008922882905083519,0.0005871020477387813,0.006791174203900015,0.0007884978756522978,0.00929266093884101,0.0009630903725717733,0.0041413893368444825,0.0010748805946867227,0.005073503524732346
0.0,6.279613575475868e-05,-0.006176102349552437,-4.541770933969067e-05,-0.0004568986197209797,8.428439810115616e-06,0.0021270580715114515,6.336895753782858e-06,-0.0011323083050310638,6.9172582498926875e-06,0.0003950103142139231,0.0001344202418003176,0.007629233863600691,0.0003702325460251578,0.009871572365240998,0.0005883311584469216,0.009042611496665435,0.000801173079259917,0.006404379057474249,0.0009505334139683784,0.005688518259511795,0.0010229897370023914,0.0011832022920464026
0.0,-9.964937053352703e-06,0.000535665312362342,-4.317507064326508e-06,-0.00029886903230070763,-1.1722351240338359e-05,0.00013477450448576116,4.115982622176979e-06,0.0002855866138762101,-5.572598234021048e-06,0.00018667126562389838,0.00011624324176708704,0.007407639958330171,0.00032222383550241363,0.010241874519697545,0.0006062700289758884,0.010213851921805368,0.0008060469917684244,0.006572947074674461,0.0009252311269932936,0.0032197993270316762,0.001025504488172231,0.0046801219628065105
0.0,-6.97499856028247e-05,0.005917458161697027,2.5941496922414957e-05,2.4455851137971445e-05,-1.4783050624370346e-05,-0.0018558910620418193,-1.9267404922147452e-05,0.002032509938321423,1.6724057788780927e-05,-2.5944871669608852e-05,6.423865374198408e-05,0.006522695217355877,0.0003065474309191545,0.010814505335771578,0.0005979295652446683,0.01177001349156723,0.0008134410506261846,0.005262547837335812,0.0009051527057420722,0.003178344098407427,0.0010108250662181721,0.004874591728053098
0.0,-4.9130606157967684e-05,0.002469850905661283,1.4739455472473648e-05,0.002197535205768939,2.8851983764699436e-06,-0.0028144297123604846,-3.3719632462033165e-05,0.00045035848549287164,-1.1621045882545402e-05,0.00028026656803791395,5.5506538590947035e-05,0.003971956920445816,0.000274344188645952,0.01384934080730974,0.0005931512712831922,0.010143029851058282,0.000799862535670835,0.0060212509189773045,0.0009056932245623822,0.0033232479158156027,0.0009716216155701654,0.0022059057274963776
0.0,-2.4122876443159774e-05,0.0006609809313534625,-5.872163913094568e-06,0.0009686211833668341,1.580406050386102e-05,-0.00013952442527642036,-2.5772241208299797e-05,-0.001977110563255457,-3.539790225094151e-05,0.0001327181661291578,4.054728070977515e-05,0.006566524514795995,0.00026407759310041366,0.010721870081809652,0.0005658247153539186,0.012191582275352452,0.0007849519848200644,0.00560717065129846,0.0009089536602730832,0.0037341709594552516,0.0009375567794865688,-0.0002120017182142685
0.0,-9.555144380415146e-06,-0.00015048835855322384,-1.3764554797348733e-05,1.8346869804227047e-05,6.676663345184234e-06,0.0010728289152056227,1.7030384354119039e-06,-0.0011280663981499397,-1.5988761947181137e-05,-0.00010378084812507241,3.141810326196427e-05,0.006469587021480947,0.0002642629348152137,0.01017666125275053,0.0005206107403234172,0.010315245816726555,0.0007797845029531515,0.009501391591913575,0.0008920308097382267,0.0005038537822039202,0.0009632669897982507,0.004691423492501865
0.0,-6.138606123416135e-07,-0.0011169771093805742,-1.2778912449326367e-05,0.00033010212002986596,-1.0184338992981199e-05,0.0005579543511429544,2.6736293762052213e-05,0.0008477131107528609,1.4975543717390625e-05,-1.5815098058715716e-05,6.283659406518347e-05,0.003910216639376819,0.0002366682036192794,0.009494504295201153,0.000500219879882722,0.011254675776828432,0.0007414125438922506,0.0073646076336082965,0.0008986136803176001,0.004597744163917682,0.0009311643170364272,-0.00046433808427342733
0.0,-2.2701347142723317e-06,-0.0002346115035209717,-1.5222142118926519e-05,-0.0008962215395529787,-9.371428076565852e-06,0.0018086555365174977,2.400265137566136e-05,0.0002511200449280557,3.2255262369410996e-05,0.000352182983380647,0.00010145494902449277,0.002047519163964163,0.00021359618060700535,0.008778921493362327,0.00047468650138066473,0.010378811145473314,0.0007082932258958102,0.008162023428273324,0.000879843231049916,0.0053066350939652155,0.0009698570913857465,0.0027427682673349545
0.0,1.0800703111020476e-05,-0.0022039124506958593,-2.1748255689444402e-05,0.0004519859077835228,-1.2270222505686849e-06,0.00015957268391215854,1.6916486880766134e-05,0.0015246046996858647,2.249525784992732e-05,-6.732764558255909e-05,9.45579996799849e-05,0.00641958196086182,0.00023323101497846154,0.004335792212299993,0.00042447974272645983,0.010825920131145462,0.0006834963357935902,0.00884418163859895,0.0008461205834613007,0.005494029221059167,0.0010429659389161851,0.0093612890957226
0.0,-2.1793654701892783e-05,0.0016261894721955055,-9.241708326441211e-06,-0.0011119384857513728,-1.2996663377320812e-06,0.0019804082275381627,3.584462253356112e-06,-0.0017159540804985065,-1.3060471621199432e-05,0.00028712880323593246,9.232659997855311e-05,0.005889031786885362,0.00024219300535806054,0.006228112835647499,0.0003994318037379734,0.007138551045488662,0.0006219913832434368,0.00943031195383111,0.000842589575544948,0.008812733260057859,0.0010608227353053482,0.008568224390949833
0.0,-1.555920474995806e-05,-0.0008965044818233276,-6.178184673904907e-06,0.002245848355107577,5.071031645833698e-06,-0.001996672353885129,-1.6500872768444363e-05,0.0006485172033925166,-8.827755365701312e-06,0.00011016168832343257,6.816951271288592e-05,0.005623333743813776,0.0002447065993495998,0.007554281870948565,0.00039083997565693234,0.004657360864027779,0.000547999787457454,0.008851378119232266,0.0008437561857845729,0.01274614410128816,0.0010726859568769604,0.0069816796477005965
0.0,-5.631840477426977e-05,0.004214136460475327,1.1156358680701047e-05,7.392937216300998e-05,-1.8469386490410897e-06,-0.0006299848164643914,-2.6944829394527604e-05,4.1733005018235625e-05,4.286820769023373e-06,0.00016297592207600614,5.4359354704299264e-05,0.005164483386476905,0.00023349899703481447,0.007384059619301678,0.0003684481066086972,0.0034965723876422107,0.0005166812305297333,0.009902000444565155,0.0007990909245052238,0.012215029181653885,0.0011690375048329581,0.016315548177200098
0.0,-4.23158387838655e-05,0.002373973561140232,9.903593573388727e-06,0.0009858310513946862,-1.3805717403169635e-05,-0.001320675787709212,-7.548788514027252e-06,0.0006366754707651732,-1.1529301747665604e-05,3.374563795263871e-05,7.026305321113382e-05,0.006090156176477606,0.00019649948559909573,0.003960004496723627,0.00034270886279802904,0.007337347048502474,0.0004989858552315988,0.006101199275877589,0.000762088454884282,0.01569678306918923,0.0012148998720982924,0.01895889347727921
0.0,2.754694440342969e-06,-0.001617446943715856,-1.74383587652432e-05,0.0005197839385361776,6.889651415424464e-07,0.00045309233294976367,-1.0736481185939979e-05,-0.0008144250598387946,6.12295050613419e-06,0.0004808989865444577,7.71490620556454e-05,0.0018039207047615695,0.00016313190135638808,0.006119568486324669,0.00030679296883936866,0.005461744033256099,0.00047947049097832247,0.00793517774549369,0.0007524366653081676,0.015624746475004017,0.0012154027847512685,0.01954572790767012
0.0,2.1159863751999418e-05,-0.0027590514447113365,-2.713813308300037e-05,-0.00025746541458286117,-6.451833046910673e-06,0.0009724283273041146,1.1991260551856494e-05,0.0009047547506227532,2.250045225153989e-05,-6.434368243210927e-05,4.674435632163489e-05,0.0035235240150886253,0.0001469041178053424,0.0033424928999636915,0.00026434856912265674,0.006177908210157247,0.0004472260983346323,0.009957717669601216,0.0007801116389170559,0.014970629701942729,0.0011463316564072912,0.014455105200574412
0.0,-3.7143230488263123e-07,0.00028747023667329436,-1.4928919413240931e-05,-0.0020031367160944953,-2.777801187592877e-05,0.0025323401138882787,3.884082659234098e-05,0.0001079568403454682,-1.280941975596871e-06,-0.000155705655376435,3.790037950715251e-05,0.0030344188261278507,0.00011662384633404595,0.003538030410771753,0.00021486296853332062,0.0045053321181722185,0.00044047198753570437,0.014209934503085756,0.000789548078989731,0.01208572608316253,0.001099297179983827,0.012922070595604
0.0,2.2174787403586623e-05,-0.0030073557222874614,-2.8982518723543812e-05,-4.695798283930937e-05,-2.0604497038705e-06,0.0008475268667499506,3.6833927754584412e-06,0.0001749073259155166,8.34571732109429e-06,4.352375295999722e-05,2.415993919604418e-05,0.0013745189580027072,7.992989938301477e-05,0.002031140851262989,0.00016817040016616134,0.008031509038102508,0.0004529956620671343,0.01192168069493299,0.000778526550386718,0.01397023179414884,0.0010509057387624858,0.008845799596246002
0.0,-4.35864333922544e-06,-0.0009706837599958201,-1.572945689316135e-05,0.000659716119342843,2.9338797603306307e-06,-0.0004510723975674512,-2.0745155800775766e-05,-0.00013439615481701398,-2.6877415428438263e-06,0.0002748416813249755,2.7080318690541884e-05,-0.0006288516954569814,7.884191423270604e-06,0.0024100060330668922,0.00016667320115494683,0.008745079413487575,0.0004496015880586542,0.013482383231557378,0.0007510475179205045,0.010839045778013534,0.0010628410992672593,0.013571890026805188
0.0,-6.406231684629608e-05,0.005109402525286236,1.7465846229020017e-05,-0.00013714794366212162,-1.7420326445291493e-05,-0.0011632320456383238,-1.7452741062403227e-05,0.0011614736712247838,-7.23632189338583e-07,-0.00016751018489936443,-2.7631829026169105e-05,0.00017698416532448578,-1.9696917039506265e-05,0.0011379783001343095,0.00015688364010062539,0.01208525148164251,0.00043918172397631653,0.010448412440158747,0.0007319336175879603,0.012489519472438978,0.0010359731590536794,0.011974125250339925
0.0,-4.867225768111012e-05,0.002706150846040382,1.1891021462615688e-05,0.0012967349221432649,-1.3422465949742809e-05,-0.0018877285487342,-1.7690477532676794e-05,0.0008119344413416768,-8.32967517863466e-06,-9.870684237607379e-05,-7.714935271879931e-05,-0.0037560684328438714,-3.315302219907454e-05,0.007179621902390447,0.00014567591828547718,0.007714524581601939,0.00042471122306629025,0.012771324337585375,0.0007101043729677466,0.011221459373589471,0.0010252104121172287,0.013310548975326814
0.0,-3.205584167747307e-06,-0.0015018226064433073,-1.8414058328079895e-05,0.0010127151012624199,8.252377643813656e-06,-4.663301749814212e-05,-1.8997197321384585e-05,-0.001221597481283052,-2.9312545050855432e-05,-0.0002427352289334874,-9.965300960818986e-05,-0.0018054953924744642,-5.28122851999432e-05,0.005147097262404562,0.00014997695064992422,0.010164598030903313,0.00038743272274188587,0.009908361888651636,0.0007074381015906788,0.013566006033298378,0.0009715462632474278,0.008880151916368342
0.0,2.0569066440637737e-06,-0.0009213037286214412,-2.476696148054655e-05,-0.0008409609952772816,4.9353591192020655e-06,0.002300242935624734,-4.226387271521438e-06,-0.0026173218279105697,-3.799154295102689e-05,-0.00020067734476294873,-8.921407130643376e-05,-0.0015122915006437433,-6.220755563698844e-05,0.00455589506040832,0.00012918205530889232,0.008978119088782405,0.0003830411790729323,0.012214118567272305,0.0006670927090762274,0.010303943803507009,0.000997592017454331,0.01520877421576822
0.0,1.87059378273698e-06,-0.0016968810183334293,-1.5603747288008495e-05,0.0008187923994271486,-1.1426797060812467e-05,-0.0005163695893675229,9.026128238901704e-06,0.0012700344908015786,9.883505135211625e-08,-0.0003759039990381781,-7.179155196396484e-05,-0.002093314809236183,-5.0142583882701305e-05,0.002784384514977937,9.37011238619013e-05,0.010241242021824892,0.00037696081126595255,0.009956977228385367,0.0006408680465209872,0.012534530400585185,0.0009659674601406726,0.012936625747508812
0.0,-3.1372682889615804e-05,0.0026759164678117355,-3.855260636132226e-07,-0.001212494441618894,-2.087833906464665e-05,0.0008471482876038778,4.196110537960312e-06,0.0005160441286574061,1.8062977857901596e-05,0.00018918104177121584,-1.005498525184503e-05,-0.004549602618729488,-6.128410249021627e-05,0.0032998367868377933,9.243305544729345e-05,0.007637272069862549,0.0003334851544567666,0.01152778996324061,0.0006383198735367295,0.012136542598638118,0.0009173091609202953,0.010604602759765927
0.0,-4.390365835895618e-06,-0.000915635666477244,-1.2813746658075609e-05,0.0007488818217575099,-8.924948615684439e-06,-0.0012716008584735177,-3.931724148279773e-06,0.0022590289064676936,1.7267515491005953e-05,-0.000155909780220337,8.130431630152466e-06,0.00023308642603887282,-2.4547912842142954e-05,-0.001515577108292917,6.75473910221709e-05,0.008027956113439443,0.0003046414162934116,0.011698371297408573,0.0006201892616631748,0.011654806949653458,0.0008900160360861614,0.01059863246381042
0.0,-1.1618124530329145e-05,0.0007214865834864286,-1.4852330658753927e-05,-0.0011498688262748164,-3.846562445058631e-06,0.0016554457066212647,-7.926907223258965e-06,-0.0013745237395409045,-1.0316421327710175e-05,0.00018705742990848232,1.59317216392345e-05,0.000810000714739367,2.796129818688397e-05,-0.00016801668264689992,3.7495679157443947e-05,0.0040936499877896534,0.00029259489434216226,0.013095212454196477,0.0005771788083639035,0.010943232981996247,0.0008950065757363486,0.013664936360792237
0.0,2.862605975509496e-06,-0.0020234318300272596,-1.5737267277057215e-05,0.0011960122360072853,-6.207385434990513e-06,-0.0006009255415474343,-1.0607253837301358e-06,3.438183593443385e-05,-2.1218471270421697e-05,-2.6147637251773938e-05,2.066527999226643e-05,0.0023741314136259857,4.412108507770349e-05,-0.00032753120406158256,6.979670958785402e-05,0.003912800479244734,0.0002364433969497717,0.009235541272354974,0.0005585739305103638,0.01467428396197616,0.0008472875165900902,0.009572154854355693
0.0,-2.392524574109795e-05,0.0015104879022914829,-6.60270519811966e-06,-0.0005257358934185288,-4.536782829001083e-06,0.0005817236365876484,-1.4620890274321649e-05,-7.916323125481699e-05,1.6136871608120083e-05,0.00018926999756569806,1.4674904305597202e-05,-0.0001335264799796307,5.1048295403411486e-05,0.0030508535984702444,0.00010928271859724439,0.0007715076865661148,0.00020468494100064292,0.009406424317561292,0.000503485296472403,0.012800510757484824,0.0008756068277559295,0.01624555177213771
0.0,-2.551501405314989e-05,0.0008469660756817275,1.0482229081713078e-06,0.0009126855950063498,-1.712058519578247e-05,-0.0012548842003814566,3.4592966804236006e-06,0.001964365804279033,1.4363567899257269e-05,-0.00018427733506023962,9.443136394348062e-06,0.0017356438242066194,6.388606224017088e-05,0.0013902203525406791,0.0001230799942944825,0.003659909097629311,0.00020814644796608546,0.004183899720458923,0.00043959056976729976,0.014762730812349766,0.0008721879960076334,0.018230309828910208
0.0,-1.963618762612866e-05,0.000877530287022025,-6.734298687167018e-06,-0.0003350219629149155,-1.0627099927942267e-05,0.0012311764226549723,5.867704612342872e-06,-0.0013644522214306854,-1.5832391127396574e-05,0.0002527913480404894,3.2477483503258156e-05,0.000506954158581579,6.1854203181866e-05,0.0033438983568354285,0.00013300883695986106,0.0021314080033018883,0.0002120959737273316,0.004069470082149236,0.00040140666337771706,0.013149603657277091,0.0008230110226415012,0.01826256782752339
0.0,1.7178114564962393e-05,-0.0032258132646824523,-3.045418000678453e-05,0.0008650659009320613,1.5963553198280244e-05,0.000262082825917919,-1.2545153824746692e-05,-0.00021255328591784749,4.187547028809736e-06,-2.81673612447304e-05,1.4943852866031373e-05,0.0028194807865953076,8.275534441402097e-05,0.001262935648526587,0.0001310262690989662,0.002769266995421212,0.00020278502073995216,0.0044221180349604105,0.0004092258994062529,0.011054442474496695,0.00068632221752482,0.010900895276819483
0.0,-2.135149193200168e-05,0.001094535510479151,-7.5000530059367635e-06,-0.00029900637034280394,-6.678013811550177e-06,0.0007193546055109351,7.701734850055441e-06,-8.666114185771308e-05,-4.607745477607692e-06,-2.6660637551097025e-05,2.4273186660736373e-05,0.0021611600885392303,8.625202509458983e-05,0.0029056463207690958,0.00012219578146609782,-0.00023478704910731796,0.00021391200678472986,0.008648528788329555,0.0004086599506885122,0.0055674461267852145,0.0005616115567054017,0.006793208187377488
0.0,-3.9785676579948255e-05,0.002709629488777502,5.427029481005535e-06,-5.947366025399993e-05,-1.6190482387707333e-05,-4.184730518599562e-05,1.1803409270219124e-05,0.0008026696139864258,3.114698838740007e-06,-5.240534359999561e-05,3.347649641668377e-05,0.002456557461321643,8.29452826575621e-05,0.00040525632393903055,0.00010884800406069596,0.004163000195491614,0.0002482278038859794,0.004785265678407987,0.0003895474825215903,0.0059746844512385475,0.0004273633562081767,-0.0012793706111555406
0.0,-9.747485120876548e-06,-0.0008863629328515778,-1.2893925578464638e-05,0.001231809602280886,8.207359319449655e-06,-0.0006700058712965721,-1.3685547259739856e-05,0.0003299688370528589,1.5683300359461693e-05,0.00033929483799335724,5.591858522694359e-05,1.1727757583837031e-05,4.8066984838315225e-05,0.001596212011445521,0.00012964769618021408,0.004138705451067649,0.0002786804816887763,0.006458104615801643,0.0003404790237564321,-0.000236493643442857,0.0003854169717225631,0.0031975511175647564
0.0,-1.6913760362855014e-05,0.0003660540576927774,-1.0341542313624068e-05,0.0002472843631936224,4.193472389900156e-06,0.0003320745180839028,-4.876652142044705e-06,3.679384575882689e-05,1.0689878819813297e-05,6.413810357921294e-05,3.2771887903844614e-05,0.0017842902223874108,3.831631260428066e-05,-0.0002008270830195294,0.0001605266467665981,0.00831986010278375,0.0002820182036963321,0.0016685555104143678,0.00031272428026215453,0.0003422299158003634,0.00028696281898683796,-0.0016602051620838382
0.0,-2.8135918851525477e-05,0.0015675071555430473,6.330775806421002e-07,-5.507695471756641e-05,-1.5162896088372561e-05,0.000812789372131453,2.1586277083782862e-05,-0.0003215016726325138,-8.38338607556918e-06,-5.986482686205526e-05,-1.1948941658839025e-05,-0.0004742541371408166,5.710882103759529e-05,0.006111788126617605,0.0001798385183327983,0.00369839480983696,0.0002841215499206628,0.0029951584723457627,0.0002752821258931665,-0.00230274883506693,0.00022630960957213968,-0.0017034935265152287
0.0,2.7463692173768264e-06,-0.0018773133676374494,-1.7650479560940467e-05,0.0009873337375281084,4.811526999472486e-06,5.84236169116119e-05,6.062056467456442e-06,0.00019737926715892657,-2.8935775240875416e-06,-0.0003558746370126963,-5.368292635087184e-05,0.0010310829178439857,7.845760725507165e-05,0.006518114828431996,0.00020823310183051892,0.004225694571951707,0.00026305024479204397,0.00011349431328896975,0.0002521580278792911,-0.0016518270546837291,0.0001429757509347174,-0.005815195106687498
0.0,-8.580791101006261e-06,0.00011894132175521298,-1.6901535618372117e-05,-0.0005777116102741642,1.255640501752809e-05,0.0018376266389459358,-9.837923930673894e-06,-0.0024858822127036863,-2.8102626352712778e-05,3.0265093191467458e-05,-2.0290020832445192e-05,0.0013119320079969605,6.699843849848454e-05,0.0066678077178571405,0.00023860628048730917,0.003453476419592801,0.00024980350884285375,4.1354318569794795e-05,0.00020710143106419135,-0.00425184983351965,0.00012042741557242823,-0.0025657807430352945
0.0,-1.8434260751653495e-05,-1.2770169193897243e-05,-1.6471006265675578e-06,0.0015855915150435156,8.425800816105984e-08,-0.001639285673615904,-1.186618411324355e-05,0.0005810320077516318,-1.590850362215336e-05,-0.00011293655279726309,3.2586616839544323e-06,0.0027494799252287257,9.708368649610832e-05,0.003989408224547897,0.00021697496901143228,0.005627976082419512,0.0002636274002505988,-0.0035429171145292893,0.00015337554790043891,-0.00294079123584012,8.832490803786261e-05,-0.0027748642106280473
0.0,-5.231354279621996e-05,0.00442381750507045,1.660226074091603e-05,-0.000269064614778397,-1.2730664094255038e-05,-0.0008235621805031707,-1.8229185755378074e-05,0.0006705692973013706,1.2377188560306394e-05,0.0002983919389739107,4.5119693746444676e-05,0.000824078004057441,0.00012096412627655443,0.005145388938035954,0.0002075499329636811,0.002061193624977631,0.00024086625685755463,-0.001338828853939612,0.00013131642490605918,-0.005040526643112873,3.824091176200303e-05,-0.0031033419704554702
0.0,-1.7918719919615045e-05,0.0007880722379351747,2.963743961811107e-06,0.0007440651929309684,-1.247766507520085e-05,-0.0018444731703471736,-8.344869109438389e-06,0.0022654300256158954,1.5093613238913616e-05,3.7675346978996934e-05,8.099155385971414e-05,0.004502141493247091,0.00014385782446312868,0.0013186099252286364,0.0002132308168355465,0.001810110183084781,0.00018141278096984897,-0.001491363716200511,0.00014193218539936475,-0.004695596243562508,-5.8461978556700977e-05,-0.009335082741347813
0.0,1.2684794566905248e-05,-0.0008402781967681759,-1.8169332303516777e-05,-0.0014424154409051267,-5.083277046914686e-06,0.0019216328584462305,-5.765830294722941e-07,-0.0009687156560097974,6.975332411343544e-06,0.0003756378821600195,9.553409762657787e-05,0.004381752587743188,0.00019610140522423339,0.0023699284455845665,0.00017546646317423856,-0.0019858025511106056,0.0001734919716705184,0.0003211229064539619,9.787580193642102e-05,-0.006089204722042125,-6.37777395650273e-05,-0.006394961904028305
0.0,4.818774852796774e-05,-0.005023262348897089,-2.9888453881316513e-05,0.000134780824235693,-1.0192869143449563e-05,0.0008250067603792836,2.174637885144249e-05,0.00027320101287878944,-3.3905266402701604e-06,6.482161076302999e-05,0.00010441952181687904,0.006862558208413194,0.00021772992329596353,0.0001886657858346306,0.00017126392555736095,-0.0008768418129081613,0.00014811607419096614,-0.003076711568084388,5.264697069513191e-05,-0.0037336337805301298,-7.039974310767243e-05,-0.005741080664824836
0.0,1.5522972314786764e-05,-0.0005970929159987695,-1.7228726969120865e-05,-0.0020984334605253802,-1.3149182912205273e-05,0.0024710529416103453,1.304572723997134e-05,-0.0004894964923218708,1.7973844293994126e-05,0.0003722150420492983,0.00011907981801020996,0.004486128920073041,0.00019465300583004292,0.002323142304687131,0.00021190567609029947,-0.0028478239022308,9.553007571269412e-05,-0.003642722950315277,1.351375347847396e-05,-0.004050490026870363,-5.8652748676922006e-05,-0.001912894376323818
0.0,4.498200080698585e-06,-0.000966276165402304,-5.227005912724872e-06,0.0004591737088715638,-1.3703919979767248e-05,-0.0012305863238497958,2.3976529535726127e-06,0.002774702667007083,4.1249944238304093e-05,8.061799881434135e-05,9.068959397166707e-05,0.004112645814682557,0.00020021524088711487,0.002883905460923395,0.00021272987267622443,-0.0022959077847893926,7.407580879409898e-05,-0.006925447586317855,-3.326623399422618e-05,-0.001749234774279666,-6.0467004637856684e-05,-0.0009123465480766172
0.0,-2.892976695003568e-05,0.002432565977550279,1.0652607241470612e-05,-0.00025137857692165814,-1.7319266807807352e-05,-0.00023154695744461226,1.7926711190839178e-06,0.00017724611124952938,-4.7658140487375365e-06,0.00025479456044161496,8.239728392024076e-05,0.003963970442896842,0.00019516778304709987,0.004466366068828676,0.00019283825781313203,-0.004060138718861474,6.839122495535197e-05,-0.006358852640401917,-7.407177682763273e-05,-0.0025513869483259027,-6.782565820679814e-05,0.0013272276027174721
0.0,-1.2264762205593381e-05,0.000419889306056527,-5.29945686575305e-06,0.0003531852086374781,1.1667575147747405e-05,-0.0001612584751247447,-2.2577910198078414e-05,-0.0010872764450267206,-2.2823271437810578e-05,9.530012029093567e-05,6.151548169284701e-05,0.006932307033360297,0.00018225782486782022,0.0011778190457124489,0.00017377953251514344,-0.002056598369500947,4.2351299638022254e-05,-0.0067970334695574295,-7.137576502554033e-05,-0.0027243060045511395,-0.00014917832421517825,-0.003480412113270319
0.0,-6.435503532406172e-06,-0.0007535969202970272,-7.99021194757024e-06,0.0013539325749131444,1.908466030589809e-05,-0.0009950145938777762,-2.8072805794111135e-05,-0.0005924674344113928,-8.902167968341571e-06,0.00021796830987893962,5.118022185193582e-05,0.004039827863088342,0.0001547373351590084,0.003420290350423396,0.00014159407253315433,-0.00499491565911125,3.337295532750728e-05,-0.0022534970150890885,-7.32721240782713e-05,-0.006729047019412774,-0.00021283941865596275,-0.004571664343691468
0.0,-4.4621824844571055e-05,0.0035633266085460255,1.752496439290448e-05,0.0001316125942429366,-1.3033729738295172e-05,-0.0005116323011335363,7.837123677147453e-06,0.0007364464072496888,6.048981644588747e-06,3.5044383860962166e-05,4.6164028283664785e-05,0.002856777480781232,0.0001161397991724717,0.0011559260767253772,9.930564518350775e-05,-0.0008988966817232631,4.0024848405856895e-05,-0.005017981463171909,-7.967547962249675e-05,-0.004814608643523388,-0.00030185872348870147,-0.011397527703348637
0.0,-2.134936172061816e-05,0.0013483581715059605,5.11703069162277e-06,0.00017244731654188935,-9.784959168349856e-06,5.7626124533378395e-05,1.9892858994122945e-05,0.0008961958110889725,1.908166515698005e-05,0.00011849198546597173,5.619745390031333e-05,0.0005825021561861326,5.253276325974235e-05,0.0005687305964375362,7.203696413023893e-05,-8.428401419748326e-05,4.903919171087219e-05,-0.0024182122422787156,-0.00011110268092349827,-0.009183449173169567,-0.00030646013967015905,-0.006777127494536311
0.0,3.005337554913587e-05,-0.0035835703174495782,-2.8949810742545632e-05,0.00027777368632680554,1.9923185598227e-05,0.0013184185930632734,8.731295186194398e-06,-0.00015510135156191336,2.9377551051203356e-05,8.234782503265735e-05,3.208013343295637e-05,0.0004005542745235489,1.1119072425517968e-05,-0.0016795018569336036,4.514059741322465e-05,0.003223770488863788,3.719417901731388e-05,-0.004086691520137337,-0.00012480675248629364,-0.008538361295355757,-0.0003505582603119761,-0.009067105083367779
