‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,1e-07
fs,200000.0
simu_time,0.0075
qty_x,28
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[0, 1]"
animation_speed,20
sampling_length,1500
vec_length,58







13333.333333333334,-7.309576685131221e-20,8.968504629580416e-17,1.9067518682011564e-20,6.150621491182419e-17,9.109512130774255e-20,1.4789888852324778e-16,2.8409203639929306e-19,4.417662921558171e-16,8.395938278100597e-19,1.3247415669511347e-15,2.3891660693066406e-18,3.873730018615498e-15,6.4541476862386945e-18,1.0904131976782058e-14,1.6018250688244322e-17,2.8979459339722623e-14,3.3607655899333925e-17,6.986221877254078e-14,4.155560037506757e-17,1.3689759191437957e-13,-1.096516711662095e-16,1.155481521595864e-13,-1.2290124986979626e-15,-8.110194884287348e-13,-7.061520395728709e-15,-6.850507523206933e-12,-3.356382323348993e-14,-3.701545232996869e-11,-1.4517016977594195e-13,-1.7110281136149334e-10,-5.919812990080986e-13,-7.278513867400837e-10,-2.3139592071674517e-12,-2.9336072893760013e-09,-8.74373692336548e-12,-1.1361471132194408e-08,-3.2072597784558e-11,-4.258558418903707e-08,-1.1434734375403824e-10,-1.550013940263558e-07,-3.957879222512588e-10,-5.481777105726081e-07,-1.324658751880034e-09,-1.880131691520832e-06,-4.25181226507363e-09,-6.222113809388724e-06,-1.2878883359717419e-08,-1.9669200414332984e-05,-3.557245107075944e-08,-5.821271771958708e-05,-8.172620029420552e-08,-0.00015417147623206419,-9.605835367897704e-08,-0.00031703011073429195,7.643098374507308e-07,2.6908464832748214e-06,2.6789180443868063e-05,0.014884070506729595
0.0,-3.8490246282518755e-09,1.7056836827182275e-06,-4.238422717689883e-09,-4.341488131949567e-06,-7.3370092721481086e-09,-1.4109866024430414e-05,-5.2269137023039594e-09,-2.5818042443485683e-05,1.4285708577900994e-08,-2.0770214292630752e-05,5.6144584509148736e-08,3.654960525110585e-05,8.68718735434813e-08,0.00016171164163775683,1.606852136235268e-08,0.00026509347245561916,-2.210679014069776e-07,0.00010911765226709829,-4.465214576901976e-07,-0.0004749864154770041,-1.8258090582767894e-07,-0.001083077694040245,6.96827901482762e-07,-0.0006870215662400826,1.0530529230426019e-06,0.0009388076476486339,-3.215144932690658e-07,0.0017264995236927851,-1.409094610316915e-06,8.579223216360855e-06,6.052362989135881e-07,-0.0009553197818743673,1.1628412517343491e-06,0.0011422719801143198,-2.0729901797813374e-06,0.0003001710556089956,1.084828810875616e-06,-0.0014610003078461026,5.164333660492438e-07,0.0015772820983509944,-1.9951128788808576e-06,-0.001624037301599625,2.9996077479315045e-06,0.0013079287653867183,-3.130008244924645e-06,-0.0017692545305239525,6.809285429128538e-07,0.002320612061372227,9.019304657782937e-06,-0.0017152061326126313,-2.037432350578839e-05,-0.002394074545732383,-1.1856389548342639e-05,0.004940471278274038,4.495260356040171e-05,0.008888052310596117,0.00012438592201944023,0.011990199775009272
0.0,1.9798924299523325e-06,-0.0002742363729544911,-1.011144777750845e-07,0.0016002789276480574,-1.982527636264281e-06,-0.0005589832919208373,3.281305525642948e-07,-0.0022845194597166415,1.495924692747022e-06,-0.000213942447664622,-6.216523199835615e-07,0.0005166994397816758,4.250041110536526e-07,-0.00011976148149696092,4.914484347357917e-07,0.0013179843143406853,-1.9710036605196047e-06,-0.0003273524030332819,1.4887099535678715e-06,-0.0011248868339796634,-3.994635325591977e-07,0.0009213990382835512,-3.633591113108131e-07,-0.0011899480751738504,1.4058822849760666e-06,0.0011890821204430463,-1.9875641655654273e-06,-0.000621480816062383,2.278454970400844e-06,0.0007561358537546009,-2.4153702941528202e-06,-0.0005722864149572234,2.0407608179374152e-06,0.0009312890285664879,-6.793162762464031e-07,-0.0011210130777703571,-2.526784871942761e-06,0.0013384441044927476,7.414789886847168e-06,-0.0004600872358910253,-9.871617800017703e-06,-0.0014466181078673457,1.1528557840677234e-06,0.003046996592893551,1.545877077436546e-05,-0.0005296602157847591,-3.7370711511955755e-06,-0.0033590825376591175,-3.192426935064925e-05,-0.0019678742161017703,-2.37999570129721e-05,0.003284652941687935,2.2030339074376833e-05,0.006240365571473913,9.254180873024463e-05,0.007785585950151454,0.000166102147986282,0.006017590921114762
0.0,3.3486673798083974e-06,-0.0002842491903139676,-2.2466249541527864e-06,0.0012611322346291923,4.6572726148667103e-07,-0.0020040092440522404,1.325719833905377e-06,0.0015121671607758822,-2.3966897018792004e-06,-0.0009136365936877392,2.1954502107594464e-06,-0.0003728136427580065,-1.3075444241938104e-06,0.0002281471324810146,9.483136103038831e-07,7.900454928853293e-05,-1.5912535143588686e-06,-0.0009961233628008185,2.655996190475745e-06,0.0007509267333572341,-2.287521914656771e-06,1.7502580653812626e-05,4.007143791161168e-07,5.3257130025167576e-05,2.0793967451849245e-06,-0.0007603968097565851,-4.084002755134955e-06,0.0015633773760829661,5.944113939673458e-06,0.00018045782547653844,-6.5842372323351014e-06,-0.0022229736058423594,1.4673816758133797e-06,0.002349816947838247,7.806362321291435e-06,-0.0006386194150148574,-7.859616340042726e-06,-0.0017562821742624815,-9.51037113508254e-06,0.00035873708150796317,1.3963310337880082e-05,0.0019850291807985546,1.7276699495548295e-05,-0.0011098296631176113,-8.141900566831239e-06,-0.0024410030407958382,-3.731591999094618e-05,-0.0018095350608906078,-3.7284795246348866e-05,0.0017385197716364364,-3.844196370077699e-06,0.00461224827394929,5.6975244095432075e-05,0.0072666652371009555,0.000129266199303502,0.007985155248455972,0.0002066525644651754,0.008363871212615738
0.0,3.646166724074263e-06,-0.00020729598178932776,-3.2359064816642677e-06,0.00024305534349540383,3.105599105850216e-06,-0.0004096669387645843,-2.7611132765101866e-06,0.0004985276449616779,2.0556220536356386e-06,-0.00054449475829911,-7.722852274550798e-07,0.00046545961537412323,-1.1200453157902496e-06,-0.00020726260813912556,3.670785731257835e-06,0.00013064400871538908,-6.179465745997142e-06,7.671705042617524e-05,7.2167990386291526e-06,0.00027046599847650043,-5.323960444146446e-06,-0.0009323929752966719,-3.6804899625554854e-07,0.001059730197547511,6.947296289003855e-06,-0.00045014541717746927,-6.511094652308347e-06,-0.0001547255723243569,-3.2693450112378757e-06,0.0012429321289283372,1.1063528845514846e-05,0.001455190643643661,-1.6216620085199526e-06,-0.002990325270932571,-1.3296281017707938e-05,-0.0016407980726192246,-2.537823121296295e-06,0.0025495499171463093,1.8400144604386848e-05,0.002472044365603608,1.8593231060816063e-05,-0.0017826250358369579,-6.5927453969274565e-06,-0.003084396492846051,-3.809899405389511e-05,-0.002978767493290446,-4.669674762609525e-05,-0.00016513694536353878,-2.6262468485034664e-05,0.004287106198027786,2.03886595306405e-05,0.007483280286747165,8.546575148882017e-05,0.00720393152780808,0.00016217501086191778,0.008061096560163109,0.00024037751152893182,0.01081419082053186
0.0,5.823427112120078e-07,9.771461026824723e-05,-2.2133678826589294e-06,-0.0006305798195292029,3.3495852400306295e-06,-0.0012028151436955614,-3.463749720391167e-06,2.700174040123786e-05,4.193205328014426e-06,0.0013429391583750815,-2.2921275129937673e-06,-0.0007935903775270141,-2.4906120972465976e-06,0.001114942981701266,6.471369207324252e-06,-0.00033162374675501554,-5.468574278596268e-06,-0.00047014180246794884,-1.254474010728356e-06,0.0014331268600281883,6.460532514131623e-06,-0.00033967218167093997,-2.2266967446854223e-06,-0.0027057332323169496,-8.071616110300542e-06,0.002072450012427362,6.433923447945035e-06,0.0011078703990480556,1.0033853027697595e-05,-0.0006066863711800997,-7.98680977570672e-06,-0.0030622516690212804,-1.3999356679043955e-05,0.0014856178102936118,-1.7208358551409645e-06,0.0030374575921884896,2.2181553555870548e-05,0.0005509547745193348,2.2418580290745812e-05,-0.000827562908955211,-2.6189543124458876e-06,-0.0034840260134714157,-3.341251002653259e-05,-0.0034277357019573333,-5.253254872382094e-05,-0.0008397661695820782,-4.4821965527159225e-05,0.0020617280229756497,-1.0906506781085159e-05,0.005717672217134753,4.377846525188491e-05,0.006533905200773238,0.00011471791004806184,0.008016093625788335,0.00018841453172092535,0.009532028403065445,0.0002641957709545827,0.00795429824977823
0.0,-2.5221070113556828e-06,-3.3844898877330326e-05,2.0614859513036842e-06,0.0010132606259571123,-1.2109145290755132e-06,0.0002339825834696316,1.2400684608786344e-06,-0.0013827413390549565,-4.384547487546083e-06,0.000919079513123477,8.075315073745851e-06,0.0010835170950243556,-5.292977097506835e-06,-0.0018091669022095055,-4.116851364838819e-06,0.0012336963568064336,7.5905828271981204e-06,0.0005806343683367362,1.763237254418918e-06,-0.002013107762341349,-8.783873681991188e-06,-0.00038846810438438633,-2.989812680345318e-06,0.0019022602413679916,1.182102925757881e-05,0.0005969695571091939,6.287320416794258e-06,-0.0032276833072331056,-1.0016286151911362e-05,-0.0005935546928083665,-1.807143839278796e-05,0.0015423367557150939,2.0562042437742632e-06,0.0028076592539354227,2.1712425973323216e-05,0.001673444937021307,2.6239548068703896e-05,-0.0014508185104900094,4.49023990056326e-06,-0.003931660980596379,-2.5022145822120253e-05,-0.0036224955848188746,-5.327977145179635e-05,-0.0007327546768099383,-5.694450881708228e-05,-0.00020266390239384542,-3.5700645169729565e-05,0.004847304506432465,4.827330295518383e-06,0.005342140814209556,6.932714914687146e-05,0.0068863727042064084,0.00013716494838435965,0.00924630340537098,0.00021366730408882897,0.007271611572710685,0.0002939235831136001,0.0100581383767035
0.0,1.0818893317710673e-05,-0.00010147285532316452,-5.1682492930603645e-06,-0.003173030054358559,-3.951575590858347e-06,0.0026369759418061393,9.091910875290935e-06,0.0007596540711097504,-3.3478928534672894e-06,-0.003277967818594024,-6.528936287171675e-06,0.001761623653771419,5.8242572503192755e-06,0.0011863721702902728,3.3682231765587067e-06,-0.0008017559276976506,2.7398262939420186e-07,-0.0017526617684845568,-1.4117321782343552e-05,0.0008312926886725491,5.652605383267011e-06,0.002171455659303069,1.2747571589938045e-05,-0.0004571803839522288,3.847912838178432e-06,-0.0019279606040666455,-1.3630721924024638e-05,-0.0018020280956789919,-1.8102522737469288e-05,0.0019096804156273027,-2.304271144479692e-07,0.0019506108545489207,2.3099312868876487e-05,0.0012317666362796971,2.9418897345955522e-05,0.0004781693191334256,1.2594309514105304e-05,-0.00390776227269039,-1.573124952504879e-05,-0.002961648688429658,-4.810906101651636e-05,-0.0030042959657242655,-6.0581444061975737e-05,0.0007265126721508586,-5.722376979982998e-05,0.0026762495782406636,-2.4633143706154638e-05,0.003654720815995403,2.4906818015826302e-05,0.005567107443842473,8.990452434621557e-05,0.0075727230107016695,0.00016108573330634053,0.009113286356266565,0.0002365142839910591,0.009075196576364557,0.000312293456885251,0.007429061923213505
0.0,-1.319303356914811e-05,0.0004703690551805831,3.266608449004529e-06,0.0008216401795848832,9.845872738938114e-06,-0.0006886379117527252,-1.0574273342149463e-05,-0.002128757393336884,-4.432833585984177e-06,0.0021567093238397373,1.3388436172377726e-05,0.0023612410522449467,3.6399126925586506e-07,-0.00277147347640661,-9.924374891037239e-06,-0.0007272450537684968,-5.32877624074398e-06,0.001127033974609332,4.332623282480496e-06,0.0004960011004411957,1.6565969898345497e-05,0.001139297238876109,2.971585734406408e-06,-0.0026389655999917226,-1.8988995550492127e-05,-0.0007411054068519269,-1.571777324428988e-05,0.000244446070838882,-4.7724819024604186e-06,0.002051903291924308,2.3425135526739618e-05,0.004017104482443597,2.857690119288992e-05,-0.0012919657852436231,2.384354119665078e-05,-0.002072087094069697,-6.775839285730776e-06,-0.0039990339696438955,-3.7366179890891375e-05,-0.0033025270592699015,-6.1392252711829e-05,-0.0014337430881512898,-6.65055934744191e-05,0.0002788753153785447,-4.8974154803797916e-05,0.003852126856688645,-1.2108669793453683e-05,0.004392436077233075,4.4524046411677916e-05,0.008002229278873544,0.00010799339652107953,0.0076971185389501,0.00018307442519411944,0.008774016478331013,0.00025779248654770996,0.007727802260914967,0.0003388401141536516,0.010150376738049211
0.0,1.5852175880014627e-05,-0.00013942363227598643,-7.435537545674891e-07,-0.0028676550763415795,-1.4011484958958908e-05,-0.0011511865909640488,4.706639207353669e-06,0.0038447939931094883,1.3303890506320415e-05,-0.0004032262044510223,-2.4908588944017256e-06,-0.0033543098570487043,-1.505996611538447e-05,0.0008157256489582027,-7.77517556516107e-07,0.0007085615495490553,9.087980613854462e-06,0.00239072206764374,1.0871728696013352e-05,0.0009090373703030442,6.682154374178607e-06,-0.003313991569238504,-1.9111615852096245e-05,-0.0020822851401793405,-2.1199493081140288e-05,0.0010224067922387523,-2.8301082398924993e-06,0.002079521409429761,1.4150953767018089e-05,0.002099821143851798,3.476955994996412e-05,0.0019527829870549878,2.8578693990201372e-05,-0.0027770121078085045,4.481700456475406e-06,-0.0021282834974822233,-2.3884330706457746e-05,-0.004865884756985934,-5.662779927801647e-05,-0.00310189273376273,-6.776765029327694e-05,0.0008016049755539395,-6.862984816363146e-05,0.0006232028951005065,-3.939637622697795e-05,0.004308584165961638,3.0969299921938248e-06,0.005522413069717532,5.979537218482738e-05,0.008371624842698653,0.0001289832527896392,0.006345869616905215,0.00020330595675220888,0.009213885667929562,0.00027824753258123716,0.009012071122185595,0.00035481436526845546,0.007949283130303488
