0.0,-5.450966203205998e-06,-3.19450292275308e-05,5.84685526254506e-06,0.0014421187012346813,4.618974313936564e-05,0.0022049931500523695,6.205786800901634e-05,-0.0008349822371974159,8.080861870381509e-05,0.002919248409154254,0.0001250376417674626,0.000330271196359527,0.00015446572760336038,0.0002528891192604062,0.00015057139657192873,0.0007270658241390255,0.0001922488068350287,0.0037076295081725705,0.0003241919096323138,0.006059938550541375,0.0005031559358107871,0.0078074798857274245
0.0,1.8062300864892666e-05,0.0001826721206923952,6.229283211306105e-05,0.0015704953232797765,8.061141100716185e-05,0.0001625703158272544,9.374944328167067e-05,0.000496183162986814,0.00013601136831235876,0.002832475429268292,0.0001505430167152713,-0.0004219433964368081,0.00014505820454343993,0.0003354768595446304,0.00018121847209120697,0.000608498604150484,0.00022978160343308207,0.004767565594253061,0.0003498095131389212,0.00363328370699431,0.0004785124330637971,0.006484808322248445
0.0,5.3583842100400066e-06,3.7595775807231325e-05,2.5427710436450207e-05,0.0019936111683407005,0.00011218482148898205,0.003915140669103641,0.0001714582555765297,0.0008065167699957253,0.000158173982930103,0.00012511725477242825,0.00015844710984400256,-0.0008645696645167692,0.00016264635546496222,-3.304382270984548e-05,0.00019863458153670914,0.003764270982410916,0.0002943610708114969,0.003477955390149802,0.00036264293638233093,0.00257298579795703,0.00043438075096848737,0.0029116242219100114
0.0,1.2257672599078305e-06,2.349449344350803e-06,2.443072299559978e-05,0.0031249839163184053,0.00012428466626913717,0.0029614606207536962,0.0002034118681302792,0.003006732058833262,0.00021699279655324662,-0.001591031098044714,0.00014862786081665778,-0.0010551916266174632,0.00018443945886477647,0.002207978642134937,0.00025261587139614863,0.002616003234789235,0.0003256005548327801,0.002329571492795543,0.0003760066752408934,0.002655183993459777,0.0004001536570798398,-0.0003525688104753698
0.0,2.8547126052067292e-06,0.0001590237879791354,5.637995174385146e-05,0.0026813973208469856,0.00014783613527895127,0.0029027123073614397,0.00018833033022915674,0.0026388724453073773,0.00022299583563047834,-8.905077564974752e-05,0.00021392683335274716,-0.00037468242109354305,0.00022102734673599863,0.00046441766007012156,0.000282732479612818,0.0037424349246092965,0.0003531616100175351,0.002113063621990613,0.0003763458912628687,0.0005821317505996201,0.00041527329255140494,0.0020266698691991623
0.0,7.112274288031663e-06,0.00021400134847031818,6.883023825663942e-05,0.0021192466059885397,0.00013754179704061252,0.003830646338270088,0.00018859469402394505,4.5146625834183716e-05,0.00021077695459322565,0.0023032867229017067,0.00026928641359973707,0.0028201767026019113,0.0003045404396375086,-0.00034436436006584617,0.00030429882741194066,-0.0002825117141774574,0.00034918394880924453,0.003233574508226562,0.0003966705257482015,0.0015655710530300124,0.0003994437433986974,-0.0010950372791024802
0.0,-1.2887016107636107e-06,0.00010561075273213319,3.625487316863448e-05,0.001999211135014318,0.0001135753874199177,0.0025243299094660043,0.00016977699015135583,0.0036038248532881453,0.00024031955501580942,0.003248169240069142,0.00031293130033335017,0.0003431758695255754,0.000343834383873016,0.0033609634793676465,0.00037990942395980563,-0.0016259434740884553,0.00034541444517900585,-0.0002103772034872589,0.00037327501915220733,0.002837066096192249,0.0004682010498327711,0.004114735624923804
0.0,-1.8388993809931656e-06,1.3504959100804981e-05,6.869658620746325e-06,0.00048236566579679374,5.248721967413597e-05,0.004333230532338395,0.00017401139369690964,0.004288952767018356,0.0002700608228098194,0.003425003184809437,0.0003460731394661541,0.003049708465316527,0.0004026706708178877,0.0009610965805768498,0.0003912685432261319,-0.0015990065237185165,0.00038518816839960314,-0.0001531696592439727,0.0003915908183137368,0.002628714695331317,0.0004195062910213728,-0.0005587648004492762
0.0,-1.0655612938300806e-05,-6.800490050031178e-06,-1.2261035224004774e-05,-0.00010057606205599315,4.317021449294995e-05,0.0031748555487461578,0.00013852265406820842,0.006747431152726527,0.0002948726726211198,0.004299404276071624,0.0004038189206001526,0.003673757343343195,0.0004189604967734361,-0.0012557232812296757,0.00041291190232295915,0.0009680194750716804,0.0004379321355468031,0.000277315759328812,0.0004161367176339634,-0.0023962146879799398,0.0003758741355572238,-0.000687248845347935
0.0,-1.8274432012326073e-06,-1.3869856085980416e-05,9.329842072256044e-06,0.0009958463803310547,2.9770040248365257e-05,0.002434302986947681,0.00013473887857893998,0.006177924956699349,0.0003145872727179636,0.005234917699469269,0.0003976963091809978,0.0030317885878948865,0.00045356070220076963,0.0013282382867862619,0.00047971003888548294,0.0001843947214441913,0.00046454722890438427,-0.0014570401055976148,0.0004259427144469147,-0.0012262646976009038,0.0003430424417829361,-0.004819022581693621
0.0,-2.3395504385066625e-06,-4.344941554090985e-05,-6.621902324013294e-06,0.0009175940473440148,6.768586141488159e-05,0.004182886348758169,0.00017797682177266616,0.0038583521943916592,0.0002524501649074822,0.004385578748667518,0.00040603227463828885,0.0052458090209978134,0.0005038259731697166,0.003513405563673627,0.0005326694024284578,-0.00038028771966460855,0.0004927816411449481,-0.003562867047185054,0.00042353435066158,-0.002683506985281364,0.0003733638530322771,-0.0011192787569257801
0.0,7.303686138602341e-06,5.286138793635799e-05,5.229078760240899e-05,0.0033215728129659676,9.292295394895037e-05,0.002389618450911555,0.00016949119309854106,0.002332815984034679,0.0002621170687812636,0.0049788047635127095,0.00039786698405589604,0.0052417416647844006,0.0005244511855175003,0.004894755646147181,0.000581042185078797,-0.0011425511333452854,0.000519956891349205,-0.0025418973983020606,0.0004473132586837166,-0.0034720363376380286,0.0003541843640191669,-0.0038298670431382805
0.0,-7.953310815694615e-06,0.00013329464180071183,6.044410038498246e-05,0.0035563076558700947,0.00012192969598835159,0.0018378295508373822,0.0001679920464647453,0.002369428375932061,0.0002809120162659697,0.005862525095853885,0.00041566726002839296,0.005026774763605975,0.0005192130877770613,0.003385371628543941,0.0005853874928282746,0.002106067792751763,0.0005716183231381701,-0.0030533872024877135,0.00047915335635844515,-0.006307629828056895,0.00035155314272366925,-0.0032917032054495077
0.0,6.126003859121928e-06,-7.729193331873237e-05,2.1833996032787043e-05,0.003595461427161639,9.913878047175955e-05,0.0036565073054323502,0.00022336861352335085,0.004680014457471693,0.00030708874233323987,0.0020721136339818375,0.0004088781631344191,0.006083192682972449,0.0005283621341292717,0.002573619339343932,0.0005827049360916938,0.0023455296883309338,0.0005994893153256896,-0.001178260804238489,0.0005135857779770661,-0.005668335770417206,0.0003653806957532274,-0.005814561311462345
0.0,-8.351073165039858e-06,-5.212980163662679e-05,8.832088593193238e-06,0.0028659117285926177,9.662440105722708e-05,0.003638475970403415,0.00022797839707351693,0.005811939215244463,0.0003569987018463665,0.004501415342793946,0.00042578183020426983,0.002001157029649092,0.0005097489991065027,0.004228063709483548,0.0006004815434816765,0.0035189418671384984,0.0005940544399987597,-0.004385460122193532,0.00053170657441716,-0.0019360295150645987,0.00046458190002304865,-0.0026072806503819627
0.0,8.04200292271321e-06,2.435282541171133e-06,3.1806354588923314e-05,0.0028240978039889295,0.00010315561081057167,0.0039521678824320575,0.00023166790508451449,0.00516429823345746,0.00035358851040475275,0.004643035584065915,0.0004757713721064,0.004122807219540891,0.00053407712992346,0.00120574500846838,0.0005649633974852098,0.00047349304436534144,0.000568478038200557,0.0016258995447125286,0.0005870425284184489,-0.0015223878991634868,0.0005390017400006038,-0.0018240412567257793
0.0,-6.5205502627333875e-06,0.0001605458031462092,5.3661576105610123e-05,0.002289319921673659,0.00012314951550165923,0.004364603994648341,0.0002316324371129246,0.0032637506655921974,0.0003567598625826222,0.007289257758477172,0.0005069691707217248,0.004028907086341063,0.0005463153402321489,-0.0002912752965100861,0.0005440278300985679,0.0005308630676427565,0.0005587951551831077,0.0008353508132279876,0.0006035366542439416,0.0019082034875990265,0.000681631563257486,0.004169202793935233
0.0,-3.7701233454728824e-06,5.2718037819341164e-05,4.528320721899563e-05,0.0037971184992996354,0.00012688938283227975,0.0029540606882880733,0.0002545176060622938,0.006916827729170733,0.0003914122467550236,0.003980409329653859,0.00047689263846199174,0.0024730976489724366,0.0005434307109424685,0.0026148445128240886,0.0005596660484441816,-0.00144274815968489,0.0005478922619657064,0.0019024600293574192,0.0006318587567374998,0.005103211723957563,0.0007789619076137478,0.0059259689878185225
0.0,-1.4093578793395436e-05,3.140555073671409e-06,1.7047625769691254e-05,0.0030921484858650013,0.00014489520068867748,0.0056599061143038434,0.00029042284547643906,0.005515807746837215,0.00038935135971914967,0.0033346967693039763,0.00047323855928972766,0.003230364747960535,0.000518533273306051,0.00021838138845910738,0.0005316158029592371,0.0018987243928400063,0.0006009913433581702,0.0022255787339481975,0.0006801199914961871,0.005301396826148207,0.0007944095532809345,0.003645539079569558
0.0,8.229988704128087e-06,0.0002087297356853322,6.3535089497405e-05,0.001985089534560652,0.00015180773364394844,0.004725752317371412,0.0002845445010898664,0.00669767737570156,0.00041130547425858845,0.0024087550179929603,0.0004550883414301794,0.0015369361965022342,0.00047098845055218555,0.0003665699508357426,0.0005408826550942177,0.0042808958597992395,0.0006447544981984203,0.00445719515329532,0.0007395810563414545,0.0032734123709218343,0.0007844708184370732,0.0006957017510381751
0.0,-6.200219628639067e-06,0.0001427831962684473,5.7350646051490007e-05,0.003690587853597281,0.00018913494482490566,0.005418152698076993,0.0002910253276183537,0.0036702334310598035,0.00037812079261973777,0.002935313398203594,0.00042942610488723145,0.001313748089402253,0.00045715178758358606,0.0025594555540611524,0.0005715219234858341,0.004140574649219882,0.0006723217812691562,0.004731865408348118,0.0007711609754302102,0.0037819256737517326,0.000826856129004598,0.0009152955936136927
0.0,-2.549752100747754e-07,0.00021005251840445328,6.831971139338036e-05,0.002999416252307735,0.00018753553730070681,0.005830622766767627,0.0003096222756241605,0.002894448809830906,0.0003218266301666525,0.0009101950317249438,0.00038647974364237794,0.003107689377219011,0.0004991015909016508,0.00522799068873749,0.0005894954785673966,0.00280464492130042,0.0006877188889028619,0.004192726760838447,0.0007910749833359414,0.005289065050182859,0.0009020554174343945,0.003441166852067098
0.0,2.778603279858599e-08,0.00016611430963682787,8.27146360983376e-05,0.005145881792881287,0.00018560054753178986,0.0022382565948538278,0.00024205157707998546,0.002903320712576345,0.0003106588887647646,0.002807016254137655,0.0003921779183000871,0.003393647151559705,0.0004889216992532762,0.00506274183788878,0.0006147667261411563,0.0035782665192023986,0.0007150543146044693,0.004529844369883066,0.0008061194235285616,0.005504526716157469,0.0009787488198772516,0.006876207397099083
0.0,-6.918350101501894e-06,0.00020115005607313432,5.79874971866972e-05,0.002220411062083075,0.00013501276373274805,0.003194257647279778,0.00019886917828701233,0.0031855773080371507,0.0002982410802023535,0.00392215250742978,0.00039410287887495953,0.004828642691676908,0.0005119355154819145,0.003209154523125512,0.0005954765564913897,0.0048056403652944,0.0007340723324233522,0.0061005472518440304,0.0008803944693495385,0.004366235037769156,0.0009538996105493847,0.002396507198443392
0.0,1.0089717748728293e-05,-7.553086006540754e-05,-6.991206712913614e-06,0.0009556150498439703,6.018197605854884e-05,0.0037930579094865844,0.00017344419799133004,0.0048562519228092585,0.0002884267807782099,0.003968816518255098,0.0004023496124652459,0.004965517657812428,0.0004904256644133655,0.0031528536384876297,0.0006281978794498735,0.006439250124611605,0.000766348856737347,0.0053452390381756205,0.0008860084342644371,0.00548017771450918,0.001034161607147835,0.005703307691820326
0.0,1.4756911888283092e-06,-3.978885191399842e-05,-2.4092062938701684e-05,-0.001188886173575962,1.121965539455712e-06,0.0028890080219577414,0.00013125544899446188,0.0062670072824230596,0.0002775703579533009,0.005800630536284583,0.0003809967629258923,0.0029715468028541693,0.0005127263802474604,0.006829550736505879,0.0006523081066100557,0.005513253433992789,0.0007681378841017851,0.003955512458505481,0.0009276960861795202,0.006896016947666911,0.001068582026445121,0.005257595023072399
0.0,-4.736112876512969e-06,-0.0001609064461741022,-2.3663933774540916e-05,0.0012216437474191397,3.8920566211187e-06,0.0018159112643586202,7.434171513245697e-05,0.0028779635845031944,0.00021115989620240595,0.007660255597517575,0.000400840529466784,0.006666229640756737,0.000534538975188271,0.004569820879265973,0.0006499895357147228,0.004811853708557779,0.0008000199035618676,0.0077037859024704156,0.0009562659641337528,0.005136276118167175,0.001112434259348965,0.006830316249417949
0.0,6.529528213434186e-06,0.00012933474982621988,2.5733079977798228e-05,-0.0007701471419586225,-7.633980968160445e-06,-0.000416513033285662,3.782720706382533e-05,0.0035239836059081982,0.00018020998224212902,0.007155846387799677,0.0003602231851464595,0.007704173083658144,0.0005508127625007089,0.006523502668525547,0.0006808611583988261,0.005771848034646102,0.0008249839909640539,0.005735954445700537,0.0009751871964985639,0.004790573199513456,0.001176421685548069,0.01081556406248025
0.0,-4.7424778363063595e-06,-0.0001862348133675302,-2.1080852533711935e-05,0.0020503799380944265,1.1083766120998549e-05,0.0008496782699978082,4.068185813970153e-05,0.0013267288848215193,0.00014682799538471802,0.005924135653255355,0.00031335008262542777,0.00797729724468986,0.0005346576215956656,0.008778319493118608,0.0007222244180484019,0.0066096207449184135,0.0008604542407459257,0.00522237634913137,0.001004749460710491,0.0066085857449317545,0.0011816131434526952,0.007124942973099652
0.0,1.6550475409446787e-05,-5.4401637286070964e-05,-1.9536803160755307e-05,-0.0009739863367820903,-1.394212834999449e-06,0.0011270760265882087,5.733905811157749e-05,0.0031209524499298813,0.0001319534548028117,0.003648246912438686,0.0002808221790428634,0.00775785466034913,0.0005048986436132835,0.009851300368657495,0.0007222507932001574,0.008887122214190352,0.0009106962435755143,0.005662263659330322,0.0010637258619315539,0.004458025929439503,0.0011561429184892612,0.004067625375396939
0.0,1.2085956950305266e-05,-8.239146639328247e-06,7.0460503186838094e-06,1.1722964280834252e-05,3.121228195618143e-06,0.0012318453111844442,3.236530041560016e-05,0.0010558553986293189,0.00014347600077657284,0.005752646112039735,0.000280425684721285,0.005951849515727145,0.00045168345046233457,0.008523413337011407,0.000719917261510577,0.011972140730485947,0.0009604859273540257,0.006986123028966996,0.0010934784148404896,0.0044506067251258484,0.0011881870329093075,0.0032876212421111017
0.0,-5.81220704449111e-06,9.478965376480896e-06,-5.005992597759079e-06,-0.00016579334394089144,1.697857205376676e-05,0.0011557613961082065,4.708985952237208e-05,0.0022006224282147906,0.00012573112968230176,0.0034651655494572684,0.000258572914877333,0.007199505863534112,0.0004742721939459715,0.01033486992647538,0.0007041612678275185,0.008294543397282621,0.0009382496342975571,0.010358489619420597,0.0011438720972765564,0.004379744642918607,0.001265770589677242,0.006055070009492683
0.0,-5.846450753048594e-06,-2.362148584264151e-05,6.603547513069351e-07,0.0006596629714475907,1.6836123041571753e-05,0.0016783354018941967,5.543210581765997e-05,0.000786609875913466,0.00011947157243862906,0.004353176158680632,0.00026114204106960227,0.006938484364160559,0.00047895289697022075,0.009976754629309519,0.0006982874842773162,0.008507566086700011,0.0009267632337741868,0.008022414068324579,0.0011280350886846019,0.011164631791061471,0.0014418108847178332,0.012485486010289364
0.0,1.1440937082125111e-05,8.318161307029538e-05,1.497713870868307e-05,-0.00045831977979229335,1.8250139600290718e-05,-0.00037220376398784335,4.14605201612891e-05,0.003566372255213477,0.00013778216040320103,0.003998157387365194,0.0002846394908930049,0.006854708910226331,0.00047517954137353037,0.008817651410116891,0.0006663419575312069,0.007090612466459143,0.0008939807337158565,0.010727404062563839,0.0011856642857144897,0.0126505310537541,0.0015113588013541967,0.0131244603105872
0.0,-4.575972192633216e-06,-2.6397133463621466e-06,-1.1930874146014292e-05,-0.0006108290856368694,2.213592930926329e-05,0.00237050133848735,4.459231111962239e-05,0.0014421407313372448,0.0001620231121077928,0.006130371347994086,0.0003146368236034472,0.00636316898706244,0.000445454944702236,0.0049014546540719975,0.0006271744024570503,0.009246463546289295,0.000899733191128384,0.012633391836601381,0.0012366819891488036,0.014246721252162545,0.001540345086574118,0.010500536408600694
0.0,1.3506107104414277e-05,6.611755506541314e-05,-1.0352595034347628e-05,-0.002750262787964701,-9.975975710367895e-06,0.0025569917213343982,8.842368513032757e-05,0.0055981906364237334,0.00020172948764899277,0.002991602435061686,0.00028872012943806195,0.00429603480339866,0.00041721269740936065,0.006545918899892672,0.0006339164151274674,0.010049863776569929,0.000912513299855273,0.012562595621401905,0.0012474390678465699,0.014762549517109935,0.0016237465676831524,0.014826607266217932
0.0,-1.7387184609897022e-05,-9.501417566093643e-05,-2.8650537858194054e-05,0.0005710993677543449,3.2787659453163764e-05,0.002774764438955395,0.00011289625537915462,0.0035400801269081074,0.00019221569558136033,0.003688085752731727,0.00027770854381898484,0.0033004642868215187,0.00041483539815839374,0.0077964750630534945,0.0006315095989738484,0.00958154026001735,0.0009322931980907599,0.01335613343185439,0.001269203271949585,0.015220848448998599,0.0016505098041063877,0.014645944733416082
0.0,-2.3278257687907995e-06,0.00012051095472488367,4.018795794183024e-05,0.0015923544949205395,6.993643858440652e-05,0.0010461070251933694,0.00011148576756100435,0.0022226466646564653,0.00017421095820264969,0.0034631990275496567,0.00026805824799452726,0.00437641711143987,0.00043283737886459523,0.007515911757790101,0.0006338040667509383,0.009472081307048632,0.000947555340843322,0.015065732715807871,0.0012992049145459752,0.013935600429235591,0.0016447916486816072,0.013361714009020274
0.0,1.0937508320962908e-05,0.00020453141048362746,6.363496939579162e-05,0.0018897006931424846,0.00010764548710162126,0.0005788847346391127,0.00011165806336265206,0.0005245619826814801,0.00015450117308880891,0.0035695071600455393,0.0002695891508767451,0.005826696606869677,0.00042472856893374265,0.007008437042342278,0.0006769345600048893,0.011658333857535081,0.0009707005432110649,0.012676669985141614,0.0012893623572367988,0.01330839806379033,0.001686620370358956,0.017348793793000982
0.0,3.635764424662088e-06,2.5378857479385145e-05,2.6146506739498944e-05,0.0022777034747692867,9.911424908248581e-05,0.002909080757540816,0.00013994491643516644,0.0001245591445480405,0.00015480704179430638,0.0019469317336190835,0.00023877051285195442,0.0059976867571778685,0.00045795523787498914,0.009137550270058852,0.0007066934024041303,0.010753376649463488,0.0009744280177481285,0.012397335803422036,0.0013245820663304827,0.014319090105823669,0.001615839422155267,0.009847273543857537
0.0,9.088873551164349e-06,-1.4878891904779799e-05,8.91218500424319e-06,0.0015872533379067296,6.700358101668624e-05,0.0009055029771557941,0.00012204807412424902,0.0031318356919581548,0.00017646953636161155,0.003025950257215252,0.00027575410250547645,0.004699055835212085,0.00044116706528666975,0.008965978293612658,0.0007269027519209319,0.013043355268833882,0.0010242651109989937,0.01076818752307662,0.0013101089695510696,0.011770870388495622,0.0016253060023212564,0.013299596203674501
0.0,1.0360428762859943e-06,2.1025732218904883e-05,1.9180817747484642e-05,0.0009229184082946425,1.505223325332344e-05,0.0012159037186678845,9.125705255235592e-05,0.0032589400410760728,0.00019657429059648,0.004856569216450509,0.00030815395418933917,0.005340273257447295,0.0004852892694959614,0.007354795743629137,0.0007193948913571175,0.01213433203963669,0.0010419584406612746,0.01317864984857248,0.0013302615691743243,0.010118897437580852,0.0015715314832318986,0.00933921950499333
0.0,-2.3768012969662982e-05,-8.959659983261405e-05,-2.3473807602711912e-05,0.000861875736148394,1.0108658527543474e-05,0.0012788506052841622,6.435829738283077e-05,0.003279061789520391,0.00018260309618452919,0.006286706262824995,0.0003504871323220816,0.007022926532422788,0.0005347267515359445,0.008177906877281812,0.00075828685949694,0.009602941413296895,0.0010225193235351754,0.012058593665930902,0.0013148962110647393,0.009526368275862987,0.0016131559337333305,0.014215692796034539
0.0,9.503292175829797e-06,-4.464088206654922e-05,-3.422848954682009e-06,-0.0004065839640950275,-3.1352474493329834e-05,0.0010382480044666318,5.7505336859855805e-05,0.00403105937595197,0.0001831430335359172,0.006086056744575506,0.00036344087419022604,0.00826119532840054,0.0005929610469998817,0.00947658387312563,0.0008095028965588827,0.008011185803235649,0.0010086315795080384,0.008660900475942063,0.0012833683792526412,0.013633087909749078,0.0016368873626991566,0.014024777974826931
0.0,-1.2522951891227913e-06,-7.676520445822014e-05,-2.3435167477339866e-05,-0.00031748408063403904,-6.403398973827141e-06,0.0007224178700751939,3.6598776166977896e-05,0.0034566393963122812,0.00016992487725352919,0.007849075822355844,0.0004153791237134331,0.009566452857373994,0.0006214639065319756,0.00812923936917707,0.0008190870592050706,0.008654240457434218,0.001029703270627985,0.007836324505995413,0.0012965366742632108,0.011492503895223318,0.0015698524413881357,0.011118988583726947
0.0,1.8556074493623108e-06,-5.1823421048108856e-05,-3.7242245058096243e-06,0.00017782779265731333,-1.7968763427027193e-05,0.0005472347294264642,3.973556102114685e-05,0.004664985311280376,0.00021390608374305015,0.006691163007738068,0.0004138540463531029,0.009687624711656233,0.0006275877739100558,0.008155339937713946,0.0008457767042101981,0.008585762956634112,0.0010686260983648454,0.009689151919780547,0.0013077470991969741,0.008527829551480987,0.0014722865447898959,0.005538643587586012
0.0,-1.697379348758113e-05,-3.273405448201008e-06,-1.683669647772187e-05,-0.0010040740659435447,-7.07173435797941e-06,0.0028945414579679344,8.918110719767839e-05,0.005132271822515101,0.00023216845453469899,0.005573088317772874,0.00040885704978856215,0.008169595763040008,0.0006233303156678887,0.00986054749804158,0.0008836279770713828,0.011248824030959026,0.0011216126884043942,0.006222508529812881,0.001272127032032521,0.006169207354206125,0.0014696926444326712,0.009310060282871171
0.0,-1.1796008849508744e-05,-0.00011375330624879182,-1.1514527489578708e-05,0.0016996870611249658,2.9976446113089296e-05,0.0027594000270350968,0.00013440560563358098,0.004550431677806961,0.00023612944046735813,0.003921289401455778,0.0004064420704558027,0.00897808645682081,0.0006560414962646552,0.011839786265453045,0.0009036097874384902,0.007307150830158967,0.001122103637329685,0.008989700198993441,0.0012905434034694138,0.005448613077596445,0.001392396964251546,0.0031454113385388336
0.0,-5.475573193585509e-06,0.0001503352015849591,4.752379051845257e-05,0.0017329766203984717,8.663187417325432e-05,0.001868344402305649,0.00012983462972032572,0.002860633035549694,0.00025266009280431603,0.007120818494177154,0.0004540679175080983,0.007243553995904019,0.0006627062317132999,0.01052436901218772,0.0009162129112890035,0.00981289669516007,0.0011222341414637263,0.005593129298236955,0.0012740132863455478,0.006450064941266079,0.0014111266265633164,0.005067019212060297
0.0,1.8023480840289115e-05,0.00015189149809421884,5.805320674930099e-05,0.0017952668521519623,0.00010374351371871232,0.0024956620194335217,0.00017296771547035833,0.003404883368274276,0.0002793045927041483,0.004767547321060163,0.00047984710796954074,0.01087221363831936,0.0006984227594080759,0.007727461703352916,0.0009118227667652898,0.007311895892524895,0.0010931495256286282,0.007949443908682028,0.0012769651174495559,0.006776165598975151,0.0014257223918468498,0.0054112814037094075
0.0,-1.9490111811336965e-05,4.22403793992927e-06,1.0986086881796507e-05,0.002412434302433123,0.00011668073577306083,0.004837973006861627,0.0002132229753091701,0.004519652352018794,0.000341100978646897,0.005608888668335847,0.0005074092779103725,0.007574512365609802,0.0007110667302749506,0.007694491919899039,0.0009045284953907058,0.00814535336994149,0.0010727429237508757,0.005816812541945726,0.0012656854550577136,0.00896733982148038,0.0014676119964773088,0.007517094185304414
0.0,3.989655202028963e-06,2.3267447059283394e-05,2.5872446574936046e-05,0.0022081399496686497,8.487257860969794e-05,0.002869212188785885,0.0002485664729881876,0.008734098668160772,0.00042191982721915676,0.005631374527833779,0.0005502094564721295,0.00550229877908421,0.0007040746758184044,0.00664215515863555,0.0008781408424227544,0.006634412210867123,0.001070811922651016,0.008022654160385029,0.001264126893789439,0.008780657409245683,0.0014833184426031743,0.00838115022398777
0.0,-1.340814249116988e-05,2.3492851041487273e-05,1.8102419030582687e-05,0.0022626205622355198,0.00011395089994212893,0.005511968428205815,0.00027433587797622965,0.006872837941696042,0.0004452437339138943,0.008193345971064732,0.0006190001047801714,0.004304319558374806,0.0007136220105260969,0.0031458834823675274,0.0008398677944613003,0.007737437929665992,0.0010645786378079179,0.009753358386277564,0.001275863242045049,0.007464481070651571,0.0014788052530632422,0.008514422579969089
0.0,-1.2960630002941318e-06,0.00011188707722838873,4.57378787127154e-05,0.0026258173427597506,0.00013943551163817864,0.0052469950161196715,0.00030596391656183866,0.006841718617987462,0.0004836131929278634,0.0075239773749525545,0.0006145660227386641,0.004680580587385758,0.0007378384493746887,0.004584876060538072,0.0008746325619327902,0.004732769794104583,0.0010207402990468227,0.009001065151598011,0.0012691899693717606,0.009432329613452256,0.001501712438980529,0.009406313104672586
0.0,8.562928370929586e-06,7.176247219791047e-05,5.21826317079525e-05,0.004070562360979957,0.00019210384592927474,0.0059447267584787035,0.00034451075906943287,0.006124281742322771,0.0004745489066611629,0.005973484747214714,0.0006259408716539,0.0052577034331315565,0.0007573541177957341,0.004410070757934887,0.0008993654257636971,0.006352950506855304,0.0010269413913031591,0.005871268644441684,0.001230142131381,0.010592672315861083,0.001538436886813863,0.01297919267995625
0.0,9.163646829134573e-06,0.0001443158973765067,7.932821290539004e-05,0.005285428928065057,0.00022301022869883357,0.004911294255949436,0.0003652741506298724,0.0055517006471883104,0.00048696721710217173,0.005688280130014033,0.0006230572610894728,0.006402377160561968,0.000784044766479235,0.0041982204760931,0.0008871373684214449,0.005521357313520959,0.0010536553281193322,0.00702498414056282,0.001256943206882887,0.008529064707295378,0.0014234628483485831,0.005599389314892618
0.0,9.701164989762738e-07,0.00012197840790866177,8.57217412376012e-05,0.006488650878022292,0.00023668769557654996,0.004648924231872258,0.0003595435122933004,0.006517316473172479,0.0005232186459143331,0.005781999230690618,0.0006372057164000773,0.003743994085215611,0.0007485660453048591,0.00498017978198859,0.0009240326065498857,0.007926868458744452,0.0010996740768651773,0.007043392640368241,0.0012364939042364047,0.004438308043045571,0.0013827272620676693,0.006666380543284234
0.0,-2.1052173934578608e-07,0.00017735812600237,6.468986813244422e-05,0.003158423612415522,0.00020152625810698522,0.008508034088318413,0.0004054150059800677,0.005859243593426419,0.0005231985283897441,0.0044834045659885805,0.0006226681197211392,0.005063574901303473,0.0007798964966619635,0.006425526694594415,0.00094424352369266,0.0067925963611151765,0.0011150451501258565,0.006127953591494427,0.0012352617546493327,0.003176605900678628,0.0013219728896375852,0.004074567740429524
0.0,-3.747178485730893e-08,-8.210144311663159e-06,4.104296056984419e-05,0.004980124658698328,0.00020675640727745715,0.007492898555034176,0.00037519691025926836,0.00586538079040175,0.0005114601734018047,0.005770875938322671,0.0006605391464721946,0.004744452208703376,0.0007992113264124871,0.0075432741694891,0.000978775348530231,0.0055654479896701,0.0011096647984426729,0.005236074823358034,0.0012137239770841934,0.003791070580185355,0.001314388093196641,0.00402916450098535
0.0,1.5758742396691432e-05,0.00021734784897756984,8.344655016213342e-05,0.0033747011594025865,0.0001806694642013417,0.004467443009754224,0.0003168152468370729,0.006998794089964051,0.000513408233225252,0.007872594256604123,0.0006905048469937044,0.0063542460802180475,0.0008544737424195405,0.006854032208976534,0.0009820368170644022,0.004293669892805241,0.0010928167280955562,0.003426848420790602,0.001209773403543636,0.005071582248972003,0.0012973769897283395,0.002840279870755601
0.0,2.7321892561018763e-06,2.6712974950916702e-05,3.8063047224599e-05,0.003512475454275888,0.00016246943245091743,0.006187253290650374,0.0002927999008847579,0.005903467345416624,0.00048826873301329783,0.007818378569976255,0.0007268860708480528,0.010488090349819762,0.0008957716960015987,0.0037560670951609144,0.0009853475656133863,0.0038932662166271375,0.0010933822537282636,0.003959390943330428,0.0011854534420760743,0.0044448019095139025,0.0013176355010816126,0.005588942811962782
0.0,-4.5603800803205394e-06,4.443417069368388e-05,1.7339861027648907e-05,0.0013473177713998101,0.00010602280619653879,0.00583230423372843,0.0002807950457802492,0.009361998895173473,0.0005208662652501796,0.007469313526437708,0.0007069593025001623,0.00817658322233282,0.000906828731162195,0.007570891237927898,0.001021498535046371,0.0024635548768271376,0.001085179177009056,0.0024144969713292765,0.001180908257246016,0.004336281149679172,0.001302392973559309,0.0055218587780841
