0.0,-9.370171071620813e-06,-0.00020881457715457599,-7.461573640949875e-05,-0.0038337641484663594,-0.00017466697500402578,-0.0007221470786678593,-0.0001986214427592966,-8.942478610477785e-06,-0.00015324800117389188,0.0020718770704467124,-2.828063303092049e-05,0.00493050917614184,2.9863910782041533e-05,0.0009945424797040275,0.00017081809821825153,0.007503532772996806,0.0004154082626956521,0.012201377645171804,0.000639020673018097,0.009431373925196596,0.0007860018025788453,0.007962243647262102
0.0,-1.0161338380419084e-05,6.0328941083189535e-05,-5.179377500582621e-05,-0.007220963813038758,-0.0002097623322225126,-0.0022486665536193143,-0.00023262779732060877,0.001432647181685485,-0.00016743533449110141,0.005464182006913131,-3.52640252523361e-05,0.0052025838727528684,9.012826495524469e-05,0.007427793982916965,0.0002650025428443865,0.005405411669231652,0.0004058317148509207,0.005102633607511031,0.0006374251777439738,0.009952636256872429,0.0009266649011542504,0.012806383307616586
0.0,-1.7280640436369377e-05,-0.00042319624568271796,-9.130188201051085e-05,-0.0004592380648643959,-0.00017728298690909783,-0.003635106296637045,-0.0002353665093809298,-0.0012791289556882992,-0.0002114813513701882,0.0026878083432601784,-4.0268461454269484e-05,0.0070035603084692465,0.00015781081140625011,0.008555980069099807,0.00032147028274857886,0.0019355765284396476,0.0004352422474383157,0.007118924317710184,0.0006659927069727154,0.010777421380700907,0.0009515776308472263,0.008628889278674992
0.0,-5.571488120568807e-06,-4.215276807570703e-05,-3.664305208265364e-05,-0.003499491562599788,-0.00016444155153910237,-0.0046859887666997465,-0.00022976459925176443,0.00014925141093092022,-0.00020077911206863955,0.004268177432188241,-3.81712350515626e-05,0.009353179819836459,0.00017435658122553913,0.007478718850674527,0.0003190226767975541,0.009233794652290173,0.000539438006038276,0.00549822360225035,0.000724790750566659,0.009012456246085909,0.0009300032434810325,0.01394292415085543
0.0,7.708360671962758e-06,-0.00024056923807637819,-3.405493230646427e-05,0.0001543322009544198,-0.00013544889824170837,-0.005125925820472331,-0.0002139723329393548,-0.00034094397879608636,-0.000138053312965082,0.0013567315043170021,-4.3172012281142906e-05,0.006415594385823899,0.00011673807676885253,0.006120585500540796,0.000386087831260956,0.011259043450895324,0.0006179827064813443,0.007211456767217942,0.0007673609181369038,0.0020672461348235005,0.0008719901858620807,0.0016980807186074754
0.0,-1.6488846566906307e-05,-0.000204181857820338,-7.303218736063467e-05,-0.002540095845906539,-0.00010323071700701574,0.0008910289040444984,-0.00010528126113318342,-0.0014212755627741568,-0.00013149695844297818,0.0013018326067854948,-6.802591524395361e-05,0.0057453104408603595,0.00014808206306294181,0.011146780140446592,0.00041470391672026745,0.012198445606341366,0.0006435976501595749,0.006497008779835447,0.0008353601055909169,0.003921968725454543,0.0008771080146687542,0.004346096406856142
0.0,2.4561963124011822e-05,-0.0001852643052164587,-1.639708862997337e-05,0.0005513810464630733,-6.804572028118308e-05,-0.0018033369381253955,-6.588434393027516e-05,-0.0024663621123043296,-0.00010752719993985709,0.0008420256277176769,-1.7465108828554956e-05,0.0038705486531770664,0.00015467648354514383,0.01043616942809203,0.00044574554389703743,0.010548266938600195,0.0006672635856382238,0.007174287755207648,0.0008207982506945893,0.006824860389773271,0.0010233412137285443,0.010193410284224753
0.0,-1.783609868407028e-06,9.307522676263048e-05,4.057698968060775e-05,0.001513109632374601,1.836347626953407e-07,-0.0035474265515014047,-7.59207130086485e-05,-0.0016118563584232185,-5.8975533524520994e-05,0.004337449923466498,4.8755214362573194e-05,0.004553429351628089,0.00022370320295637077,0.008822767354798885,0.00041011024802041534,0.008163125283781167,0.0006319410024170103,0.008962606597427024,0.0008838465178278423,0.0060367782658087435,0.001087689973665071,0.007046807453656586
0.0,-1.0938557516386504e-05,-4.400532362193636e-05,5.7409352500557425e-06,0.0019149233467301739,1.5238946090850006e-05,-0.0008524477595608706,-2.2571032503933455e-05,-0.002473514400089442,7.310217568001034e-06,0.0025364678011168254,0.00011152835225323244,0.007244402661330276,0.00026683724775534686,0.0032655778827223414,0.00039550224947984417,0.00736173685592463,0.0006215874541286388,0.01186859996504185,0.0009021082744927261,0.01253534418444566,0.001232601269769191,0.01777489366813013
0.0,1.730284715633975e-05,-1.7887660155522837e-05,-1.9349265061911402e-05,-0.0020465757340976777,-2.283603652970659e-05,0.0009787866696103081,5.135774051621104e-05,0.0058358609557542665,0.00012154025753459839,0.0005453940671528411,0.00015512071946596894,0.0030447084306571815,0.0002613642683660851,0.00509941468174942,0.0004193086575031476,0.008548078091970343,0.0006188476039438091,0.008123217339694799,0.0009059091062213113,0.013901836735006865,0.0013291942460445295,0.015568422674947768
0.0,-1.0479860049996589e-05,-0.00012393941487818435,-5.245783980428566e-05,-0.0009315452601529938,8.385735075893731e-06,0.0028867900909617626,9.35626244867016e-05,0.002625331677738681,0.00018944065934475192,0.004494224828122594,0.00023838418055986452,-0.00028068433241006476,0.00027072677766862703,0.0029056134751753076,0.0003960843982683204,0.006717180343939974,0.000643943532438012,0.011641303203553095,0.000985583823892465,0.015744439995621695,0.001258524218545693,0.007579603090402053
0.0,1.516633211290455e-05,0.00015393805248386505,2.155500993145427e-05,-0.001586964361016231,4.5333959308070055e-05,0.0031613064389699333,0.00012822719860407808,0.0051407173855177015,0.0002249664011634756,0.0034465095944786056,0.00029598155339494354,0.0007813741357611237,0.0002994389812334512,0.0024277470951694514,0.00042113953023399604,0.007325649194482665,0.0006808778178465257,0.01575615213577514,0.0009969468218272153,0.01205640364439244,0.001298760737493473,0.013358431744215759
0.0,-1.3846072782370369e-05,0.0003387674730593624,5.652089121339347e-05,-9.231928305216941e-05,0.0001173618761838711,0.0034342588613345162,0.0001791384435690979,0.0007155584433574438,0.00024198728562160402,0.0029839951552026412,0.0002812405493430547,0.0020209100776432043,0.0003691893225299692,0.004074095473330659,0.0005049012696845899,0.005247031225363021,0.0007109989089166397,0.009047093484828734,0.0009615174199672265,0.012549382180611784,0.0013522989232980479,0.01331302322887864
0.0,-7.749776230825168e-06,4.588364092963157e-05,4.4104471661932374e-05,0.004801866482674077,0.00019361069112146505,0.003546062051628377,0.00022765030841591634,0.0024368449091055145,0.00023120244821482782,-0.0009668854099796031,0.00028308998217607163,0.004858563343454425,0.0004548470861905402,0.007909731420357884,0.0005736682829712748,0.0037796455593132297,0.0007401415547586666,0.01194519995568533,0.0009918823339873121,0.012829325338494737,0.0012773930249980522,0.011269764629548332
0.0,2.4606412141821645e-05,0.00041128875079491067,9.670158427352883e-05,0.001538156177503964,0.00019171498147283305,0.0014244822616150065,0.0002261614670266336,0.0013284342418412884,0.00027745401588497287,0.0026084983411440352,0.0003464170637695671,0.003420773778756709,0.00045503774351774036,0.005109410120445379,0.0006274934332051811,0.00876439946459175,0.0008441964275003942,0.005159742234337836,0.0009918248156498871,0.008951046320747894,0.0011854598264566829,0.005424375365735844
0.0,2.2420596696229e-05,0.0001566363026048911,5.689378527614526e-05,0.0018404560366738145,0.0001586139413611806,0.005423887065914545,0.00023707732922142574,0.002960324988031074,0.000325503841903811,0.002522415567694969,0.00039555128406806893,0.003732670690260183,0.0004978668000868401,0.005456647200455576,0.0006906867350324617,0.009011261976305876,0.0008866228166178355,0.009703809792685134,0.0010360385160706087,0.002959085835366716,0.0010478343478460962,-0.00342510167151446
0.0,-1.726477231714474e-05,6.213463765786932e-05,-1.2684398828070202e-05,4.918331531390439e-05,0.00011691903249167848,0.006035893699756961,0.00025300236932134727,0.0032201961323897244,0.0003548887459110117,0.004367981600682935,0.00044174298671723994,0.0036860322059749755,0.0005799061419298531,0.007945934701207231,0.0007662113830933707,0.006387572585894978,0.0009090558807496033,0.005880584476908297,0.0010173051729253245,0.0028153342581598933,0.001087555941595323,0.006031924641036939
0.0,1.616328350759779e-05,7.142560184112917e-07,3.055712173943244e-05,0.0019370482375759017,5.861228843690956e-05,0.0032838005467383715,0.00021677873696435355,0.0062745031442596995,0.0003758924581369572,0.006604654711936057,0.0005172643492944122,0.004976714073118794,0.0006924078250451917,0.007973571799670372,0.0008145822186875068,0.004859528796248151,0.000924642167415352,0.003621273950648481,0.0009724560673252834,0.003428646473181334,0.001131321556383376,0.003746209464845062
0.0,-6.909074309156281e-06,1.3213490979771996e-05,1.00324164858796e-05,0.002542277363841056,9.107058775072947e-05,-0.00014612082310015554,0.00015533660424593972,0.0047776281239275305,0.0003647280782486439,0.010564497612467161,0.0006284252698027074,0.009071939733716498,0.0007994477900173671,0.004651039017536524,0.0008352505143057472,0.0018101407018650249,0.0009154199097798093,0.004224556631145712,0.0010138147424269175,0.001814179916232383,0.0011080577944891923,0.007509012816154639
0.0,1.686684329974769e-05,-3.906270121641622e-05,1.643967905481278e-05,0.0012791491291645667,4.3085842579638085e-05,0.0037771415872024216,0.00016495449195566848,0.004959153392481635,0.0004186322296288764,0.011070613934593982,0.0006524966670050202,0.010424676777287707,0.0008508851745929442,0.004488982063918639,0.000919214131157053,0.0035744089472950244,0.0009311943626717444,0.0015375758871108691,0.0010068907975603707,0.00361544733921725,0.0010871259930965267,0.0026122745940330766
0.0,2.0474462663773684e-05,-7.749754342990506e-05,-3.868891939549098e-05,-0.0015697490692862146,3.5731164353271776e-05,0.004695299161472247,0.00022931227270485234,0.008144514600528917,0.0004474438686577495,0.008094753932391082,0.0006795143567870336,0.008450922035014167,0.0008493248071136209,0.006557417591017187,0.0009871950937291299,0.004872581209183295,0.0009975803031672184,-0.002426603321135848,0.0010032143966127783,-0.0010793099447980025,0.001077083692811238,0.004859016917910928
0.0,-6.486203145062475e-06,-0.00023570588881240343,-1.8602848141461897e-05,0.00349882980341337,6.994429173181311e-05,0.0055519852055706575,0.0002629845692851674,0.006238358858102546,0.00048642804717771525,0.010359661199000553,0.0006864637032129872,0.007179311814668544,0.0008786229455618209,0.008618330109526463,0.0009895919875698657,0.004263480864735862,0.001070520365031178,0.0026604313325886706,0.0010737477432597436,-0.0017029813937974097,0.0009148007364542181,-0.007339791074499198
0.0,8.401691761559888e-07,0.00018503361339455046,6.582614359613248e-05,0.003264810457507729,0.00014187177427839418,0.0023109736439356154,0.00027950615958152026,0.007467835367000375,0.0005049076401422169,0.008228773756888505,0.000715545135698136,0.0061415360891445055,0.0008727752714122737,0.007870878149365202,0.001031249877571461,0.00636762194139921,0.001132116936663157,0.00043372415620894527,0.001055230638302341,-0.007545988418102004,0.000990641342607023,-0.00018860083735577145
0.0,-2.0833167503587447e-06,0.00014661382862795312,8.055872575151497e-05,0.005104660673651032,0.00020687523186639026,0.006830200322136184,0.00036145217051080085,0.0033996303582866315,0.0005006279421543181,0.005925828950601074,0.0006895145338488699,0.012036837499748805,0.0009387890177469717,0.008334749966506322,0.001068491082519895,0.003396711326353651,0.0011143516094690997,0.0011031043326852627,0.0010789678272138806,-0.0023745758730021093,0.001034706855334675,-0.001680370886162302
0.0,-4.481529937145092e-06,0.00015152657950357227,6.981616063507689e-05,0.005577430806868297,0.0002720970298569591,0.006637741835000895,0.0003943994475082094,0.004650540706449135,0.0005294874830545031,0.0048539870944103005,0.0007265745516906386,0.007857572038936316,0.0009421488080644594,0.009410323997267735,0.00109166186858816,0.00379373352295364,0.0010930299869685008,-0.0013323493181798536,0.0011114080601068756,0.0018647347012801753,0.0011130567106257879,4.6135287679427255e-06
0.0,3.8752116677169355e-05,0.0002949920016865723,0.00011273040934032809,0.004177339376360697,0.0002382294668863264,0.0049687420069177484,0.00042099720690098473,0.008114184117671773,0.0006118949683597817,0.007099247835802617,0.000793362612138129,0.007819929557345772,0.0009113885321116512,0.005502379450832592,0.0010425921735461388,0.004147844096057809,0.0011226556251000685,0.0011707971372381181,0.0011546859511601202,0.0027359588613343694,0.0011507201880723915,-0.004836595330455295
0.0,-2.784035676461979e-05,0.0001873422983701058,4.967137464914574e-05,0.0032933874319521677,0.0002345107391524601,0.010062131818844845,0.00045525037375366927,0.008528814435667654,0.0006712511091797352,0.006909398144150712,0.0008448922622753462,0.004096553541207643,0.0009165586602849904,0.001964607866098952,0.0009861846016946374,0.005491460020467635,0.0011241671595589007,0.0061057243467821445,0.0012160701870411877,0.0027481497929446735,0.001231252236667555,0.00046582654781567175
0.0,-2.77333091752691e-05,0.00013322985741449794,4.3078434724789136e-05,0.0037645663878154685,0.00020573449629692958,0.00824902065065093,0.000491087413493938,0.012944013438772365,0.0007440645946020904,0.006244857062010353,0.0008355071542152167,0.004743878445972341,0.0009172801468663776,0.004627817073362441,0.0010119166657381214,0.000594506228492546,0.0010929634989127715,0.006712012523788278,0.0012201192918935746,0.0055163223680997015,0.0014041641432503585,0.006796947674130551
0.0,-1.4607780447939728e-05,0.00022607966219298373,7.219974745086569e-05,0.003919084689790692,0.0002422472534886371,0.009392600599026472,0.0005020117330224349,0.010089915402327199,0.0007052181257519446,0.007259848590464756,0.0008785095590780422,0.002782651749296075,0.0009529089541954077,0.0016822851301562405,0.0009903642543280693,0.0038051699765747553,0.00109754399709119,0.004464017656656275,0.0012404999498795077,0.010468327801784976,0.0015108048114964353,0.008866383212948168
0.0,1.338942348042892e-05,0.0002637764181628503,0.00010749584181979078,0.0062971146935727204,0.00030315265364781334,0.005236295819188013,0.00048388730091571277,0.008949831282607663,0.0006795432604099501,0.008991441551192698,0.0008860776457540556,0.0079068179594305,0.0009650681525323815,0.0013499011747498423,0.0010000110292136353,0.0006783862773771584,0.001092570975915299,0.008342235279289298,0.0013284900941890056,0.010222196469771351,0.0014869630709049382,0.004735721780822899
0.0,1.9904086347184036e-06,0.00033392171603224916,0.00012290644783870258,0.0058620366788043506,0.0003073694038872671,0.008258564507967085,0.0004882199446172867,0.007209454096975969,0.0006879497334572522,0.0070671651729702495,0.0008334379358322934,0.003664836685576841,0.0009325242242837765,0.002132579549379976,0.0010696970380247956,0.007280508004545168,0.0011550515388384687,0.003820265918441551,0.0013262439962536726,0.00923814729775583,0.0015419099744006855,0.005879369529349042
0.0,-3.688561631126904e-06,0.00016129579186849796,7.168220916012646e-05,0.0053282694279541964,0.0002773245863351899,0.009120020100775502,0.0005450366034830864,0.008988334097085104,0.0006579142606900012,0.003690965653512241,0.0007672986088310562,0.00795974068992272,0.0009322120775901023,0.005328500311597094,0.0010890022886090667,0.0065243009106752,0.001242801369932648,0.006725223129662282,0.001375725647435543,0.004376175750302356,0.0015095645262795836,0.006893653975455635
0.0,-2.546087295433583e-05,2.3438838609654133e-05,7.949604062949308e-05,0.009180759573161777,0.0002733697341712323,0.006281174165039182,0.0004753100380942452,0.007918733238352007,0.0006425365210462319,0.006437977800328171,0.0007632060105578375,0.0017762448306543927,0.0009100400661056897,0.007550094389973629,0.0011143794963782803,0.009408401072159728,0.0013213811018046944,0.007238574998952299,0.0014207662454146488,0.0022529982426085413,0.0014609230329739162,0.0008588423839442966
0.0,1.0261914610073541e-05,0.00028439903188563135,0.00011980340187239528,0.005741626768819938,0.0002303024083225212,0.004110581210527792,0.0004133403695288631,0.007859012294846784,0.0005917795096139287,0.008739102653777977,0.0007621908703157489,0.00663903396519161,0.000937846816989429,0.007889743314269476,0.0011472541337559853,0.008943241837467693,0.0013404764412207556,0.005985274372228334,0.0014551534264435966,0.0014487612963250266,0.001505631704198742,0.002276133524713683
0.0,3.4946389778099666e-06,-8.940828044506805e-06,4.5485395668146924e-05,0.005089801999307739,0.0002052352426965554,0.007911739532565954,0.0003666722826698373,0.0038995685680130177,0.0005024932880686375,0.007092377984766007,0.0007651646210542483,0.011816852705808026,0.0009996576370785687,0.006301644349628165,0.0011972507711192437,0.00777991071686988,0.0013163705629639316,0.005646956153780668,0.0014700309875129002,0.00540867329250324,0.0016241416890670208,0.008248432168981957
0.0,3.1696451815953854e-06,5.0831465070272415e-05,4.2022373557778527e-05,0.0030939482345249316,0.0001237985564447672,0.004207254057306278,0.00027653689122031713,0.008143023304237653,0.0005104612962735641,0.010097817094616468,0.0007458831190157296,0.010737360595554876,0.0010260506217237872,0.010777139582336568,0.0012296381975091413,0.006423944829134148,0.0013093683638694957,0.00175115176572669,0.0015008889339833504,0.009001713018561348,0.0016941319989101204,0.006720907520339356
0.0,5.765014365425389e-06,-0.00016879576549415668,-7.766807703057052e-07,0.003305471708435011,5.3954044773751417e-05,0.0021878656521519477,0.0002126259304084737,0.00928129277645647,0.00047622935073015986,0.010888716400911512,0.0007970770742041893,0.01154216398622429,0.0010073973184910284,0.00681982369263601,0.0011822273484641853,0.007567376688759557,0.0013922593162733058,0.006810432724257712,0.0015415426925148034,0.00637057705071353,0.0017256016635274554,0.008493060603641326
0.0,-2.679989019450441e-05,-7.182910205392364e-05,-2.3422949212236617e-05,-0.0004776735767457627,-9.533863668886588e-06,0.0056283108496392766,0.0001879764293984932,0.010171457740483942,0.00047455208969975743,0.011692549016459814,0.0007526613945658177,0.010644709036237257,0.0010021400067400476,0.00950513640431169,0.0011800165774176418,0.008432019673261591,0.0014242333039612694,0.008637299494534942,0.0016125818613984067,0.004815430956030404,0.0017253823329678284,0.005735246718802094
0.0,-1.8594281994054743e-05,-0.0001757821469493491,-4.046623150633987e-05,0.00031870275290085806,-3.7952274611335425e-07,0.004951335136178046,0.00017230506904544328,0.008594595575148899,0.00044912503712374633,0.00976586744012545,0.0006989495763577699,0.010201288465191354,0.0009464032680179754,0.012652945240491707,0.001261461484234797,0.007611653871575195,0.001441209941277,0.006843806092115298,0.0016148983657445033,0.00671658174530983,0.0018520389951872157,0.010832586763308078
0.0,1.2154305878907383e-05,2.6516082188086576e-05,6.344157882900757e-06,-0.0008740823009528019,4.990076212457024e-05,0.00648485671441726,0.00018820035829698726,0.006119232940048361,0.0003464798353541939,0.008206656024030782,0.0006556870963656839,0.013411914134905268,0.0009776343419808506,0.012906920275407388,0.0012287092927857285,0.009995072567008925,0.0014651229529968107,0.007511440379201087,0.0016898740927508212,0.009552792635673475,0.0018593104295741207,0.006334428236658401
0.0,1.5932243220107584e-05,6.959112108930187e-05,5.8492004817862555e-05,0.004071191939910975,0.0001289229293504429,0.00025685085152952727,0.00014445710076590337,0.0032536590276418605,0.00032750475910958183,0.00944561926599659,0.0006243088904362422,0.013341562985868853,0.0009189256047584803,0.01223205842174487,0.0012316836186378112,0.010078319289102206,0.0015031044420850698,0.008220428715719551,0.0017314041676271352,0.010604441149570014,0.0019282362105578162,0.005947287948159246
0.0,-2.655702025101156e-07,0.00016425287613078333,6.31283650820745e-05,0.002306202594620054,0.00012345975585517093,0.00382705019498135,0.00018528605619716842,0.006227747123626029,0.0003412615537458715,0.004977227115990018,0.000542919461889904,0.011298020528966323,0.0008861249447997231,0.01450516005283116,0.0012206810271882273,0.01299505149903482,0.0015193988507635544,0.011113577692742165,0.0017801357451065812,0.009499732991437448,0.0020300636883574257,0.010315993836895604
0.0,-2.0504033701527336e-05,-2.9053093563908883e-05,-6.356687649493582e-06,0.0014241352678445174,0.00010292761623173544,0.00721481222351874,0.0002494279604001226,0.0028982594551777946,0.0003422618314587274,0.005400289024463509,0.0005253294321288172,0.011307167938472324,0.000825229410851822,0.01204777497964987,0.0011730577596919243,0.01300599115308474,0.001552795160278062,0.013515986759427459,0.00182423848512242,0.011294788672424137,0.002140916804904584,0.014321272976978314
0.0,1.126120609465154e-05,4.7638008992233004e-05,3.2660333131872865e-05,0.001537311802627226,8.536831330452452e-05,0.0034704133528440403,0.000209427084544686,0.009204887266986176,0.000387805394259376,0.0071875245404945925,0.0005431936048851944,0.003394348682749811,0.0007706905252926142,0.014292649182273614,0.0011349261682396994,0.014199556390157799,0.0015168559315135552,0.016978754733202997,0.0019013672250420513,0.013290831915539467,0.0022242994576293818,0.01183840920798185
0.0,9.86540548944748e-06,6.028608667808216e-05,2.2233191743452166e-05,0.0012539279273922153,0.0001001528184739576,0.003726682022034123,0.00020082635969138166,0.0031340183327613273,0.00035969620084962475,0.011237757800920034,0.0005777256787153961,0.007684332122124538,0.0007759969525959706,0.007479308796980268,0.001069043029332878,0.013555287637433702,0.0014868884858266034,0.017117073978166517,0.0019419759597027614,0.019911166416734516,0.002380184718927472,0.016867265466139054
0.0,2.0277606987857335e-05,2.4589751679292836e-05,1.7260661895723988e-05,0.0005189690617704123,9.612860763354022e-05,0.005141472388307476,0.00020921501933978862,0.0075136026762673835,0.00034783103255148375,0.0055034857617107516,0.0005430093352836113,0.010048822653258299,0.0008112421012684856,0.007764884029630766,0.001067929599066761,0.012902162361447868,0.0014209655655695527,0.019311280134245445,0.0019554405313341634,0.022024825784484968,0.002583014219232992,0.026706081182497246
0.0,-1.1013588841942658e-05,-3.0184213726218084e-06,1.7492458613352526e-05,0.003018947869721997,0.0001013192427748744,0.0019845452692451243,0.00018439141674408263,0.004782227299810835,0.00037420765689524484,0.009720491578770673,0.0005217938008383751,0.007289118229737259,0.0007756171532405783,0.008792738061280586,0.001068787954895893,0.012550789376073889,0.0014398862279509587,0.016380438301728455,0.001968638155292541,0.02610855516433763,0.0026686453970154547,0.028702338410573854
0.0,1.756419560204844e-05,-3.681247880846371e-05,2.0637122934958138e-05,0.0021062793552852374,8.529707767052484e-05,0.003234963090186784,0.00020733818008213003,0.007469795325336691,0.0003342713556319565,0.00729360300332863,0.0005294818686226171,0.006424035679866148,0.0007544564024819737,0.008856315371978356,0.0010175097817930125,0.014822793873118559,0.00150590509527172,0.023728505939696092,0.0020480107979915655,0.020002837966552157,0.002573824059516995,0.02225954221230623
0.0,5.603028006206177e-06,4.26532810078734e-05,2.0364381506389587e-05,0.0012416101247879892,8.42329942597802e-05,0.00404147888089629,0.000201450329465481,0.00347823017882774,0.00034216984556171784,0.009222291275898646,0.0004903723991119657,0.004382570023583611,0.0006873514142747863,0.010791106325559885,0.0010807933864329915,0.017272320894953334,0.0015688924054141464,0.01974839269873373,0.0020532408818700193,0.018894561617398737,0.002555714832383815,0.020865583135060074
0.0,6.149161930900282e-06,4.778102468761226e-06,1.649623939594901e-05,0.0011377312636952576,9.685392892686226e-05,0.006192575764112966,0.00020377586096555545,0.004480519041766787,0.00030495381369080354,0.004200228849621553,0.0004174587086087814,0.006936783872744624,0.0007213040185337588,0.015431081854989299,0.0011528616077472072,0.01715965427745778,0.0015724476741112896,0.019421249041251618,0.002070273054287037,0.01807971582256351,0.0025317180851272604,0.019481335529731636
