0.0,0.00010869744894477928,-0.0001242528146864767,8.500766897698547e-05,-0.0016041685887577912,-7.457074177781147e-05,-0.006969931827102572,-0.00020881284084107323,-0.0004486724042435518,-0.0001804996829833911,-0.0017872525803089435,-0.00010403581686094037,0.007290246686697712,6.208260419583713e-05,0.005885967671751265,0.00024642362464785846,0.00515751713363888,0.0003808202076602315,0.0076455740647774825,0.0005827234208225543,0.012518904753075757,0.0009040203943379379,0.01708684357953924
0.0,9.410238535216167e-05,-9.841266437753815e-05,2.219373488652948e-05,-0.005615709972395605,-7.276922109884151e-05,-0.001576109315360578,-0.0001486656988659318,-0.0026119182848745206,-0.0002272493303245903,-0.00022188527411949577,-0.00010279945984022626,0.008874354936941898,9.996857898055808e-05,0.00862014123849981,0.00026774597670216094,0.006683768120275703,0.00043736548126518173,0.0028196713318109907,0.0006385969294796455,0.010560501501569248,0.0008833307701529101,0.009434067641097929
0.0,-1.6524598984754273e-05,-7.11476678715415e-05,3.368136883502655e-06,0.0020203265820263228,-6.320525320575796e-05,-0.00364538865329041,-0.00017174835005730332,-0.003166711240067236,-0.00016595057955695594,0.0011981076798047228,-6.974073967559265e-05,0.0027702051385753313,5.310293977217809e-05,0.009110321025380006,0.00029749906202059976,0.006839869097284711,0.0005132274425767623,0.00813931031382926,0.0007182411280440676,0.006574207120417983,0.0007939812890826689,-0.0016144270910076796
0.0,-4.85007863845306e-05,4.1097347156404355e-05,-6.558564617847438e-05,-0.00342867676317841,-0.00011134705701538108,0.0022669466297141286,-0.00010005756605120619,-4.6970953641744314e-05,-0.0001182186844962877,-9.855596158052496e-05,-5.891519674364795e-05,0.004514487267235262,5.254316791388407e-05,0.008980679579825254,0.00030784037494064167,0.01088712822189782,0.0005832087382190335,0.009489412130296257,0.0007515783350564097,0.004527876901989717,0.0008745309544583919,0.011555483468776986
0.0,-0.0001368667295890559,4.7100725227248e-05,-0.00011343539558831276,0.00018896071758954503,-0.00013452981747648598,0.002731049224896251,-7.400063344857315e-05,0.0009011693124219617,-6.105797146508169e-05,-0.001860225317531531,-5.125499432593442e-05,0.0027151044632642827,0.00010693882911745122,0.008466730739858182,0.00033680566364893347,0.00836877492097683,0.0005809815263336085,0.007161499359820014,0.0007632348949837903,0.006363393277148181,0.000953166972889087,0.004208034034497533
0.0,-0.00022808345338245803,-4.563523295906188e-05,-0.00018469741546128375,0.005519336513901684,-8.987700621439699e-05,0.0005530732179524852,-9.725485674542898e-05,0.0018290734947869758,-5.956248269861946e-05,0.0030187721897788214,5.114589973357432e-05,0.00455456560889365,0.00016966581682399917,0.007471112253774004,0.0003404819180079655,0.006725324764746245,0.0005486567097657098,0.008875657083728925,0.0008009018174132049,0.01147456103102839,0.0010750895857360068,0.01293369488740677
0.0,-0.00024192090239972804,-5.0873869171310865e-05,-0.0002479542802244622,0.0012451587776589608,-0.00014398032078269683,0.005135662177363412,-9.007683401716693e-05,0.0007705488746231577,-1.084679550180769e-05,0.00426479933475745,0.00011082268774055972,0.005846862214711169,0.0002485914765234284,0.0025351402130844693,0.00034067986124344075,0.005646216564072932,0.0005269700750608583,0.008846308736818796,0.0008375586652458017,0.01452895550927188,0.0011494779466724701,0.012953888103606117
0.0,-0.0002767271142642703,-4.535045526130394e-05,-0.0002673149692565457,0.0016673785719088408,-0.00023265580311780372,0.002092467050132953,-0.0001107903179048429,0.009655500406695763,9.87361310364518e-05,0.004976428037628423,0.0001588070484116893,0.0034847509648229832,0.0002524015659488009,0.0029883390686449534,0.0003863946083334917,0.005939194043274489,0.0005564696438872012,0.009150407020999845,0.0008295147581617409,0.011711380778202215,0.0012376340755935673,0.015040607737428758
0.0,-0.00030783850921726824,-3.188280458759964e-05,-0.0003327408098714816,-0.0007050646545975125,-0.00025926814522929744,0.004688706285277872,-7.586596058347522e-05,0.0075772373509869805,8.401559052124299e-05,0.007889450520121308,0.00022901482756464473,0.003204409882796588,0.0003067879985855442,0.0007265840313063341,0.0003705942737190992,0.006899212831183275,0.0006277788049937612,0.01149504141673123,0.0008892356284115439,0.011547634152167493,0.001181898597158708,0.016310170368602724
0.0,-0.0004392386969161116,7.569548761219208e-05,-0.0003544033302661384,0.006786257109873813,-0.00022669801339840226,0.0046970215372031205,-9.198273602829838e-05,0.005983477497642821,9.673991178021331e-05,0.01051539195195767,0.00023094923315558285,0.0016305291672668156,0.0003356889989420767,0.0049778669552818225,0.0004768560318597078,0.005449977309974324,0.0006573660845101778,0.010825054917758689,0.0009106525117465867,0.00914550234511838,0.0011137852053794237,0.00393162499092173
0.0,-0.00047191284945804335,0.00021408276944167174,-0.00041690647146501377,0.002821044680764217,-0.000230688391079285,0.008208199166724231,-3.3358359709890205e-05,0.005523101079363029,5.737671144877865e-05,0.005484550968170991,0.00020677088032145945,0.006340515813567019,0.00038793421403441334,0.006527503701364216,0.0005917292049409317,0.0065297869631611855,0.0007153373963578451,0.006209044494671201,0.0008931845493471561,0.006118527032903824,0.0011611392613537842,0.0145724490436485
0.0,-0.0005218619959548396,0.00016247276098442062,-0.00040744721485291597,0.007585466984977762,-0.0002618295581780156,0.0072497453659181536,-6.374480944015588e-05,0.006513901427437125,6.66796670272489e-05,0.005820440152085406,0.00020846215191930905,0.008459793839291036,0.0004459424098812035,0.006809812569897743,0.0006425850932869718,0.009220170346056229,0.0008006273584476895,0.006800965296068918,0.0009287553402687617,0.00673290848599027,0.0010299359402785157,0.0032509988850641554
0.0,-0.0004887807214678855,0.00015193200660234418,-0.0004251591419446855,0.004911258354310725,-0.00028738879336921307,0.001631308712591737,-0.00013344001332899752,0.009395274144286358,5.963691293230947e-05,0.009006584856358453,0.00029365049830802886,0.007227725130462104,0.00045846268147656553,0.006291542387634059,0.0006818997658889867,0.010176314530312184,0.0008775136195253005,0.003643900069096193,0.0009662848029356089,-0.0003991791113122015,0.0009523064231831122,-0.0026415588112458236
0.0,-0.0003954868702356909,-0.00021745671532869774,-0.0004376062673961322,0.00016934664368038066,-0.0003710515920395811,0.007675485764995534,-0.00016361858857614342,0.007743530414494064,6.878530565608042e-05,0.010112870867296966,0.0003029195391452356,0.010241410288801748,0.0005371812867122208,0.008048522571675756,0.0007563013871492142,0.00889508085738303,0.0008873684373103431,0.00569372384899544,0.0009837965300909,0.0036894110941897017,0.00096060071908363,-0.001944183654602427
0.0,-0.00044984335164710066,0.0002208830729727627,-0.00041024524183059364,-3.783445356800655e-05,-0.00037237126492004616,0.0021525479368501737,-0.00023131675780669778,0.009095665797630343,5.556162149249551e-05,0.01158292907115801,0.0003367880788196372,0.01097015516661865,0.000610636047135657,0.01068552683281768,0.0008185548608087832,0.005301338236958333,0.0008920524449665899,0.0012510189371355914,0.0009621303101609362,0.0017157881415060972,0.0011018491503014816,0.008281611551963823
0.0,-0.0004526713424724929,-0.00011144591969643899,-0.0004355254194568021,0.0037071538104745203,-0.0003624848683831925,0.004582874631777177,-0.00022584766175435064,0.00543106189650167,-8.230943058882133e-06,0.012591644303860698,0.0003849154542908542,0.016051609802788153,0.0006951157803998285,0.009373380626192541,0.0008011599197027617,0.0028402932261593836,0.0009295211354715149,0.0054408326589038825,0.0009933719461324485,0.002723620517381802,0.0011056340206780316,0.0032241614994681328
0.0,-0.0004874722888883033,0.00015325399878307584,-0.00044632437570248985,0.0014978198351954116,-0.000372993832827234,0.0037112493202076497,-0.00023545119977901196,0.007849092688804906,6.907972447872017e-05,0.012913194790793558,0.00036641894546425634,0.010370813516135165,0.0006677235080375759,0.01357124988674232,0.0008568228783876652,0.004527886699222035,0.0009557621255924368,0.0022451023875042575,0.0010427087903368294,0.004409069834126829,0.0011285306485588713,0.006133747292860538
0.0,-0.00045891416976005784,-0.00021062739512736425,-0.0005074120159125276,0.00023686886095810586,-0.0003877303270699802,0.009008295866292005,-0.00017173586763450166,0.00964867176750938,0.00010919688693281262,0.008957166082992274,0.0003705501086185718,0.012006698287206219,0.0006071984949432316,0.011197742208841805,0.0008711999479296595,0.00827813950551592,0.0010232658739059341,0.0044005206069691995,0.001080744587318158,2.7963158342762177e-05,0.0011356737423829748,0.000672165630833379
0.0,-0.00058879201021464,0.00022521352776538108,-0.0005017966810440911,0.004657941144537249,-0.0003475592664159333,0.007398446869931815,-0.00013796229595115949,0.009753614297625708,0.0001331292703915756,0.007447656042013537,0.00035986915262525946,0.010736627097129608,0.0006162756655835271,0.009774664304833593,0.0008263274562609215,0.010222523091214733,0.001061857902453417,0.005809683718392398,0.001166398789596917,0.002697938292100653,0.001128922018475011,-0.002210560433791709
0.0,-0.0006432023704981372,0.00017535953131210001,-0.000529067896284483,0.008796906229466609,-0.0003012180332405903,0.007623875977738746,-8.95879369752256e-05,0.00964128611034894,0.00012199303134283994,0.007455286231928698,0.0003736593769116666,0.010996292577920092,0.0005990385643707493,0.011219466753858601,0.00084400964279462,0.009816483176122501,0.0010562383694646983,0.005247630548157539,0.0011715753448464758,0.006209229600588129,0.0013120543454927757,0.004880650143764536
0.0,-0.000613513019573399,0.0001750765505690519,-0.0005437040286327583,0.004408967718923387,-0.00032193248363141013,0.012810588128595332,-4.5584043628206275e-05,0.0075968286762218545,0.00014126846468779657,0.005921532081538766,0.000359472472973907,0.009847355393747759,0.0006189342493916166,0.01147935670064959,0.00085280596060079,0.0060405212941138245,0.0009975160216437876,0.007585348435626142,0.0012265994436637573,0.009847162444417103,0.0014475868068216987,0.005925452284919585
0.0,-0.0006238820287870305,0.0004452327081194887,-0.0004955693883868306,0.0042401634821160675,-0.00032958964578164065,0.008491710684776981,-0.00010007977700939503,0.009868807639042397,0.00018212212089115145,0.012142337834768984,0.0004242076444359319,0.007782840110088601,0.0005865414824672888,0.008921170904523002,0.0008010014854185521,0.008442231289531251,0.0010106408243115523,0.010257753798261071,0.0012804636452413735,0.011863101889499711,0.0015787379648306173,0.013896907881477072
0.0,-0.0005200859872028675,3.9610474624706455e-05,-0.00048780971435135787,0.00310946459816337,-0.0003692478673114061,0.006903715497553947,-9.029893157710118e-05,0.011652036633280797,0.0001708499234704356,0.010101999486530577,0.0004544860368191263,0.008315637404076722,0.0005952360664750346,0.004124179341150795,0.0007360015971766947,0.008062284280961892,0.00104039530303895,0.015132858765569147,0.0013395064987750118,0.011927587493843445,0.0016319351384468349,0.008444919983024744
0.0,-0.0004984738919196299,0.00026456958373441387,-0.00045194401325914717,0.0003606331652286962,-0.00035283982077820747,0.005315428170713029,-0.00010922137620547288,0.013091387268239071,0.00019518331289972946,0.01159696494900958,0.00038720190776457867,0.006815756025477373,0.0005870306860424825,0.008819623098484402,0.0007920820988488982,0.00988875075325987,0.0010270370503941795,0.01005205577068445,0.0013718198852509186,0.01665348755609814,0.001755286849357041,0.01431942496606402
0.0,-0.00046181071706086695,-7.444885363386808e-05,-0.00045470034209560894,0.0038846233914547586,-0.00027015107545121477,0.007471806975203607,-9.982916126715096e-05,0.006299726955358059,0.00010887433944185577,0.008479658218567637,0.0003584518648236262,0.01081144409480362,0.0005798569895504132,0.0065348906983031555,0.0008302575224737297,0.010560961010346408,0.0010643122386886825,0.013954685687504593,0.0014024881693943932,0.01585834807311131,0.0018175072077140026,0.01642199058862507
0.0,-0.0004887840400449061,0.00032143983696136797,-0.0003904840612208249,0.0048524191586047085,-0.0002216522455056233,0.003729270293078874,-0.00010304498795444702,0.006242221811488951,6.738955028223249e-05,0.009108812941299388,0.00028350904191485184,0.01104022008494984,0.0005900646601630358,0.010622658451624392,0.0008253544602018363,0.011947977783477566,0.0011335235317321002,0.012894900503697468,0.0014788195411138071,0.01188426590301131,0.001759947216074657,0.009269648643636373
0.0,-0.00037850250654577106,-5.1831531002451745e-05,-0.0003497911590495892,0.004638630364312422,-0.00024939845638563047,0.0031338095560416255,-9.828045480465414e-05,0.005378313654676207,5.8424120714617035e-05,0.007142379640796322,0.00023651317581426662,0.007479142366823285,0.0005189158870318012,0.012729000752100114,0.0008766433688134121,0.016177480343777296,0.001241206548142407,0.01361801842675469,0.0014770044644646996,0.011793318452080336,0.0018092866640921417,0.013924908390262192
0.0,-0.00027688732236392475,2.4776879053914968e-05,-0.0003063834816013476,-0.00229246687124662,-0.0002575502685797098,0.0038180910785986554,-0.0001140697313379706,0.0056974079336527,2.8924699016245504e-05,0.00749698850237696,0.00020340138130295573,0.00876908403991757,0.0005148141946696829,0.015698894627043106,0.0008920022973834788,0.01555593429254538,0.0012574943275455003,0.015476289732752911,0.0015670842873669803,0.0063709163990456315,0.0017742013502855805,0.00966758937266271
0.0,-0.00026500537736673206,5.854555586804635e-05,-0.0002280303222583447,0.002303733154327515,-0.00021274932256174308,0.00038417133974274966,-0.00019385650145952043,-0.0003846390511465982,-2.066896371033226e-05,0.010934793093574221,0.00022854821906598212,0.009718238297987417,0.000522744442092259,0.012990703681055182,0.0009040046359540233,0.016531667388321437,0.001267849730967503,0.014894614094955152,0.0015891006017279496,0.010973359695871652,0.001851325173744848,0.009368321379565276
0.0,-0.00017084706472930448,-0.00011524404159967471,-0.00020214661811055525,-0.00025725640805475695,-0.00021961283715191785,-0.0021470544792390476,-0.00017343015258678676,0.0035878273263315916,-8.785434620490544e-05,0.00670231080809747,0.00021645235216075586,0.01542946007075749,0.0005843581457266989,0.014901537800899234,0.0009057554328929839,0.014459218822656644,0.0012391548817763205,0.013375754747894384,0.001602632589653521,0.014696469859944036,0.002013191358368522,0.018963328323019016
0.0,-0.0001394561816156442,-3.6820952086928004e-05,-0.00014937946491485574,-0.0008014274204658667,-0.0002339145720684674,-0.003188874860176606,-0.00020178852321820487,0.0027037034911390153,-4.4754899383735176e-05,0.006936054785145032,0.0002010173076043475,0.013566807242868531,0.0005715073634032124,0.014557656989429443,0.0009212979888686105,0.014496611934721428,0.0012265218224258613,0.011207710771071362,0.0016301547633524335,0.019169383176752316,0.0020903271600293794,0.01620948105026375
0.0,-0.00010121278914330645,-0.00014298174789289882,-0.00015848261328417975,-0.0028073018491919823,-0.00020215938285600147,-0.00033415751280979936,-0.0001943825166935743,0.001858053092213821,-3.918487490631318e-05,0.008910699012301244,0.00025986041452789367,0.012983367341836223,0.0005110398823458914,0.01160079162807615,0.0008727378579464916,0.01764975473044999,0.0012658983661898648,0.01679305051731235,0.0017005385295867199,0.01543337726010077,0.002098264902689526,0.017577285259829094
0.0,-0.00013911970267542552,3.6221897627297813e-06,-0.00015124683073616628,-0.001326751215419712,-0.0001927609145665198,-0.0008175742308023914,-0.0001329492095954207,0.0031832152824344466,1.595429650857817e-05,0.00643119466866654,0.0002159349685001138,0.009118276524253637,0.0004912241481104292,0.014551021655568066,0.0008493148825115058,0.015322668209906035,0.0012899408430031374,0.018753079281038892,0.0017549653681062961,0.016016918496896827,0.002097865631642257,0.013085450001319433
0.0,-0.00019703004940602002,1.518326719844515e-05,-0.00017265878840809528,0.001699259113380416,-0.00014313025652994748,0.003089596441694934,-4.997029038275863e-05,0.0027626275100264977,3.4385506867527595e-05,0.004039700422928682,0.00018639453305562673,0.007336347132857918,0.0004650499811377774,0.016538015270604677,0.0008683130324103346,0.01817025722649593,0.0013197953866788668,0.015848424551118116,0.0017121976625137946,0.019062677096794718,0.002259967802899818,0.021441326203624603
0.0,-0.0002629983071808285,0.00021711602758627438,-0.00020035304413824792,0.0029964856030316096,-6.821570880861713e-05,0.004289945691332657,-2.429927117211546e-06,0.0011863796222546458,4.015893818795874e-05,0.001353460739287289,0.00018731526725834134,0.010364081734969112,0.0004918141253335805,0.015175602196924967,0.0008452497064734867,0.013614083040118786,0.001285087743596983,0.02100266676662469,0.0017864994059680664,0.01813126212395453,0.0022658787926932767,0.02175675618555383
0.0,-0.0002737264041760642,0.00013620157638552136,-0.0001987439433188118,0.004958182913680823,-5.276763244985532e-05,0.005849297442525664,-1.9655395148218746e-05,0.0005804627206545557,0.00010230123482334608,0.005543705962531583,0.00024165154085006721,0.006943427241419601,0.00046565424102203417,0.012055923417862427,0.0008363525578017849,0.0176971256947188,0.001293014062214108,0.01952246160850194,0.001791120967270902,0.022035430637110956,0.002296168262094289,0.016553917782484148
0.0,-0.00017276253620692941,-1.7515786051601316e-05,-0.0002131427605256164,-0.0016649677664300083,-0.00013088769020091784,0.0028805322197580758,2.0183483456001994e-05,0.008879280501398981,0.0001516578550416072,0.0024166751877342093,0.0002762170308025468,0.006958556738004279,0.0004918762593159615,0.011531248753707066,0.0008190479909740132,0.015540326399314306,0.0012892766080072446,0.019233288959418088,0.0018021112573114457,0.022358329397264145,0.002351789421477364,0.022048381214433442
0.0,-0.00019052047643262654,5.8182326634406066e-05,-0.00016733403092420357,0.0007631559808152968,-0.00014701064600898393,0.002617752559861036,-2.2092565322768793e-05,0.008240177962102024,0.00018498813061630778,0.0061708641708858375,0.0003302454615477734,0.007238999400720792,0.0005347246891437302,0.008930852911759499,0.0008268708281722191,0.015301718588164898,0.0012800106526265707,0.021133383169594754,0.0017990320278267289,0.024716988888330495,0.0023578063362728564,0.019073211122374898
0.0,-0.00020663551595566208,0.00030446717179497055,-0.0001726602468180315,-0.001583443401887776,-9.771339896724159e-05,0.0034921680071733126,-2.828797015921121e-05,0.0037285097877721466,0.0001301590539483885,0.009651581470964688,0.00039419351311225964,0.009457865135115978,0.0005902730135162444,0.007874666153157961,0.0008659514278662322,0.013037914514223333,0.0012670824169413203,0.01911423109105678,0.0017926023446178307,0.021463588087804228,0.0023748065075829155,0.02374707267421452
0.0,-0.00019413711294921914,3.516695313879389e-05,-0.0001654704241477964,0.0019936823484227955,-0.0001142480568569838,0.0034982703555722183,4.811547983314475e-06,0.0050655813152062955,0.00013694099298292521,0.007423171615604382,0.0003555348738455819,0.009751218382070671,0.0006492053391080958,0.013795544722302997,0.0009588004069724904,0.009405300820321908,0.0012740450817189076,0.019613986837229126,0.0017761675756278552,0.023041331093553292,0.0023007283319845225,0.018792307269001964
0.0,-0.00020386415068992131,0.00026611674231221885,-0.00015728249488279971,-0.0002098867579762883,-0.00011294595634889283,0.002602018787890478,1.3495417343398254e-05,0.005587805533107001,0.00014683094436094212,0.008366978710197379,0.00037398431655364647,0.008138951765676104,0.0006472457124902258,0.012800082248561594,0.001005155456499136,0.016297986008641855,0.0013844485225807115,0.012040628885065425,0.0017368630927945738,0.017432861256430697,0.002213626711049549,0.019310027318954
0.0,-0.00018936695868164183,1.1471259557307233e-06,-0.00015999446406790699,0.002782221784831088,-0.00010876130668979247,0.0025714672207314193,1.068391578839774e-05,0.006521199837172569,0.00016477476310530862,0.006184811278111097,0.0003870085059923388,0.012719118684291599,0.0006788814105384487,0.01106832934737241,0.0010347279690807935,0.015439676464293464,0.0014436691029468,0.018917213369289455,0.001790505638368335,0.008996112666233548,0.0019595530515531907,0.005068890461207261
0.0,-0.0001836578654804395,6.692100754726791e-05,-0.00016905978273361102,0.000827641320933374,-9.123653654415313e-05,0.003612996880571746,-1.8771634775156666e-06,0.004687554828443107,0.00018492962446472967,0.009039007026866117,0.00040462947938467377,0.009274366779577858,0.0007051488332504934,0.013529389103691128,0.0011267677291158169,0.018981333997940702,0.0014722218057652697,0.00974493894803118,0.001736992862112977,0.00952640485167836,0.0019410118213639982,0.008815697152488517
0.0,-0.00015618517520555128,-0.0002517978744558758,-0.00018217419174487706,0.00312594118818093,-0.00010121094425603399,0.0030894086029968006,2.6471512683728077e-05,0.00559722962192325,0.00017029945570175737,0.007656885087326266,0.00042319895087759304,0.01372729677524645,0.0008133184750094941,0.016308363745649052,0.0011730389815122798,0.012590265140635635,0.0014489126350295531,0.00959776213902091,0.0016965756284547315,0.009833317754525011,0.0019407411208907715,0.008885889055845812
0.0,-0.00021092493679827513,6.225680510509734e-05,-0.00014997650977525731,0.004548580317092618,-9.289813712628916e-05,0.0014483539090562954,-1.576342149461884e-05,0.004841548157598191,0.0001921061584910033,0.010805198241952352,0.000510945986455998,0.013952410154922459,0.0008911568408244011,0.013339305831691434,0.001163637711392905,0.011072648180742106,0.0014375463122265051,0.010335725715723719,0.0016768015248654793,0.008127517424069345,0.0019504037564859853,0.014056979055209418
0.0,-0.0001633464588884709,-6.015643707172086e-05,-0.00016939185693686914,0.00037982996396045696,-0.0001335130889669079,0.004626517832826824,-9.030390822805081e-06,0.005092382265664192,0.00026088053025511,0.015069739023180005,0.0005970222835219715,0.013553149996138568,0.0009032656793476592,0.011224812836589744,0.0011671286632947058,0.010845365509658731,0.0014312799007987955,0.009660563437534207,0.0016605318769538908,0.0072138842205406685,0.0019407453147451427,0.014550609999818453
0.0,-0.00013719178076340688,-0.0003229071415243381,-0.00020064620473548894,0.0002642099906948792,-0.000172588632875864,0.004445642516520849,4.2753067629215564e-05,0.011195419541688536,0.0003509318358653098,0.011650833742228786,0.0006257824704972984,0.009223658429881626,0.0009192397194134221,0.013308722014207117,0.0011859841794530216,0.007956146638184057,0.0014023235324803845,0.010706182407397801,0.0016716320950431395,0.00808398922368184,0.0018830697268107874,0.009230458242453731
0.0,-0.00025840057050877124,2.1283835040523523e-05,-0.00021717420379851015,0.003933283050760527,-0.00010446309920400683,0.0058366358083054995,9.255076494843962e-05,0.009258184704947254,0.0003788247402076571,0.014198935294663097,0.0006866047097615878,0.010953840011351875,0.0009245245864059455,0.009074848050841888,0.001166305433560446,0.012546690563425097,0.0014319184557760782,0.005630705304842375,0.0016369986045367383,0.009881910549755905,0.001897503473493066,0.012185899163846
0.0,-0.0003569599441541908,8.680398779274852e-05,-0.00024532916587428194,0.009304262199894536,-4.631874692236182e-05,0.008626944086800191,0.00018375695482735993,0.009895506918189648,0.00040667915300222836,0.006470768298668777,0.0006769421416912447,0.014130667598231032,0.000968591909826429,0.0077035708891969685,0.0011769818793256118,0.00809505559106609,0.0013966592074159507,0.01106823319237535,0.0016571546980738588,0.007858054771369315,0.0018390943607549978,0.006852181890023673
0.0,-0.00038494333906185694,0.000256382897471218,-0.00027477317182367467,0.006767610627652357,-1.8669465455075897e-05,0.012090500013204365,0.0002501761974231392,0.010146150211269932,0.0004745341504053294,0.00933796000006224,0.0006931733285993531,0.009299531854388874,0.00092648528196386,0.010773629649232957,0.0012209831061131236,0.01100172221180989,0.001404321867168496,0.004138903263646754,0.0016118855976825599,0.010295567317497385,0.0018870363683174797,0.01249204201300001
