0.0,0.005450166861244515,-1.6878850713924542e-06,0.00545353227009628,0.00048245395652217054,0.005473272745838076,0.0009827647138244426,0.005501094389941436,0.0011048357649443886,0.005526660445928362,0.0011630249677428385,0.0055585522693293475,0.001185113699007371,0.005587748760739653,0.001125469019363051,0.0056100548824926134,0.0007473613968250562,0.005630689674068703,0.0010260082175836981,0.005658779157401195,0.0011311286616448083,0.005695528607214872,0.0017072779586663248
0.0,0.005446813045110389,1.7197788673863425e-05,0.005457213770484436,0.0006929446142378685,0.005473307013797929,0.0007856938529007421,0.005497370930305687,0.0009377569367873998,0.005530229142188736,0.0016751215052289129,0.005561060895661145,0.0008292042708339983,0.005584703794921145,0.0009981606756399224,0.00560492386069275,0.0007475942645595191,0.005630303074813965,0.0012375785605661562,0.00566303172185638,0.0013992171108451793,0.005698979861527678,0.0014428058650631534
0.0,0.00545301195073567,6.994236299282119e-06,0.005456392335364796,0.0002550300873144007,0.005471210636637362,0.0009823331898629322,0.005500667596937048,0.0012207269175452365,0.005530836801699561,0.0012603374654291098,0.005559301949745232,0.0009452373602325551,0.005580679854977284,0.0007716651692163155,0.005602090454747924,0.0010224346193603907,0.005632516423714588,0.001465014960309138,0.0056663438321801415,0.0011449287997616334,0.005702916121500521,0.0017081075154754535
0.0,0.005453212859022419,4.160492253057951e-06,0.005458131639883676,0.00046643053228968113,0.005473775881074069,0.000819889572172305,0.005501574164581078,0.0012792443451747067,0.005531456371950779,0.0009847964172385397,0.005552629326188776,0.0009303171966582114,0.005576172263830242,0.0009106629702538472,0.00560478792493308,0.0012618580114829062,0.005634533532685,0.0012382318505304154,0.005667971460707885,0.0014185692683762875,0.005704531559295149,0.0014759941699069327
0.0,0.005451816267727972,8.516453014486193e-06,0.005459606157141015,0.0007276861606977862,0.005481786291750911,0.0007891840359538983,0.005502144750533936,0.0009019800972065073,0.005523806503882485,0.0009113244749841673,0.005548373436106429,0.0010543408263315559,0.005575552386236839,0.00099546240248181,0.0056047007699408765,0.0014476363412230236,0.0056368502365809715,0.0011252856492258263,0.005671731145882162,0.0015249655726509532,0.0057016177705080245,0.0009964578515295178
0.0,0.005455753855405248,6.894424701648894e-06,0.005463348456206393,0.0007307216793469041,0.0054843432036353,0.0007087662649288847,0.005501709269953695,0.0007340102190437697,0.005518368777685705,0.0007018776306354225,0.0055436448458202345,0.001271794680321792,0.005573727995912332,0.0011638305286017542,0.005606772898404414,0.0013365272719439742,0.005639188964452541,0.0013655526866152318,0.005673051299242614,0.001311271981091468,0.005704032321170995,0.0011911991308173088
0.0,0.005463542229862819,2.5414405482698912e-05,0.005471028213294567,0.0002146464433784903,0.005480193867707351,0.0006743816786970753,0.005497897384635418,0.0007070032876751813,0.005518449837601882,0.0008576398211524134,0.005538966800060364,0.0009833719911159853,0.005571053993219988,0.0014482340586509125,0.0056083318131122,0.0014671936214920105,0.005642093878219212,0.0012621994457630635,0.005673089114199958,0.0012931665262611283,0.005708034061056093,0.0014456864006703921
0.0,0.005476685291823301,-2.220114414805855e-06,0.0054751402739017,-8.68333664604379e-05,0.0054784793767570575,0.0004213025467973514,0.005493933590769013,0.0006813984151923629,0.005512507858156106,0.0010074776907286226,0.005541148242334683,0.0010501752977707718,0.005570396807049585,0.001429689121585106,0.0056047171166744925,0.0012884201620005753,0.005643965992477621,0.0016958274946492335,0.005676763928024748,0.0010917024383280457,0.005707103937378895,0.0012820247147683275
0.0,0.005480426961684338,7.4008322929902605e-06,0.005482102199952568,-1.2030510685018154e-05,0.005480833879054913,1.5795050967301313e-05,0.005486551589936386,0.0005210119974005722,0.005509921047379582,0.0012781843779589431,0.005540010170926957,0.0010465367089863868,0.005570694325818192,0.0014762100364763958,0.005605060868004109,0.0012880868902862227,0.005641919662070003,0.0015220200089517215,0.005678187449400951,0.0014662166237526118,0.005711192221239584,0.0012052718321818538
0.0,0.005488064357971855,-5.147458490905464e-06,0.005483500328389888,-0.0003291615453921334,0.005482358555470569,0.00019843380495197089,0.0054883040967112695,0.0004594984946518041,0.0055050234947969755,0.0007948599659464254,0.00553519141631166,0.0015692972733449466,0.005572531412888469,0.0013736113432622624,0.005606549316394514,0.0013530916386627196,0.005639349893127414,0.0013236934477007685,0.005677129747752987,0.0017046794156948132,0.005721310056199703,0.0017842989598140999
0.0,0.005487354864023646,-4.5107025386608885e-06,0.005486562710435266,2.7829117240028996e-05,0.005486181771472706,-0.00013283815060276667,0.005488122895828077,0.0005264105917597557,0.00550505418910604,0.0006262201475659747,0.005531987307091628,0.0015754014472275939,0.005568990016751884,0.0014089533563390873,0.005605760292371791,0.0014226155973418573,0.005640089191502828,0.0013708796905937477,0.005679087573725612,0.0017829423538370612,0.005722265160281497,0.0016566616826138225
0.0,0.005487266320311333,4.298300064881619e-07,0.005487150487094604,5.633292914619961e-07,0.005488994049371424,6.743052741220546e-05,0.005491396101318891,0.000321124329930695,0.0055057787567264985,0.0007959518502152825,0.005531385019761304,0.001140160455119381,0.0055631148241265735,0.0013862506704931594,0.005600363517749866,0.0017780957557269781,0.005644125908271175,0.0014845260002895216,0.0056836494934633915,0.0016544249795758872,0.005716316536721871,0.001093897728217083
0.0,0.005488577394151534,-7.795681716505592e-06,0.005486531761207092,-3.139271311353215e-05,0.005488709106933563,0.00025938721931517846,0.0054978598232534575,0.00041257071338916004,0.0055095404277584826,0.0005206875669840497,0.005528110144670289,0.000930389310383812,0.005556801534120329,0.0015841687327564158,0.0055996277554287485,0.0016192236841200826,0.005644446888114843,0.0019026123372393304,0.00568480980339814,0.0013945727936501718,0.00572004821781225,0.0014282823390697676
0.0,0.005482327386049968,2.4584629281091933e-05,0.005488417188923136,5.1029144717340456e-05,0.00549174344302391,0.0004402890003247173,0.00550104360902021,0.00027877488399570007,0.005511937132359364,0.0005570125260312343,0.005526540541069789,0.0006858151941109616,0.005555604536508097,0.001618446745488936,0.005597539078240076,0.0017238641012126972,0.005641687588678722,0.0017566794441190988,0.005683581750036529,0.0016128319163369604,0.005729859658918558,0.0020202584988423
0.0,0.005481863547674899,4.527196102184996e-06,0.005486684344365574,0.00040387799369451374,0.005495849594030388,0.00037620746578698503,0.005503980455567891,0.00012338286233130202,0.0055095408000339526,0.0005326994814994267,0.00553050328559604,0.0010142379899182154,0.005558324680401994,0.0012800138662041468,0.005591685951297702,0.0014277012735838014,0.005636671679059467,0.002021917814337105,0.005684994461722439,0.0019258897569367208,0.005734583863030024,0.002002129430650225
0.0,0.005483326015102577,5.008960149407103e-06,0.005487623209966203,0.0003680685019255973,0.005495366725110009,0.00013501198073702397,0.005501894182784115,0.0004972180120050869,0.005515569761568621,0.00060511332378007,0.005533116458064996,0.0007608013724154723,0.00555745360824526,0.001184389896369655,0.00559087377102576,0.0015316645195118355,0.005630803196026661,0.00174968058426604,0.005684223989229842,0.0023301173012989108,0.005741365583188344,0.0022711959084474884
0.0,0.005491223846096693,-1.4514176470803201e-05,0.00548666017682639,-0.0001140214811775005,0.005490578538579616,0.0004270279224671581,0.005503709499134785,0.0005825576147971293,0.005519997121516904,0.0005646747864935607,0.0055357949347691945,0.0009313018919991602,0.005557482648453093,0.000740272243170888,0.005587938746764048,0.0016524650944415179,0.005629371966949187,0.0017808548944353167,0.0056834522441652074,0.0024142259539422194,0.00574192162853654,0.0022763432972713184
0.0,0.005488114464595039,-2.3953613947442136e-06,0.005488871604445289,0.0001588247225938704,0.005492146987345166,3.939513058998228e-05,0.005502165896942971,0.0008199312906875831,0.0055215634314851976,0.0006697482910824799,0.005539191530635698,0.0007618604602272635,0.005557854654775508,0.0007583975863643882,0.005586190196144894,0.0015310157977418098,0.005629735378044117,0.002031320865427821,0.005683331396635024,0.0020670609296775766,0.0057371988316163485,0.00224766031552188
0.0,0.005485418597457384,3.5950636291922216e-06,0.0054886673051085305,0.00025970594476800465,0.005495153429100343,0.0003431051919120781,0.005505535290936975,0.00031103050463030923,0.005518985891555837,0.0009026482833620291,0.0055381222557624055,0.0006589425745745902,0.005560568379573581,0.0010076520675065975,0.005589074670480788,0.0014431047939660337,0.005631311393104649,0.0018023957628292453,0.005679380291994407,0.0021034707448162235,0.005732147475412978,0.002079077725385399
0.0,0.005484844101391436,4.496651223945672e-06,0.005487744256604402,0.0002400334848826296,0.005497148533172155,0.0004965302339694501,0.005509364888598553,0.00032240198382333534,0.00551768466391271,0.0005728268495551213,0.005534236567793201,0.0007522138463665702,0.005562700433244079,0.0014448964222741837,0.0055967485918514545,0.0011843154943297356,0.005631564829093891,0.0017817348954397693,0.005675494669512718,0.0016825844041263335,0.005726145248404135,0.0022516748284391493
0.0,0.0054825698835769925,1.8502229274317004e-05,0.0054899699454792035,0.000359254991014383,0.005498711110969185,0.0003975745374307178,0.005507029717781013,0.00025029160740477934,0.0055185911306539345,0.0006889162996190817,0.005535588583355991,0.0008068104990458912,0.0055632435655901475,0.0012916280590579722,0.0055994471474326585,0.001513830260201068,0.005636731268568248,0.0015504409643515781,0.005672756244220949,0.0013536043887720898,0.005711772820525423,0.0016944364306254603
0.0,0.005489105714282441,-4.119099273739652e-06,0.005489689191236887,0.00019155873540553149,0.005496183518311322,0.00026215412132733545,0.005506240549337908,0.0004724867049279705,0.0055184614691290886,0.0006277802817462478,0.0055390320379545555,0.0010365358074392846,0.005566764776186801,0.0010765432979249492,0.005599489486046726,0.001628288971844509,0.005640073071392584,0.0014571408280425807,0.0056720357684289634,0.0011111959678597988,0.005694161188767638,0.000758971103612582
0.0,0.0054931689686040204,-1.060274669811938e-05,0.005491186148173252,7.458972475045354e-05,0.005493699727790299,-1.3373031342834783e-05,0.005502387593441702,0.0008199336785860061,0.005521608398334901,0.0006527095976973104,0.005541566315355311,0.0009804600672138595,0.005569748344214063,0.0012757905994681636,0.0056064455082131814,0.0015249690948236456,0.0056373816715904026,0.0010512973414662254,0.005666063275960974,0.0011625282974606938,0.005691035013469212,0.0009075702093833542
0.0,0.005494150032807654,-3.7873633819047235e-06,0.005491638357503849,-0.00015811312928359198,0.005493599836722129,0.00034596345050049554,0.0055017971612736855,0.00036667317348397743,0.00551899770494331,0.0008969890535775951,0.00554640099553631,0.0013892514448685762,0.005578356699914811,0.0010766766604095022,0.005607777480368158,0.001222243076030066,0.005633698102253578,0.0009353001085443651,0.005661112330344334,0.0012225609898493701,0.00568830008886128,0.0009902080981297916
0.0,0.005489183639695907,1.2338026697974871e-05,0.0054934253528206405,0.00015434055173304246,0.005494938232413177,8.722969214125168e-06,0.005500364742595245,0.0005488415534194483,0.005519606959427187,0.0010322022138555148,0.0055522109999871115,0.0013279974275524932,0.005583483013737141,0.0012335339654698755,0.005608042321390968,0.0007573762667536637,0.005630964956664548,0.0011238983047758481,0.005657203571234157,0.0009428572254444945,0.005685028867657054,0.001238511808862835
0.0,0.005490400511606865,3.919249375337806e-06,0.00549119801213834,-3.963884989892027e-05,0.005491876492601482,0.00035041818751547463,0.005504949252445865,0.000514858831814271,0.005525340001985144,0.0011867014642057351,0.005554788262343188,0.0010459020779868826,0.005583444259725349,0.0012850197844792293,0.00560861808993483,0.0008075743888965889,0.0056321779613610085,0.0008525910611247194,0.005652073940606526,0.00101310118815372,0.005679178481738907,0.001061942309320349
0.0,0.005488256650588965,3.0522986707063137e-06,0.005487484101198873,-0.0001180935779481443,0.005492376281551991,0.0005691172777623989,0.005510037968285434,0.0008662932726318319,0.005532639703701728,0.0008916629041016826,0.005556322803441772,0.0009033297643758352,0.005581881213081246,0.001236691273335764,0.00560853077379048,0.0008719185668840062,0.005631539357992368,0.0009603629462173565,0.005651913293600921,0.0006145712441907188,0.005667772847632665,0.0006857542437590466
0.0,0.005478616288839319,9.979652147406502e-06,0.0054848618190557336,0.00046449717205508884,0.005498775494239517,0.0005918938373501236,0.005513519109505223,0.0007732148955380063,0.005537253785854643,0.0008485729180028571,0.005559858186907667,0.0010077797776546827,0.005580581434325512,0.0008509327041936844,0.005607035769158124,0.0010833557458253232,0.005631803805578865,0.000847348043111709,0.005649006491015401,0.000593067846659516,0.005660780432412812,0.00039346512148810757
0.0,0.005474272158032386,1.0736596980658513e-05,0.005481073833353998,0.0005654625141718168,0.00550172146167861,0.0008792938869091603,0.005522037968671039,0.0008619167307269068,0.005539390748545932,0.0005273393703104459,0.005559601752514181,0.0010651122719586954,0.0055851939373725125,0.0008689409041764916,0.00560573039385277,0.001002699736233748,0.00562758153951962,0.0005627746393464991,0.005645527281972069,0.0008448481109414765,0.005659264153391261,0.00036769977767826226
0.0,0.005472168288031158,7.461120011210508e-06,0.005480671822126596,0.0007956311923147549,0.005502421519698719,0.0007805999657182242,0.00552433637324689,0.0010248915572452753,0.0055454290247767424,0.0005769439879664484,0.005562956666265226,0.0008587766694438121,0.0055844871483915585,0.0009715166200577878,0.005607243948969898,0.0006852474391151889,0.005622511284673332,0.0005848781460906174,0.005640133330421505,0.0009235729168926051,0.005663471201785512,0.0008943323504042558
0.0,0.00547452068209654,2.130724611075299e-05,0.005481906605332776,0.0003586415353192523,0.00550090429199577,0.0011628301512906182,0.00552490191306714,0.0007832111535546406,0.005548514031729249,0.0010413399642364173,0.005570577589226486,0.0007012759351892184,0.0055863023581832726,0.0005749695213017515,0.0056007748052147675,0.0006720023540101618,0.005619911500959137,0.0008204682424147525,0.00563983634763854,0.0007178331947589858,0.005658216283543023,0.0007689142757052566
0.0,0.005478357094287125,1.3811378023307788e-05,0.005485282856731583,0.0004271007594475441,0.005498336754852522,0.0007607470556640433,0.005524060447676847,0.0011427229505248488,0.0055529521830116795,0.0011467891461844056,0.00557479457795521,0.0005322479499848218,0.005586865010462211,0.0005824602714914317,0.005598962086649698,0.00035770995492430516,0.00561690176797983,0.0010414271202253958,0.005637024579740453,0.0006264229195792,0.005656223341722679,0.0008562727912598228
0.0,0.00548345211919755,5.87302610794783e-06,0.0054868570619449,0.0002662360464573899,0.005499205319063692,0.0008028795762972961,0.0055261876094499715,0.0011310308096653132,0.005552572085941985,0.0011052187575250132,0.005574643667421713,0.0005701398341761978,0.005589069185259709,0.0005790936281767029,0.005600856200593622,0.00047991876791323953,0.005614555309141645,0.0005343616758657383,0.005630779053145619,0.0008974757013808892,0.005657831011215546,0.001152684716253455
0.0,0.005483707045069393,8.934417750378438e-06,0.005489584618772399,0.0004755535024357754,0.005505922059445176,0.0007585382208266791,0.005526544371434772,0.0008909233349253819,0.005549621716076592,0.0009162733764189663,0.005572314785644452,0.0009722215816236715,0.005592047317461149,0.000463194805574684,0.005602549427284497,0.00040997946135205133,0.0056118720886871275,0.000527156310929554,0.0056304925670168544,0.0007946132534705213,0.005647377200099208,0.000610190778913525
0.0,0.00548591375892441,7.204238659451177e-06,0.005493237250999965,0.0006870265798004166,0.005511697947487565,0.0005414624514378647,0.00552630689404231,0.0007908466810138969,0.0055478949210611625,0.0008541036877658774,0.0055709153487033,0.0010047087333087488,0.005588603470437138,0.000433886887854269,0.005605003221824621,0.000701143425683085,0.005615326408428309,0.0003714796181842439,0.005627211012552942,0.0004605080378306194,0.005638632213644912,0.00047080367900047526
0.0,0.005495403215231608,4.8459148266412196e-08,0.005497519203677624,0.00027632253267639796,0.005509703878358044,0.0006760728003278778,0.005530769730163832,0.0008340057994407741,0.005548193897516096,0.000675195029415934,0.005564823664700206,0.000775550565887424,0.005587406256858144,0.0007480436626128152,0.0056052808900898185,0.000836322044597539,0.005619363164370775,0.0002424700819652812,0.005625716113352076,0.00023824267898541764,0.005626119431881203,-0.00011271188132929532
0.0,0.005500495582703366,1.450398459269014e-06,0.005504177867094562,0.000366098349724927,0.005512506196813251,0.0003509690704947623,0.005528838801690914,0.0007793489793590907,0.005547484003853291,0.0007878407408995312,0.005564426016674636,0.0005957725194020823,0.005583402049754375,0.0009429174605109683,0.005606290774556682,0.0007226575018627905,0.005620963896299932,0.00046809273630779997,0.005622941309227528,-0.0001953915673411351,0.005621755439843608,5.836518401422025e-05
0.0,0.005505899314181563,1.4126058038546959e-05,0.005509937162991229,0.00011695170045867805,0.005517437195745789,0.0005669719030822212,0.005527909771714105,0.000228172083623377,0.005542273530479356,0.0009941412322835332,0.005564811949355832,0.0007683465474749746,0.005586066302815063,0.0008182242495976867,0.005603628192586137,0.0006326127747300044,0.005617423170446281,0.0005005983953199213,0.0056218464995799865,-0.00019697164236601742,0.005620318561365864,8.28285122546787e-05
0.0,0.005513684812881717,7.483340005702423e-07,0.0055158673003618715,0.000197639890576388,0.005519339299710231,0.00017852519627493065,0.005527524810239364,0.0003729993362579471,0.005541834415506846,0.0007948859538086632,0.005562526411934512,0.0009033030461066707,0.005587350481951803,0.000969055107470253,0.005603842667853015,0.0003022915431977913,0.00561074474022588,0.0003515954765172108,0.0056180224639715325,0.00026203941713575193,0.0056270270276033195,0.00041533442072520257
0.0,0.00552282899887893,-1.0271057225236806e-05,0.005520222414948294,-1.2078381021369305e-05,0.0055211642811438385,9.426145238611445e-06,0.00552791956554578,0.0005648301119524383,0.005542502534892035,0.000673894913241628,0.005564006755326356,0.000899089387379452,0.0055846897693269506,0.0006947872563325431,0.005599080520010501,0.0005708928601151053,0.005607831550696147,0.00011777556038150237,0.0056155246291951675,0.0005304548982100639,0.005631849294282789,0.000716824128780301
0.0,0.005527413663121895,-7.355965676924702e-06,0.00552517330976686,-7.829330916448571e-05,0.005524037427951332,4.368138017899056e-05,0.005529031813498194,0.00045043203730505446,0.005546273838412411,0.0006569506475601981,0.0055641051476092475,0.0009221092737605935,0.005580492007792864,0.0003136301876774214,0.0055911424799753775,0.0005968022291206502,0.005605000111529086,0.0005101473415094031,0.005619911262127948,0.0005403087004971819,0.005624048290309386,-4.672234616921304e-05
0.0,0.005529714726906834,-4.968782548348154e-06,0.005527765566042417,-5.565975070302889e-05,0.005529433889606609,7.424039870150402e-05,0.005534395097273091,0.0005292534545841324,0.0055488546307141,0.0004809530627973424,0.0055627605365917415,0.0005081370629694005,0.005571953060774311,0.00045877091861078943,0.005588670279953878,0.0007293468468445887,0.005603259011052228,0.0005348764318215009,0.0056171241873284455,0.00046888947411695983,0.005630921415633851,0.0006423188844996827
0.0,0.005528982022666515,3.5603742799167067e-06,0.005530566035545592,6.875980910460574e-05,0.00553459812215659,0.0004286748000495814,0.005544945007516024,0.00018741087951551955,0.005549137642928246,0.00022513914992658237,0.005555834701751244,0.00035110861243324224,0.005570242004749686,0.0007467600940424673,0.005584221932810291,0.00047059597516499935,0.0055998805488109695,0.0006031734910893156,0.005616043233708314,0.0008137448678669526,0.005633172110707374,0.0005630348398730208
0.0,0.005524864225895685,2.514599828988008e-05,0.005534789815725111,0.00047100156976082367,0.005544221531201691,0.00029750949962055245,0.0055485328116031156,6.748025152082051e-05,0.005549141012414763,0.00012303557946359897,0.005555487614735477,0.00018491358785582856,0.00556477573820161,0.0007100518065551947,0.0055794349965626105,0.000466751404088947,0.005597207026849322,0.0008435665449588129,0.005614870369154381,0.0006682516894850065,0.005637667048160062,0.0010611341208780964
0.0,0.005532295572201405,1.5186294071599682e-05,0.00553767153160197,0.00023467906303213678,0.005546876764280312,0.0005167183938516037,0.005552016752125215,-6.886810139924742e-05,0.0055520608356296,3.379226401554545e-05,0.005554765645448713,0.0001881000547168674,0.005560354601231886,0.00039952198473337043,0.005574009006503483,0.0005920706591733799,0.005594002135644423,0.0009583128686461499,0.005615408436233454,0.0008071540166677653,0.005636334695776569,0.0008454773778260898
0.0,0.005543280058019659,-1.8994715782653855e-07,0.005542543272342053,-3.574071872376508e-05,0.00554589211915484,0.00023145176608828705,0.005552513866103902,0.0003682386957314497,0.0055570779008192826,-0.00011602916615216208,0.005553633218952998,-4.5780531843987537e-05,0.005557206210000868,0.00036576993193884657,0.005570564122075283,0.0006954423815764931,0.005589633419223543,0.0007893264942072117,0.005614377197713051,0.0011225831736542402,0.005636783038877348,0.0007464951392442216
0.0,0.005550860379432494,-1.2092687701344002e-05,0.005548147918750366,3.337765769529813e-05,0.005549556388666775,-0.000114188896612583,0.005550757968633161,0.00033695683658921583,0.005554904911418805,-4.072751026261078e-05,0.005557124768121481,0.00012886987598185415,0.005556716880534792,1.8396742282819105e-05,0.005566022738841689,0.0007155961112843075,0.005586751375033349,0.0008103237267740985,0.005610990038463356,0.0012278713039936629,0.0056397606810964195,0.0010520367806859954
0.0,0.005554507139652408,7.714785179923781e-06,0.005555382840432415,-8.723849989054279e-05,0.005553632858543143,-5.238125408006064e-05,0.005550302401227606,-7.458114650358472e-05,0.005551808373097349,5.708876637810149e-05,0.005554909028806887,0.0003234662467373371,0.00556108123577866,3.167505228188609e-05,0.005564511058006721,0.00039608014500539207,0.005581012439267078,0.0009070468552229964,0.005609778266542043,0.0012862826694945901,0.005637016738062309,0.0009547076819973004
0.0,0.00556190584261285,-1.076242490079131e-06,0.005560038694459064,-0.00016365859207426127,0.005556719634928278,-0.00015790590011560132,0.005551574438754481,-0.0001684379136265118,0.005549721188827632,6.97978972192286e-05,0.005553112636513962,0.00010159567862881015,0.005557999449568948,0.0004066258960665356,0.005569145502049084,0.0003158846298239198,0.005580339836515543,0.0007501506451300013,0.005602489912837387,0.0010826033076573058,0.005639546367798859,0.001694125212691674
0.0,0.005568086037630705,-2.7746842757804436e-06,0.005565305169340459,-0.0002695373293832578,0.005557744415542589,-0.00016771789820293773,0.005554411317509338,-0.00031402148375493996,0.005548994983220895,7.169294530306439e-05,0.005549563870597662,-1.44536728018029e-05,0.0055576210971721995,0.0005420592654572908,0.005567444661144404,0.00034550242213627193,0.005583572574763953,0.0008239651709064297,0.0056025112357215735,0.0007819110064072021,0.005621499722325876,0.000717155230400895
0.0,0.005570504337399449,3.848204677789323e-06,0.005570286029337642,-0.00014794047340413013,0.005562296448563406,-0.0004253669832488332,0.0055537564552677636,-0.000264622469299967,0.005549192930368136,2.003258430463429e-06,0.005549429191126096,-3.909557590376849e-05,0.005553676651249565,0.00038041507136468087,0.0055677049630284275,0.0007589155060527533,0.005587897306849292,0.000755692084436682,0.0055999549227165836,0.00023940132603042846,0.005607945239403608,0.00039745705732950945
0.0,0.00557680213227077,-1.3188466474760227e-05,0.005571907600021943,-0.00022776436952550556,0.005565182756198872,-0.000324267504670222,0.005556927971102782,-0.0003424148555198444,0.005548960430059305,-0.0003218506636666534,0.005546165896677792,0.0002598735146121967,0.005554309216736519,0.00036405317394276604,0.005571610703269041,0.0007924956921930784,0.005586046247600672,0.0004956889076522363,0.005595462177848295,0.00021636230266861234,0.0056004664575857776,0.0002100433001638828
0.0,0.005578469952321248,-9.001067203477623e-06,0.0055749503124701985,-0.00016406824069703139,0.005568987571592892,-0.00041565298989821057,0.005557897904239995,-0.0003919030757894762,0.005548482004218755,-0.00031979051612354193,0.005545952633267544,0.0002491977112692925,0.005558678684359217,0.0005034125590426617,0.005572848841068337,0.0006817367304812692,0.005580933398308353,0.00010640655083741551,0.005591009947756744,0.00046632286657716736,0.005596186184698723,8.25981541526645e-05
0.0,0.00558050020139638,-1.657662343253245e-05,0.0055777933026413705,6.206484602455999e-05,0.0055712638554500345,-0.0006570583628102859,0.00555722438415518,-0.0004682455019920206,0.005548719677471877,-8.085478878813649e-05,0.005553556059940103,0.0003512017536178235,0.0055601893956997005,0.00023081083753231013,0.00556946495902272,0.00043280748694401214,0.0055783455452130945,0.0002906664394796447,0.005585495487447252,0.0003320187487384525,0.005595197683448775,0.0004102100791474532
0.0,0.005584388568174183,1.1470777878906331e-06,0.005580707670737893,-0.00048408320278677376,0.005567002536165009,-0.00036613485829726166,0.005559421252180136,-0.00032030042892164737,0.005555965202088,4.0764894337696813e-05,0.005556512900977966,8.743452164723373e-05,0.005562930464523986,0.00020868781899706915,0.005565762737772718,0.00020852742910135044,0.0055731989534246375,0.0004098738666091331,0.005583180268234891,0.00020995966093111695,0.00559011661937508,0.0003809410724223779
0.0,0.005586966560298626,-1.564666595181449e-05,0.005579763287416011,-0.00046616841367969975,0.005566935987318537,-0.0003313550306981446,0.005562427082561255,-0.0001911731274757844,0.005562697503190582,0.00017933621824301062,0.0055624555996123025,-0.000204938571504132,0.005559871658617407,0.00015894583214035198,0.005565414583802965,0.00010692351659449198,0.005570327362624065,0.00034918365250783485,0.005576090433264248,0.00021300102947345567,0.005591139705008803,0.0008341253515463022
0.0,0.005580886720030265,-6.583576084182256e-06,0.005578069967485029,-0.00016568996866749448,0.005572620064736326,-0.00022999444429552652,0.005568315213201865,-0.00017353562377122697,0.005565337278470419,4.0370835661459764e-05,0.0055651128009068145,-0.00016782058986609298,0.005563999455766479,3.579114854858211e-05,0.0055610121668036435,-6.064136222323431e-05,0.005565684997735776,0.0003457943636410916,0.005575055807099094,0.00027412735413519137,0.005580411050637732,0.0002160099625834084
0.0,0.005572909915373248,3.042334937139261e-06,0.005576102592101313,0.0002563302945000538,0.005578999656957155,-6.511441088303323e-05,0.005574426845790162,-0.00022709250406511785,0.00556997867294717,-0.00021477693190610932,0.005566255340221117,-5.415462006877247e-06,0.005564025489300218,-0.0002078869955776913,0.005561697407873199,7.677127126745381e-05,0.005563388221587563,1.4005764832238015e-05,0.005568220700081098,0.00039524239110931537,0.005577264021845231,0.0003161636376243864
0.0,0.005571897195178323,-8.606509046514055e-07,0.005573032536279345,0.00019529143294300067,0.005580541456436535,0.00018988003987083744,0.0055819541594303215,7.335597324906578e-05,0.005576298778222655,-0.0006187879885893676,0.005566746253113876,-5.5204334420756924e-05,0.005563136861523296,-0.00019439421362813875,0.005563096826905724,6.78345138695073e-05,0.0055610882700639925,-8.055601953086433e-05,0.005563501992233622,0.00018021698315749983,0.0055699903842324865,0.0003201967571512389
0.0,0.005570594291347658,5.57131890474168e-06,0.005573517836772111,0.0002064827848536207,0.005580767455935591,0.00031202506186894915,0.005584564701033977,1.7619036134821987e-05,0.005582098251386074,-0.00029440564659070543,0.005571607433439465,-0.000424763897869222,0.005563365874754949,-0.0002499081542989016,0.005559878857159636,2.9954339887814465e-05,0.005560981568057042,-5.403132808209094e-05,0.005561609359722747,6.109803229704483e-05,0.005554017268885203,-0.0005346070689210132
0.0,0.0055716829128323675,5.871227201340816e-06,0.005574970553533074,0.00023538706051035062,0.005580987398709177,0.00018084405546768038,0.005584968680712999,0.00011663098917604076,0.005584206716243282,-7.933359064913764e-05,0.005579072855247984,-0.0005388812112403376,0.005564720689898153,-0.00031421256320666145,0.005559300581194974,-0.00018889203812153777,0.005559777339912752,5.0407352841982764e-05,0.005554909496969609,-0.0002758812824813829,0.005549643051853743,-0.0001888609676540601
0.0,0.005574526712317239,1.9236021691021263e-05,0.00557790830048456,-0.00010000626587183903,0.005578985151850409,0.00037928941299004103,0.005586332734886291,9.981557976444424e-05,0.005585832392098227,-0.00013691763789991734,0.005579455223570949,-0.0003222812455157146,0.005573372163585198,-0.00021166524924951094,0.005562234060945448,-0.0006215975120955433,0.005553083571854257,-0.000128370962406405,0.005548414381583696,-0.00019138222672303686,0.00554629126778314,-3.4551903036969666e-05
0.0,0.005577451928737349,9.678697577364846e-06,0.005579876261757595,3.9868908246638446e-05,0.005582188035859649,0.00015512576072510754,0.005583361259343405,-1.86375727191644e-05,0.005584587300271355,0.00010019153407930658,0.005585223153497749,-0.0001418031225993015,0.00557718725756337,-0.0003678020209895693,0.005565616304566804,-0.0006623771423728985,0.005550413154204864,-0.0005118582653227963,0.005540234616695293,-0.0001221942082876591,0.005542298592174898,0.0001408823312426441
0.0,0.005582483689788282,-2.978877939200928e-06,0.0055817816213843355,3.792924052135898e-05,0.005583333106524153,-0.0001089721983605175,0.005582313797144523,0.00018339641651614525,0.005584752460395413,5.116259374156143e-05,0.005587749039141602,1.549452496260227e-06,0.005581645683090288,-0.0004619532638917255,0.005565458757454115,-0.0007219359982029109,0.005549787503743696,-0.0005361012782404127,0.005539377029203359,-0.00038774902141032084,0.005522446825416223,-0.0008579800268985328
