‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,40000.0
simu_time,0.075
qty_x,11
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.01
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[0, 1]"
animation_speed,2
sampling_length,3000
vec_length,24







0.0,-2.7847107381130066e-07,-7.158240855831189e-06,-3.0429789960842535e-06,-0.00019645642327108245,-8.357992958365902e-06,-0.00028439833985119563,-1.4629142023282945e-05,-0.0002015818623496753,-1.7816809950280703e-05,-0.00010401580467428018,-1.787990927004501e-05,9.038386658487312e-05,-1.6685510527886104e-05,1.0513687116800644e-06,-1.6150507775593023e-05,6.440609581623595e-05,-1.358212986074991e-05,0.00016042171305359328,-1.0472216628467727e-05,7.851034262689854e-05,-8.82546675132735e-06,0.0001005692900119841,-6.404353729634937e-06,0.00010341815417437564
0.0,-3.5920980181402097e-07,-5.5935709252131935e-06,-2.5061833471761914e-06,-0.00016786565793834143,-7.475533869703319e-06,-0.00025169996938229544,-1.2867696515271492e-05,-0.00018931061953075676,-1.6302566736371158e-05,-0.00015648293528456035,-1.948275290017384e-05,-8.42853922650841e-05,-2.0427954527324958e-05,3.3133003130409293e-06,-1.880259521417986e-05,0.00011386082652298474,-1.5566560243583492e-05,0.00019087400526315786,-1.0825431202980197e-05,0.0001866860580509288,-8.853250707105761e-06,-4.038894663313667e-05,-1.1680110102654616e-05,-0.0001584029320306305
0.0,-3.89994057858096e-07,-3.1066912477380354e-06,-1.7999481468317352e-06,-0.00014285377731858886,-6.0267265970383715e-06,-0.0001582835000026104,-9.974285300561502e-06,-0.00025538800694757403,-1.571038621307194e-05,-0.0002090290555226501,-2.092334818457365e-05,-0.0002230223605937327,-2.3554522807738635e-05,-1.576236444241055e-05,-2.128581259479372e-05,0.00022983550647504776,-1.547797177636872e-05,0.00020666195888340596,-1.3223107913312731e-05,1.836771540749843e-05,-1.204640451825786e-05,0.00010806713721548414,-9.4140238421475e-06,0.00011233104794526819
0.0,3.7346336896094215e-07,-1.1343995447313563e-06,-7.511558143549824e-07,-8.851652241756013e-05,-3.177943019546075e-06,-0.0001633117082149392,-8.328026415625398e-06,-0.00025274548780796185,-1.5885787550428847e-05,-0.00041615404181422777,-2.251672922858954e-05,-0.00011470355220330251,-2.3665213660353795e-05,-5.240323212773302e-06,-2.1802559878036577e-05,0.00012958299480295864,-1.9736865492986465e-05,8.28576114280524e-05,-1.6272050032058567e-05,0.00020209016164685875,-1.2538067544107852e-05,0.00011280041539326326,-1.0405540511196012e-05,8.87304433302305e-05
0.0,-2.470771161824008e-07,4.138462840913654e-06,9.88864162909988e-07,2.46587531994234e-05,-1.1774226464197177e-06,-0.0002180407527658558,-8.667903533115881e-06,-0.00039966419369101943,-1.6365569083215678e-05,-0.0002344088064243464,-2.038694301884864e-05,-0.0001707757598697936,-2.3551951913443725e-05,-7.332730003188489e-05,-2.4493269677352603e-05,-1.633143978872552e-05,-2.2753034464945235e-05,0.0001659069941035986,-1.9304320098469622e-05,0.00013365625632106998,-1.4417442947135762e-05,0.000278516551192399,-9.487406741259094e-06,0.00017322551323367284
0.0,5.492267914016275e-07,2.31345057519331e-06,2.6852310636650535e-07,-7.208806713159772e-05,-3.205064478596324e-06,-0.000209078383346506,-8.228520328489235e-06,-0.0002216707449943407,-1.3332540092339908e-05,-0.00026452188094238017,-1.9962552962925523e-05,-0.00023531889737769024,-2.362913583495743e-05,-0.00015456167490379916,-2.6164104707025774e-05,-2.2578611275357093e-05,-2.5958237271508594e-05,4.276446494305036e-05,-2.2230410547771715e-05,0.00025368370090976034,-1.650125760800334e-05,0.0002810648354767529,-8.48092600482761e-06,0.0003887265262966932
0.0,-9.020561456124066e-07,-1.0022389146400506e-05,-3.474036667385321e-06,-0.0001290004538722228,-5.02785731631549e-06,-2.8908626800691064e-05,-6.982927500272255e-06,-0.00015832515430585627,-1.1818304824886938e-05,-0.000264313452150916,-1.805250773689174e-05,-0.0002694561827609364,-2.413669828311779e-05,-0.0002339259348323198,-2.7933354668650418e-05,-0.00011819496273523607,-2.8321763765041763e-05,0.00010117331374805412,-2.4893758939356195e-05,0.00020514412882340042,-1.826472156732366e-05,0.00034474815470710935,-1.0366186507826251e-05,0.000348324669315784
0.0,3.079978823060611e-07,-2.544605877060701e-06,-1.5598937832642877e-06,-0.00016233122015151978,-5.7880425210520695e-06,-0.00017128607211577785,-8.404969357637199e-06,-7.285083343863757e-05,-1.0566493081028592e-05,-0.00014666456366643882,-1.6105619943094184e-05,-0.0003443192000154458,-2.433575253688294e-05,-0.0003139399670031114,-2.9170560490834412e-05,-0.00012948897401972973,-3.0161016934246883e-05,6.382482019959127e-05,-2.6853589984069993e-05,0.00021175435275837802,-2.0275654952752682e-05,0.00032888937541714427,-1.4107243448671596e-05,0.00023485671277055973
0.0,1.560545569349624e-07,-2.0998919517817154e-06,-1.1824413983388305e-06,-0.00010838389342100197,-3.793695977390235e-06,-0.00012901113666005518,-7.882606844971462e-06,-0.00021546688818234631,-1.2437227424462153e-05,-0.00018285202098082445,-1.6530386951367296e-05,-0.0001829294831971872,-2.230942586297526e-05,-0.00035867973678412924,-2.9549503296195692e-05,-0.00017964410914305082,-3.13030827915238e-05,1.9167055492322928e-06,-2.817940963112798e-05,0.00022564354563768115,-2.3632625169339623e-05,0.0002136024741076601,-1.7176824721245116e-05,0.00031923327057245115
0.0,-3.3573820536233106e-07,1.170200477389055e-06,-2.712226851157344e-07,-5.107391324978466e-05,-2.651960331121621e-06,-0.00012811279236271816,-6.8394589395826195e-06,-0.00024574696376322887,-1.2704277450120008e-05,-0.0002573785759378238,-1.8744069251638358e-05,-0.0002749142461758557,-2.332765495123312e-05,-9.796176089996633e-05,-2.6395727938517553e-05,-0.00022909702345751235,-3.063818438590327e-05,-8.44267392158219e-05,-3.088655628692478e-05,7.252721335752906e-05,-2.6822657834845545e-05,0.0002327329157482866,-2.2349293457808423e-05,0.00017426590707903962
0.0,3.0910626876038667e-07,-2.39829301765063e-06,-3.1890527141274284e-07,-4.433642669820496e-06,-1.5446546869313339e-06,-0.00016805262138353382,-6.708136158699813e-06,-0.00024252616405603464,-1.300006879098773e-05,-0.0003194710172335031,-1.9410120220348798e-05,-0.00021534781981137992,-2.4093060801405676e-05,-0.00019343673905889935,-2.6282094040854446e-05,-3.4650092804898507e-05,-2.8349016136429957e-05,-0.00012676555745166546,-3.087255720313061e-05,-0.00010516989567966634,-3.176893041049517e-05,8.390822156297189e-05,-2.738994739771478e-05,0.00023986308959973135
0.0,2.214482104755439e-07,2.5648953217826124e-06,1.3290180922151519e-07,-7.209699435081127e-05,-2.5987211550139955e-06,-0.00011801291858464935,-6.547647964881611e-06,-0.0002782597430661998,-1.3287441337017005e-05,-0.0002684614797738123,-1.942535675509036e-05,-0.00025442493922858407,-2.3351737234166148e-05,-0.0001220748339650451,-2.6620644974903075e-05,-0.00014998156044059805,-2.8825596151954803e-05,-3.96900864853547e-05,-2.960818262838247e-05,-6.56888701465283e-05,-3.3171318053596336e-05,-0.000260181369097979,-4.039754748681699e-05,-0.00034005877527876823
0.0,-6.856479532061354e-08,-1.695961390318698e-06,-1.0705181774505372e-06,-8.729235137902236e-05,-3.281765836110009e-06,-0.00013143613847326066,-8.080719199793797e-06,-0.0002456383994071356,-1.3007981938687741e-05,-0.0001961607093771954,-1.7647090574789164e-05,-0.0002439280122759982,-2.379151389312213e-05,-0.00023093917354000828,-2.661949719567087e-05,-3.5112286073470155e-05,-2.7092847769044084e-05,-5.618654406630789e-05,-3.025074083168524e-05,-0.00021974085429540192,-3.72801017420746e-05,-0.00039037267897024943,-4.664835246981259e-05,-0.0004166882089843461
0.0,5.150844005468797e-07,-4.9628134003024344e-06,-1.90678429556416e-06,-0.00015364089309671635,-5.436816089308871e-06,-0.00016646000524762542,-8.397696459520768e-06,-0.00010014153366399406,-1.2433875215509793e-05,-0.0002648819203732719,-1.8337121878047728e-05,-0.00021905343436087534,-2.2060575246995812e-05,-0.00010873412848899733,-2.3759779070706612e-05,-8.0486386845684e-05,-2.7352844458423468e-05,-0.0002186139979917033,-3.315229644228481e-05,-0.00032319023217047474,-4.1372670795498964e-05,-0.00035870415789595954,-4.9878929136471814e-05,-0.0003900209273666879
0.0,-8.189675556469437e-07,-5.607338297503918e-06,-2.347042463729258e-06,-0.00011492677080108374,-5.331541609336257e-06,-0.00012214246251470755,-9.458075819291651e-06,-0.000265817955025064,-1.4413553104399315e-05,-0.00012498922547863388,-1.6810196185825594e-05,-0.00010124349170891003,-1.8305557118959783e-05,-6.49510970401359e-05,-2.2293408926345e-05,-0.00027807688332455937,-2.8694873061001996e-05,-0.0002836890970586288,-3.6497183576959115e-05,-0.0003872871026920803,-4.486971452731666e-05,-0.0003446725225499664,-5.235741177418369e-05,-0.00032184737470731904
0.0,5.909453886481242e-07,4.490254114472126e-07,-5.086867217977753e-07,-0.00012650889415057233,-5.590265212600398e-06,-0.00031770956896333945,-1.2214628851283818e-05,-0.00017493746259739416,-1.3645016170761933e-05,-2.6772133382290653e-05,-1.4269168448027044e-05,-2.0507973744579766e-05,-1.640874236206548e-05,-0.00018317104286740677,-2.1454747057882737e-05,-0.0002779309644342512,-3.0227764460737348e-05,-0.00045855693660970135,-3.93610067206551e-05,-0.0003329864729558506,-4.776821961653807e-05,-0.0004101109141306527,-5.558847395590358e-05,-0.0002975971877351302
0.0,-2.569666717571206e-07,-7.574682846049235e-06,-2.9453016203578447e-06,-0.0001775272824771367,-7.120929595651253e-06,-0.00016165422306841805,-9.914740458503354e-06,-0.00013008632604219928,-1.2794179004237355e-05,-4.954674626032181e-05,-1.2757161100404941e-05,-3.1853739871206335e-05,-1.531367685450499e-05,-0.0001900125473065816,-2.2166461135445788e-05,-0.00039839401908763685,-3.111964487544527e-05,-0.0003702910279573092,-4.092110478882484e-05,-0.0005023450649598467,-5.0785750733550835e-05,-0.00035597538983165493,-6.005337071236635e-05,-0.0004499685285786085
0.0,-3.184863508783329e-07,-8.374791883717897e-06,-3.5774697916733495e-06,-0.00022335903901341025,-7.493148668828231e-06,-9.543763232262056e-05,-8.37873383450213e-06,6.0798539929841015e-06,-8.924582091356056e-06,-9.32665800013846e-05,-1.2239716680628666e-05,-0.0001792290493227452,-1.6813587626690146e-05,-0.00022112087361950112,-2.249426086776176e-05,-0.0002931361184690244,-3.15318486198016e-05,-0.0005016328509372398,-4.239632770889975e-05,-0.00042865238105045314,-5.310811790892372e-05,-0.0005254089283667183,-6.489319199663031e-05,-0.0005082479185057099
0.0,-3.962841705362415e-07,-4.079769166473883e-06,-1.7369656543063136e-06,-9.900707093819994e-05,-4.316725817408199e-06,-0.00011459996679280692,-6.7071392309060905e-06,-8.184931255420289e-05,-7.853473332397043e-06,-5.1457306244637775e-05,-1.0730314524169549e-05,-0.0002143509518239586,-1.7201971746694617e-05,-0.00033380575850978884,-2.4748002846492177e-05,-0.0003101944895021818,-3.203136551713692e-05,-0.0003804090243003934,-4.2726678611904e-05,-0.0005383529686698753,-5.601740721011037e-05,-0.0006081634863827057,-6.893262375981027e-05,-0.0005421085643245744
0.0,3.0811974311851945e-07,1.1702414324122804e-06,6.326229927128201e-07,1.879244980705509e-05,-5.959401845295924e-07,-0.00011996960013053458,-3.094502572528627e-06,-0.0001291729301571469,-7.3186255369121825e-06,-0.0002063013871230625,-1.1911653704037465e-05,-0.00020039317549419398,-1.653604083023295e-05,-0.0002402743345050049,-2.4601177419109186e-05,-0.00046395845937281956,-3.464914760783849e-05,-0.00037625709198607063,-4.425758094931833e-05,-0.0005205526574670201,-5.7323695052762476e-05,-0.0006351503748111727,-7.399115995994075e-05,-0.0007854921999100707
0.0,8.700275085510073e-08,2.6625091145345834e-06,1.3717955148236463e-06,0.00010708541079456406,3.079631593024706e-06,-3.311341314406127e-05,-3.8152784105978703e-07,-0.0002051845579628437,-5.61972378707153e-06,-0.00027759183969325134,-1.1808554892150515e-05,-0.0002480266406734767,-1.815400252409891e-05,-0.0003142208848305934,-2.4883733077252096e-05,-0.00029043953496275983,-3.4122977541158375e-05,-0.0005564098271697806,-4.774977864484938e-05,-0.0005818755761881761,-6.0973137701406274e-05,-0.0005724225473803879,-7.210135158561414e-05,-0.00043984530726368256
0.0,2.3034830080085856e-07,7.990986365613481e-06,2.298672815742788e-06,7.322838437923811e-05,3.106434184814866e-06,4.1770039593381235e-05,2.567940308989438e-06,-0.00015497624476319566,-3.254889015252581e-06,-0.0003055226323083256,-1.1240553073337964e-05,-0.0003883478420960417,-1.8389078594575536e-05,-0.00025165046577581984,-2.6041807319169978e-05,-0.0004244808572051002,-3.655477435893159e-05,-0.0005288777870943634,-4.9875680820455445e-05,-0.0005838699729097876,-6.211902550042639e-05,-0.0005296704267424426,-7.518761492292119e-05,-0.0006007510721513328
0.0,2.5513523318493176e-07,-6.80644814870992e-08,9.983217399557687e-07,0.0001183385165825828,3.618748306511265e-06,2.9620919249926485e-05,2.9001206301570294e-06,-8.083632240428764e-05,-1.53813221718688e-06,-0.0002882601895428644,-8.023265632413703e-06,-0.0003002613505804617,-1.755459248154998e-05,-0.0005381868902032615,-2.9557287067135666e-05,-0.0004737617502878166,-3.991996931092275e-05,-0.00045104854411876535,-5.0292625766084735e-05,-0.0005019002255078378,-6.338769024885048e-05,-0.0006222784545927743,-7.794949930395053e-05,-0.0006508819754403784
0.0,-2.7064943186549216e-08,4.53747167877824e-06,1.507030009210599e-06,7.271283151265641e-05,1.9371331403103723e-06,-1.1354082996739286e-05,2.143875383192104e-06,2.7217905184031175e-05,1.4908164438696485e-06,-0.0001420807251210369,-5.771577226318171e-06,-0.0004857306376305252,-1.8219332980645203e-05,-0.0005486944556986689,-3.050622751864461e-05,-0.0005470579188049737,-4.205496042468319e-05,-0.00047620087679607257,-5.330519869724063e-05,-0.0004921584418776162,-6.486988698114567e-05,-0.0005670743265992554,-7.828279581254918e-05,-0.0005911426823412914
0.0,-7.113695182417936e-07,-3.191140690149089e-06,-6.838882826184494e-07,4.1279121354670774e-05,1.3224479412443895e-06,0.00013760206437441676,3.7282944961179547e-06,3.005179387624833e-06,1.106934240860643e-06,-0.00021063404945765796,-6.050217105247331e-06,-0.0004022052033178701,-1.6389729221369753e-05,-0.0005384711154095323,-3.0481401558026748e-05,-0.0006369326365959445,-4.3953224319541326e-05,-0.0005724548868911313,-5.6643027517712006e-05,-0.0005237197692414335,-6.761546181871651e-05,-0.0004337782388477422,-7.597485686194284e-05,-0.00033303782212596117
0.0,5.571228179233281e-07,1.4862847659602594e-06,1.042062202093117e-06,6.26496401470583e-05,2.187557729466281e-06,-4.826198363976392e-06,2.28827357792321e-06,2.248984874039017e-05,2.7863786387654155e-07,-0.00021808339503754602,-6.000936690111703e-06,-0.0003347845530608541,-1.59121620809793e-05,-0.0005345595847471545,-2.947320110919086e-05,-0.0006519348527144685,-4.561345286298453e-05,-0.0007267576041271182,-5.9526298869801736e-05,-0.0004887886360167483,-6.908489109422551e-05,-0.00037192856617120084,-7.742311071168902e-05,-0.000369692662603628
0.0,7.458215672044041e-08,6.806757778684131e-06,2.1881323482722604e-06,0.00010029441012349579,3.1753567834374537e-06,-1.4004254472080472e-05,1.232448128183763e-06,-0.00014382426867666961,-1.8643359376752211e-06,-0.00010332081254664137,-5.592119907745909e-06,-0.00031909336443530057,-1.6130630151077084e-05,-0.0005461349994483161,-3.063535279985834e-05,-0.0007093621012762317,-4.546056555867272e-05,-0.000615030849035202,-5.9973632234155684e-05,-0.0005996756935153196,-7.099272548461012e-05,-0.0004224607733877987,-8.112449566896447e-05,-0.00046093995891795773
0.0,4.549251284640757e-07,9.345208798868246e-07,6.60545467994988e-07,3.435698679608635e-05,1.7032711782004748e-06,3.65415799987624e-05,1.9556281136434534e-06,-4.1356913745696425e-05,-1.467464233955674e-06,-0.0002682269235476079,-8.98391395638708e-06,-0.00033560547088943546,-1.745477456524215e-05,-0.000488821580645155,-3.062059130638956e-05,-0.000606109256060909,-4.528785651603646e-05,-0.0006792200556604485,-5.880962726292431e-05,-0.0005232201999770189,-7.261022466125482e-05,-0.0006831732771156546,-8.694691307796568e-05,-0.0005913556692269718
0.0,-5.197478213726939e-07,-2.9391813815199358e-06,-3.4848277682024836e-07,6.016812441250916e-05,9.281003606648328e-07,2.935786571893097e-05,1.0593714863687269e-06,-4.877782133725105e-05,-2.0922988283842097e-06,-0.00021973715606664446,-9.950549101815967e-06,-0.0004818645132862184,-2.120874690292449e-05,-0.00044891688512629094,-3.128367483010875e-05,-0.00047395931189096296,-4.2494030953210125e-05,-0.0005383847134121154,-5.8014598084101555e-05,-0.0007937842904076149,-7.526520491989235e-05,-0.000715432991843117,-9.158223964824638e-05,-0.000723055165070155
0.0,3.0597489950597393e-07,1.9874789133171123e-06,7.058820553411761e-07,2.1571430619682135e-05,7.29657864389242e-07,-4.0166120894334645e-05,-6.874395928699496e-07,-7.498301936479043e-05,-4.556096494079375e-06,-0.0002848230319767463,-1.2176545303092359e-05,-0.00037847297811972565,-2.142148745014338e-05,-0.00040383470019830705,-3.123470761934994e-05,-0.00048713380317221504,-4.306239599648922e-05,-0.0005568990605230745,-5.7220366344178976e-05,-0.0006969664485105948,-7.584813607357887e-05,-0.0009410499253071136,-9.78914062579227e-05,-0.0009730828775927232
0.0,3.072933467035384e-07,2.450546704155858e-06,9.048716678680925e-07,3.1826349309961005e-05,8.275901048957621e-07,-5.919073137574564e-05,-2.5232607709736354e-06,-0.00024678798308277273,-8.746337695963316e-06,-0.0002413715150445541,-1.3793581261248315e-05,-0.00023857703724163113,-2.052616656979117e-05,-0.00039488201166524786,-3.122561714339866e-05,-0.0004769741445046904,-4.304655989054141e-05,-0.0006153812259504797,-5.826936095415241e-05,-0.0007331469848814111,-7.784399779346961e-05,-0.0009419334034188306,-9.861921109911162e-05,-0.0008941230403019709
0.0,3.465410404048768e-07,3.111618360242536e-06,7.497832643429162e-07,-1.6457334018078074e-05,-1.4316345511888736e-06,-0.0001539418036276809,-5.200022089409308e-06,-0.0001909719315413672,-1.0011162840007396e-05,-0.0002023312002839629,-1.5392883351229513e-05,-0.00030934975985813154,-2.2048765005329503e-05,-0.00023477626911108107,-2.923350784762946e-05,-0.00047407339169863716,-4.30818896404668e-05,-0.0007249539078597628,-6.157647459104978e-05,-0.0008381022542979277,-7.93221407651713e-05,-0.0007592377601411508,-9.734442062300116e-05,-0.000811216441163524
0.0,-1.0075280038467495e-07,-8.571106019051812e-06,-2.477986143781e-06,-8.90386875630336e-05,-3.847492203803674e-06,-0.00010376592414154896,-7.08622291054624e-06,-0.00015138121363450496,-1.1735503002707457e-05,-0.0002543220870049152,-1.6146213895807968e-05,-0.00013930113952611051,-2.1286354312871047e-05,-0.0003357991446485834,-3.087163819380257e-05,-0.0005229480162709425,-4.512559196023543e-05,-0.0007086264427171347,-6.207264724490104e-05,-0.000769298268024133,-8.036089792690847e-05,-0.0008084224385315125,-9.656003136189611e-05,-0.0006545680928007368
0.0,-2.1738225029722444e-08,-2.7155980199174248e-06,-1.7189340154595114e-06,-0.00016962266343703957,-7.063156475943739e-06,-0.0002172021850472355,-1.0288481631787823e-05,-0.00011440956841941139,-1.1876298970506842e-05,-2.1290246578632845e-05,-1.5266509619248384e-05,-0.00030167897346546307,-2.2445672787506593e-05,-0.0003461987304353082,-3.3713654363935955e-05,-0.0006059925518412497,-4.739498031384135e-05,-0.0006069381060555509,-6.22260681790778e-05,-0.0007054117684307725,-7.963489394953155e-05,-0.0008199507806601697,-9.885543082507088e-05,-0.000856297110987596
0.0,-2.2689423334697568e-07,-9.535970170093184e-06,-3.492864438490505e-06,-0.0001900670401333301,-7.471304261975573e-06,-0.0001932783513627522,-1.1361686198417653e-05,-9.722407968372344e-05,-1.2785950750604596e-05,-6.781157149493568e-05,-1.5719540289994266e-05,-0.0002468680948743497,-2.4586458103828713e-05,-0.00048244005302997635,-3.6048282460742083e-05,-0.0005133134296631148,-4.850634368281688e-05,-0.0006105600397649327,-6.323615431963855e-05,-0.0006746220412628734,-8.006271313771164e-05,-0.0007857537254559766,-9.714401021377585e-05,-0.0007276403434023193
0.0,1.786662906079902e-07,-8.21501291866408e-06,-3.269328123850157e-06,-0.0002206350521049131,-7.357384511431202e-06,-0.00013213956567391537,-9.437029982388362e-06,-9.290814393245528e-05,-1.3883406339211967e-05,-0.0002701115161867332,-1.974557399438455e-05,-0.000265852476923126,-2.651468432454284e-05,-0.00032481096184218297,-3.631629215206409e-05,-0.0005635379714446144,-5.038620504531589e-05,-0.0006412455426800203,-6.518438540742352e-05,-0.0006473257166536805,-7.9837471961692e-05,-0.0006612547827423984,-9.525358848460178e-05,-0.0006843991584997868
0.0,-3.0502857483625084e-08,-1.3637089257115022e-06,-6.436413170694605e-07,-6.257591757884547e-05,-3.912114533194346e-06,-0.00020478487588496594,-9.492331183420044e-06,-0.0003110327504845282,-1.5847863943688622e-05,-0.00019920667805634263,-2.1478140887008918e-05,-0.00033652190056884194,-2.9385888212494342e-05,-0.00036242521813601195,-3.8999481535719316e-05,-0.00046788989595290565,-5.092302446548139e-05,-0.0006137386968946972,-6.617885765674764e-05,-0.0006755086946007729,-8.0412513514391e-05,-0.0005681578200586102,-9.199364803325078e-05,-0.00048020689741820415
0.0,5.367513220812899e-07,2.325117624388573e-06,8.02635309534818e-07,6.716053136799182e-08,-1.5317183377880731e-06,-0.00024773684324665965,-8.696793949136224e-06,-0.0003206258306028631,-1.634603194057687e-05,-0.0003704607237859056,-2.4238700418695818e-05,-0.00031394008033927394,-3.196223804121859e-05,-0.0003793970940921174,-4.174654137246938e-05,-0.000493331898899791,-5.4017783105266344e-05,-0.0005596639619835689,-6.560501200276951e-05,-0.00046953172048003325,-7.865683200538615e-05,-0.0006826408137029924,-9.327269890129147e-05,-0.0006052966911302878
0.0,-1.639907679054392e-07,-1.0945946783698398e-06,-3.4974785645540575e-07,-1.4181156556174835e-05,-1.88071923958496e-06,-0.00013293416454322898,-6.510393929208797e-06,-0.0003099006216300555,-1.600174490903121e-05,-0.0004464191880691088,-2.581062676840056e-05,-0.00046579505325612143,-3.5979249351156336e-05,-0.00039048485066470537,-4.575989413393743e-05,-0.0004760540490415689,-5.487433957645756e-05,-0.0003499128113327272,-6.547438376745043e-05,-0.0005861489847308372,-7.856478054613977e-05,-0.0005460022196793975,-9.150394877643613e-05,-0.0005881733078434032
0.0,3.439014807060289e-07,-2.0416271507020265e-06,-7.284597834501251e-07,-6.703025853075542e-05,-2.9202333038947444e-06,-0.00014765571122495857,-6.857255176358882e-06,-0.00020672505884036872,-1.419136808185452e-05,-0.0004577012211304896,-2.7085214280699232e-05,-0.0006258478591512099,-3.9844842976677e-05,-0.0004804402628073489,-4.850166683623341e-05,-0.000285042785152398,-5.65667209231875e-05,-0.0004714607753049763,-6.67877861188196e-05,-0.00040665444146944764,-7.761328149896989e-05,-0.0005350965246336246,-8.892185981452291e-05,-0.0004705743198769062
0.0,-2.6460913713865186e-07,-2.712445042522869e-06,-1.0899930145661969e-06,-5.654863206947538e-05,-2.702369924042508e-06,-9.964894909834174e-05,-7.334829834716681e-06,-0.0003360212841085339,-1.6792901648677444e-05,-0.0004430724259748575,-2.7251724275631973e-05,-0.0005093437056378805,-3.9527227567769834e-05,-0.0005405326227174757,-5.1708626521734856e-05,-0.0004998289971351049,-6.036717755462112e-05,-0.00030831060495448923,-6.796435371703013e-05,-0.0003367641079137006,-7.630898428435574e-05,-0.0004351913684381656,-8.64939268708292e-05,-0.0004422830635139285
0.0,8.361456803870622e-07,1.9005787062944298e-06,5.862988060398423e-07,-4.4650294541945285e-05,-3.245830680150022e-06,-0.00029464526017592676,-9.915236752062712e-06,-0.0002891187729230997,-1.8032353123631586e-05,-0.00041566799734135034,-2.819041413690351e-05,-0.0004894514350324058,-3.9996427852509526e-05,-0.00052996700417795,-5.2421291431843324e-05,-0.0005563389496718446,-6.327512400910895e-05,-0.0003804464829061088,-7.078707379940207e-05,-0.00028473362350268824,-7.613409143371379e-05,-0.00021262759751824393,-8.126839177823409e-05,-0.00023341027865235995
0.0,-3.8483944705721e-07,-5.45783219955626e-06,-1.5825229532213905e-06,-4.8711686905949596e-05,-4.1569377316698766e-06,-0.00022997575714397674,-1.1097489112974554e-05,-0.00034597760826363496,-1.9649946252166667e-05,-0.00040662363496494667,-2.976960345569154e-05,-0.00047952608763054944,-4.098240436827417e-05,-0.0005201273512864733,-5.3019777908338773e-05,-0.0005010619462209747,-6.433413948967737e-05,-0.0005098936362422555,-7.339395665623606e-05,-0.00024738567580326164,-7.686420243940985e-05,-5.808579398825763e-05,-7.576689263810352e-05,0.00010161930644222239
0.0,-3.7164966228658636e-07,-3.0985314766599195e-06,-2.0902724705558616e-06,-0.0001755063799619941,-6.994620163480563e-06,-0.0002024704038032797,-1.1988722588347474e-05,-0.00028983867704254366,-2.0759270675058233e-05,-0.00044404271174275063,-3.156287736203845e-05,-0.0005135944928890586,-4.2261373473882856e-05,-0.0004295394804366293,-5.434298899628008e-05,-0.0006094334954091574,-6.586956670062983e-05,-0.0004043088948344013,-7.328392243244466e-05,-0.0002067145424994001,-7.58715082427703e-05,-8.041046017353599e-05,-7.763358004493613e-05,-7.31100603962404e-05
0.0,4.23095874243463e-07,-6.765492460226529e-06,-2.224972017893848e-06,-0.00015245497547480683,-7.436053993874668e-06,-0.000350083700479478,-1.5004433446651178e-05,-0.0002780778071245566,-2.241571758806816e-05,-0.0003820754221611365,-3.153496549596446e-05,-0.0004606568196468996,-4.4861775050319154e-05,-0.0006616222225937428,-5.7399726409386605e-05,-0.0004031724893385668,-6.50622415942359e-05,-0.00030763582090146286,-7.1109352981533e-05,-0.00023072171625928775,-7.629706223540538e-05,-0.00021363261165030582,-8.030274449163398e-05,-0.0001566607487155016
0.0,-3.069915689021556e-07,-5.644615762204494e-06,-2.510464548950182e-06,-0.0001799747587525489,-8.469241826141168e-06,-0.00029735696255212614,-1.5262652069858206e-05,-0.0003514615479432013,-2.4413112926418252e-05,-0.000417716420240921,-3.528710642533362e-05,-0.0005494518097452169,-4.6905929559112415e-05,-0.0004472345903426904,-5.693771599998156e-05,-0.00042798872022571665,-6.466113150421634e-05,-0.0002681150752911683,-7.025243723690494e-05,-0.00021003756607720225,-7.568367796815388e-05,-0.00033535623463680947,-8.515984587418371e-05,-0.00044843310033402693
0.0,-3.550813114594211e-07,-6.713477957693183e-06,-2.8005923376800035e-06,-0.00017524849666095696,-7.861293822337142e-06,-0.0002791836653861277,-1.5894461529021703e-05,-0.0004305403580894972,-2.7385638831420468e-05,-0.0005580419356712948,-3.927752164274682e-05,-0.00046007547973528215,-4.835777841905772e-05,-0.00035925360818083764,-5.6121488528839805e-05,-0.0002998519155299786,-6.223455596301235e-05,-0.0003033731276474427,-7.018005374434255e-05,-0.00034786687301728754,-7.8239294419999e-05,-0.0003448940946162526,-8.373500133565142e-05,-0.00017951601238006177
