0.0,-6.601589662508166e-05,0.0074443069736126735,3.141888692434539e-05,-0.0007802534526105752,-1.141675904157955e-05,-0.000699104800957785,-6.839540007589742e-06,-0.0005610217429499901,4.033989220864786e-06,-0.0008198853944097763,-6.942080543902336e-06,0.002522451883831148,1.1130864892577892e-05,-0.0018981453417715368,1.59016134337579e-05,-0.0005375971859336117,0.00014313642165291767,0.010458739480776845,0.00035163671282533517,0.013253087846044969,0.0006096178449263465,0.015176153460133797
0.0,-4.6309250077287234e-05,0.003715414026895647,2.7944021735569594e-05,0.001460530825404442,-5.042794901110589e-06,-0.0027557017256270118,-1.4785748070026158e-05,0.002361136976416252,6.31047667792655e-06,-0.0013595486646079567,-1.0931068275478284e-05,-0.0005764811939252,2.4867075680781026e-05,0.00011977943017426836,-1.4219850966212564e-06,0.0002733541993132039,0.00012278235420759388,0.005023439126204785,0.0003618074271605564,0.013508549114932518,0.0006597180662257473,0.019646546107626374
0.0,-2.0462945510944548e-05,-3.5388869890260865e-05,1.8702077013463974e-05,0.002930444088197601,2.197786419337926e-06,-0.0032949274478796553,-2.1483894601088426e-05,0.0016547786427779918,1.039149225441643e-05,-0.00032274213535668793,-5.842538685980545e-06,-0.0001850031133529889,1.4041018871665593e-05,0.0008776417154553298,1.3520361004078393e-05,-0.0007780812643955581,9.599402277364899e-05,0.0109303317186818,0.0003524633901952428,0.013339840681811726,0.0006912305370152746,0.016207016483176965
0.0,-2.6611341927859392e-05,0.002771657307664203,8.318609512175953e-06,-0.0004997456101369407,1.3513004455176073e-05,-0.0010320352475637175,-2.5582565760872992e-05,-0.00022475654808715493,8.501217931877172e-06,0.0016817254745590893,2.0520848855987357e-06,-0.00032247688385300704,3.4642742617530556e-06,0.00020943705858983785,1.0263986994375164e-05,0.00037732434760134106,7.234145359931371e-05,0.00612827701518143,0.00035969174698703796,0.012409129877943669,0.000725937548730597,0.016469030626333744
0.0,-3.2950879196712964e-06,-0.000545706824537969,3.794601140083099e-06,0.00011667245855435568,9.634507999794013e-06,0.001369232377998984,-1.7240902453067073e-05,-0.002376495205848506,-4.80555458634687e-06,0.002223509636889183,1.923447982188232e-05,-0.0007989867077399247,-7.979110863430835e-06,0.0009973705228931134,-5.8073007284328825e-06,0.00021965977746731802,7.162575865489483e-05,0.00440887049572903,0.00035082251694531515,0.016201037468456043,0.0007243333645183823,0.008080077168249373
0.0,1.4865093433562906e-05,-0.0015599314437043403,-8.435588621912764e-06,0.00026951124055603294,8.270065292808283e-06,-0.000685566584373289,1.912356716260525e-07,-0.0007514877327454196,-2.1128515443032262e-05,0.0030852062495608738,2.702049838226501e-05,-0.0005337367922725396,-1.697105867247875e-05,-0.002221861983705079,-8.101127035737696e-06,0.0008056204208878387,5.9286103011163464e-05,0.007391816776687569,0.0003419546242967753,0.012443467930621422,0.0007820372486820604,0.012431157059747216
0.0,2.5615912167519833e-05,-0.002775241969441734,-1.009833264728796e-05,0.00015500177773141122,6.266249596101063e-06,0.0015207874813494002,-3.6889204038863717e-06,-0.000985744824159997,-1.7346277592450087e-05,-0.0016318190822855632,3.081973327345003e-05,0.0019493873007765548,-1.5449930842239376e-05,-0.0004185887829250378,-2.8598762528161445e-05,0.0003524472374954832,5.842449916323917e-05,0.006504685453691421,0.00034173493574021226,0.011385793107979087,0.0008199182702305144,0.016287039492089737
0.0,1.614505664102101e-05,0.00027063485788527775,-1.3117973242338007e-05,-0.001359348237238418,-2.4585994197422755e-07,-0.0002779133184772147,6.767191742441516e-06,-0.0010349577902536784,-6.4667300011152026e-06,0.0019676858862205976,1.1765119013446157e-06,0.0009285179412504271,4.185535381814105e-06,-0.003639128900217205,-3.696036074891041e-05,0.0007065609798732333,6.381138883531992e-05,0.006783958735351877,0.0003456765566827621,0.01702657182788389,0.0007998331131388195,0.011442653239085858
0.0,2.6247690257138947e-05,-0.0027228485839303324,-3.884675273374563e-06,-0.00013472385494163865,-9.300119669194974e-06,0.002262323040597131,1.8500854317623824e-06,-0.0002583917349873442,1.7930183308801784e-06,-0.0017941795605005283,-2.474746155071352e-06,2.6972911920554368e-05,8.12922829395577e-06,0.0007201847998916582,-2.3712522927995975e-05,-0.00011111067369694083,4.93234248211823e-05,0.0064543513459495,0.0003671567349394227,0.015400997271234604,0.0008239675953566639,0.018961209847559467
0.0,1.3660876313414792e-05,0.00047492838628181687,-6.350238437796814e-06,-0.001372841268361086,-1.2821793733954737e-05,-0.0011532197952231647,1.0083960904035872e-05,0.002132400582348421,6.400184819694892e-06,-0.0005829406666017102,-1.2347047893600085e-05,-7.186591676676334e-05,1.532132020878873e-06,0.0003794188001019405,1.1950812015881807e-05,-0.000438356882225702,4.311628886781866e-05,0.010041769972743367,0.0003805401687790912,0.016356487460092918,0.0008216988096623396,0.021157948759082515
0.0,2.0763187248287176e-05,-0.0018335398555029891,1.949863520603454e-06,7.742842601369713e-05,-2.3134698783722657e-05,6.289413309141172e-05,8.316011458648629e-06,0.0009232533158050778,1.6844410699876095e-05,-0.0011548752823741324,-1.883163332540159e-05,-0.00025832547107875674,-4.7364174604269303e-07,0.001484582522173288,1.2441493329372641e-05,-0.00040862310325474074,6.853109550501243e-05,0.005349466856272959,0.00039218246559738306,0.020547479966038534,0.000796410372963117,0.019752891303469466
0.0,6.961294003715582e-06,0.0008444240809340785,1.3265531799649427e-06,-0.0020096187228635072,-1.8360459233524608e-05,0.0007839233704533423,4.400814670338807e-06,0.002070289587786891,1.8919442969691723e-05,-0.0011385499612371296,-2.0946788774271084e-05,-0.0015072829423181159,-4.520598032847461e-06,0.000818701790974397,1.1101938428835292e-05,-9.145677218495981e-05,9.958425923321043e-05,0.006472984298219236,0.00038806332165380755,0.018462600490251307,0.0008114932123544416,0.02376389497564917
0.0,1.7651829516336514e-05,-0.0005380605239353419,-2.24580038410308e-06,-0.0008619978878541061,-1.8892971486237712e-05,-0.00015165305213556927,6.069273511512321e-06,0.001043945376175786,1.833604953377303e-05,-0.00045961615166620535,-1.624050178938102e-05,-0.0008882820629561871,-1.585923631368344e-05,0.00019646694133528605,1.1233578704691649e-05,-0.00042465122925085865,0.00013008622037678113,0.011842334711373392,0.0003774368711457408,0.013497647736793203,0.0008267268325532194,0.02629776650037339
0.0,2.9714428963134406e-05,-0.0022869624033206287,-6.9235203800231804e-06,7.093424968990388e-05,-1.4490682242884188e-05,-0.00014325044163948143,5.004471889894713e-06,0.000832798204138459,1.0631693219516069e-05,-0.0010439170059238405,-5.165480476166797e-06,-0.0017139054192476775,-1.9942508422822936e-05,0.0012853947987056082,-9.751376447127084e-06,0.00048222023284533557,0.00015963404763556612,0.006635348455348919,0.00039181872975035454,0.012713722997229247,0.0007840864437993469,0.021472966515492384
0.0,2.156838477308952e-05,-0.00034367453262445884,-1.1733086302087454e-05,-0.0014656667298931156,-5.631728639354101e-06,0.0003008521467664551,2.0106733774147136e-06,0.0002483163045976435,9.064836075946787e-06,0.0004933326338998278,-3.290262242989457e-06,-0.00040725922474924253,-3.018458652437774e-05,-0.002234419066245995,3.568058310340184e-06,0.0007165714937089397,0.0001681278055309554,0.009408791180945286,0.0004073366537175126,0.013409635454677292,0.0006981356418387167,0.007606885897498441
0.0,2.8207080111460298e-05,-0.0025515151339670925,-8.621082278799851e-06,-0.00046649510747289217,-3.867262631153039e-06,0.002021347086369189,-1.506906445174107e-06,-0.0005586000597575143,2.114469674146521e-06,-0.0004059387016174823,7.245914684998879e-06,-0.0010850371824085354,-2.8915982670497976e-05,0.0013905626920395447,1.0602605393915684e-05,0.0007308947484850226,0.00015159597548414116,0.00965642956681005,0.0004404150092567052,0.00637562415593517,0.0006674532086137676,0.007393340815584057
0.0,2.0326263041634195e-05,-0.001095813164679859,-1.077331409210726e-05,-0.0004854966460385146,-2.233005553715287e-06,-0.0008302206162853179,5.723816931260596e-06,-0.00025219195875690625,-2.828478695829564e-06,0.002576640251654168,-1.5776884619582133e-06,-0.002195847209888745,-1.0381452775880575e-05,0.002317857810329223,5.423872167473021e-06,0.000433110935521446,0.0001564522920198051,0.011905518445037563,0.0004544447658858014,0.007652305149494198,0.000593252119204427,-0.003132843567875573
0.0,1.3728073960548735e-05,-0.0018654181597219984,-1.9137272375692307e-06,-8.225855507473949e-05,1.8679773321862046e-07,0.0012698147655886515,-7.434033774622808e-06,-0.0006638770084200579,7.336827907430008e-06,-0.00018761385849048537,-1.2141648060010082e-05,0.0011283688164368364,4.228245676671759e-06,-5.9632213137551256e-05,-2.504632885266404e-06,0.0007986963348458951,0.00016742870338856374,0.009831947250827406,0.00046207237194635116,0.007964087765183682,0.0005617723486163473,-0.005229573652348085
0.0,-5.459841909814046e-06,0.0007686636535250957,1.0976709080018084e-06,-0.0008603821761371637,4.076357125559421e-06,-0.0004368951504241779,-6.206674857275143e-06,0.0021208574890656177,-2.178427438153213e-06,-0.0021689964780931153,-1.0181075422284862e-05,0.0018682975465650383,1.3252069680429495e-05,-0.0008450109111892965,3.2307179777769907e-07,0.0007434161452003292,0.00017828264881892246,0.011176646635893503,0.0004512631702815659,0.005242422400899101,0.0005892346381939369,0.0020385125637752727
0.0,-4.934874573246637e-06,-0.0007104670540952196,1.059569945110684e-05,0.001923255947978555,-1.059560052799051e-05,-0.002332036528969296,8.726939023281374e-06,0.00010266152904698353,-1.4682000380113192e-05,-0.000303950657303846,-4.799088443435082e-06,0.0011175980678792385,1.8241288966497937e-05,0.0008350845526237789,7.361095949117932e-06,6.9491700326004846e-06,0.00019751339283594492,0.013435280091221653,0.0004255355203783474,0.0072894034339094135,0.0006047217012545105,0.005242456133381866
0.0,-3.455622683985352e-05,0.003672916213711834,1.612370068675104e-05,-0.0008525409806918661,-3.62434261001888e-06,0.0006283840122631003,7.914158955443996e-07,-0.000916604897186308,-1.8598843440194105e-05,-0.00031544902034068295,-5.604408491357146e-07,0.00019251519786604346,1.853046652695806e-05,0.00010588226360173472,1.9263975100260273e-05,0.0006957488119403255,0.00020083727985475004,0.006899845368275189,0.0004172641412715565,0.008459285345392326,0.0006328394132238896,0.013463734606341878
0.0,-3.498467164053702e-05,0.004079576004475227,1.0703296510275113e-05,-0.0011601534582338221,8.989372048829189e-06,0.0012528729763426048,-1.0623629584792642e-05,-0.0015983775434928803,-1.616250936050171e-05,-0.00013251645003949455,3.7751328572321084e-06,0.0015940926467074164,9.19308528650666e-06,-0.0006785937786668606,4.9236529998407846e-05,-8.306101882166235e-05,0.0001948232031492472,0.01051580006512127,0.00039270343588777634,0.01235504037498325,0.0006287760075559142,0.011970239421017449
0.0,3.716574472065899e-06,-0.0019410772716182906,-8.556769833916462e-07,0.0031025644440892345,1.5600958589581498e-05,-0.0020972217474576216,-9.668312825692042e-06,-0.0007097783415720149,-2.280010925246928e-05,0.0014886543386174408,5.0098179189254714e-06,-0.0011203315595629307,1.9999619011450482e-05,0.0020500567269882046,4.513938796148644e-05,0.00015275591060815097,0.00017100953766071094,0.006389719391824272,0.00038885361704638733,0.009817100808070278,0.0006640781304854531,0.020694994219613783
0.0,-3.448017084054284e-07,-0.0009986182814727116,-4.699920197331718e-06,0.0020270479878350574,2.704458889677758e-05,-0.0009756175454782229,-2.4019622059290666e-05,-0.0010764257623250143,-1.2534609850438418e-05,0.0007322420765390482,-6.693774126956774e-07,0.0007327193158552497,2.7435516073455062e-05,0.0019575346662710135,3.3526717813692035e-05,-0.0005259662390991452,0.00015474942948433536,0.009330135820652076,0.00036770023630083794,0.012999426593166904,0.0006385031405894205,0.01407126756608217
0.0,-2.551181623252941e-05,0.0027023894520050674,1.8941675147095393e-06,-0.0006055403706793876,2.6549116668694053e-05,0.000882776353988066,-2.6567569108259062e-05,-0.001362923966804257,-8.430573379252436e-06,0.0010206123609866028,-9.332759338181636e-06,0.0019324115260074656,3.443061406747117e-05,-0.0022862815366533184,1.39019571340454e-05,0.0003622423666460552,0.0001232793888863209,0.006915561088968217,0.00036152798311520247,0.011051383918403504,0.0006397721458013287,0.01437376437910682
0.0,-1.8329794802648118e-05,-2.5901802273345896e-05,1.378348229501913e-05,0.0020009040209108785,4.756987577750086e-06,-0.0005164461751501366,-6.2802908850666646e-06,-0.0011189910913864487,-2.803177276677991e-05,-0.000403336466874424,1.085839397491483e-05,0.0014676802934504344,2.8838546803810812e-05,0.0011433118448060339,-9.971547460780283e-06,-0.00019365624706670353,9.670280748707061e-05,0.007986146441152525,0.00034562242599651467,0.010677431844992643,0.0006245924754618284,0.010006961344448685
0.0,-3.6078440884829244e-05,0.0034595937654315436,1.5839950343670975e-05,0.00042873647439677326,-4.066655573348314e-06,-0.0029465813593097735,9.630103385238036e-06,0.00018267348678725073,-3.810660452346931e-05,0.0008951343457508887,1.729786819662966e-05,0.0019533680713520775,1.393589809087302e-05,-0.0022232589602773868,-1.2383157833735366e-05,0.00030009623017965823,6.637372306205964e-05,0.008671596379120211,0.00032992241125558093,0.010041110415060055,0.0006125195442448836,0.0066809912980520325
0.0,-3.501892052105652e-05,0.0024148530626824354,2.154670082360266e-05,-0.0006256596516583967,-2.098730389754969e-06,0.002337263729393336,-9.609134926263749e-06,-0.001573761767387829,-2.1729224852151894e-05,-0.0021757989484031096,1.979910274946766e-05,0.0033588406051863113,1.8219006377442744e-07,-0.0023261489259015083,-2.1927634149889256e-05,0.0006270674053643607,4.6679589621644774e-05,0.004456681405262048,0.00031620380157567366,0.010259588348296834,0.0006075265346514199,0.006403616407863028
0.0,-1.8692112140792552e-05,0.0023861074963740657,3.131072613098289e-06,-0.0007451670359354448,6.888389387371755e-06,-0.0015777128002450146,-8.005139440648834e-06,-0.00041611196141237147,-1.3437818939975114e-05,0.0027445694043000323,6.7006719801295635e-06,-0.0007033204773008053,-4.439801172872745e-07,-0.001342871272841794,-2.3773211408470636e-05,0.00036758668528359396,3.998205729962419e-05,0.0066463238677191136,0.00028457407301712924,0.012307006828667139,0.0006027112326599981,0.00495022150143179
0.0,2.739021217396463e-05,-0.004858123377185966,-4.940196327689399e-06,0.0028397535205658617,9.213630248530818e-06,-0.0008191538553114781,-2.197590145946268e-05,-0.0012259530732534273,5.4099356965956306e-06,0.0014075005151382844,3.7291879788817486e-06,-0.0014262548908218326,-1.1451051644356117e-05,0.002255311940829788,-1.8002769805052126e-05,-1.995953866303245e-05,2.851866036350809e-05,0.004937023332970336,0.00026404590514930146,0.009577040102425468,0.0006410415031284231,0.015007892770032493
0.0,1.1056368290517992e-05,-8.39352029037919e-05,-1.3103646140113947e-05,-0.0008952731048846832,1.8343223477326194e-05,-0.0005711496488469455,-2.9294425660604835e-05,0.0012393249719740347,1.868443175078111e-05,0.0009202395631193558,-6.284259877974228e-06,-0.0009852427784480266,-2.6050897729480244e-05,-0.000758103817121132,2.510870793451679e-07,0.00021480383054087586,3.002451010295829e-05,0.0044398023052327484,0.00024017071780919658,0.013109688305188607,0.0006261135028188476,0.015505926990242298
0.0,1.5657904220459314e-05,-0.0015455300226042451,-1.4681580278644724e-06,0.000506740113457361,-6.589394919936994e-06,0.00012262122795321848,-1.2200951339186415e-05,0.000167272290189447,1.8010545967814373e-05,0.0008001815184223409,-8.700544874349322e-06,-0.0019301993943594427,-3.1701157003736916e-05,0.00027880266086146416,1.0614247329330032e-06,6.556490337608113e-05,3.6430711544385446e-05,0.0018081878038849796,0.00022466807619600667,0.015738639137173483,0.0006058624021373809,0.017234749654155224
0.0,2.0041176705729423e-06,0.0008737962893251386,7.344037646993009e-06,-0.00034981722377902454,-2.875984144927546e-05,-0.000605073275953371,1.176690271666729e-05,0.0009464788120879218,7.492890529724518e-06,0.00010442506122322289,-7.568267217023571e-06,-0.002957050980339269,-3.192352430803686e-05,0.0022774898221858647,2.3014351799357706e-06,-0.00025863218940454084,3.2046114167936834e-05,0.003510859147682308,0.00021388268589212406,0.0122914585244248,0.0006083508327785975,0.024237780325081087
0.0,-1.1415381535336609e-05,0.003884553675676425,7.928631810015163e-06,-0.0029682595102904275,-3.339486085054888e-05,0.00048006480670675076,1.697489736959249e-05,0.0019035929749799088,1.2464753597846265e-05,-0.0017959382615114813,-1.9535995373195863e-05,-0.0006126767039606089,-2.7686630793446494e-05,-0.0005418656214634834,1.5282214900124711e-06,-0.0005009248762350542,3.44170705566894e-05,0.006684979369100078,0.0002041812224654256,0.012364903049251447,0.000554217049949395,0.020289799137150673
