‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,10
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[0, 1]"
animation_speed,100
sampling_length,6000
vec_length,22







0.0,1.637419155822258e-05,0.0002508134714681214,8.397513974910872e-05,0.003162712218273714,0.00023382669320910657,0.006856280123848922,0.0003344678516585075,0.004886348937078078,0.0005113178009992707,0.00769176525360758,0.0006616333237958844,0.0021596959545208128,0.0006764560008960456,0.000329284246144285,0.00069025290687814,0.002523164737072439,0.0007842417135846694,0.0027681081119603594,0.0009884398763233227,0.012079021157111515,0.0012393994767170746,0.008969258720410796
0.0,1.8369215524941948e-05,0.00012870432754685454,8.956445048624877e-05,0.006285634809554069,0.00021940240616827837,0.002268684569984428,0.0003375084303187747,0.0066100052318944676,0.0005303173664732223,0.00972195091924517,0.0006586702693341225,0.0021196429744939045,0.0006684903767619013,-0.0011265547059953608,0.0006987718295562533,0.0007234075201458896,0.0007702551664143614,0.005763896045352926,0.0009798779478938412,0.010171828169682708,0.0012237453908378805,0.00951280718826626
0.0,-1.1029852193877405e-05,0.00024349264235262104,0.00011066239763313546,0.0057814876018616205,0.00020420233753151563,0.004353683176212603,0.00032976392975062524,0.008363759158417413,0.0005475266015779052,0.005277188625847267,0.0006629425654443706,0.0015518144720970029,0.0006695937289903598,0.0017387080305862662,0.0006919898776097702,0.0007571810124273779,0.0007626513614932902,0.007033543301677176,0.0009699634137923843,0.007030989465157445,0.0012184836322683633,0.012251937069782472
0.0,-2.2800058820828412e-06,0.00024608246937643595,0.00010772731591623246,0.0056871110701404584,0.00018668797475446177,0.002062166539274365,0.00034554483364158055,0.008547892288790337,0.0005614545605844517,0.007882557950742922,0.0006464680816541508,0.001221707488528592,0.0006817785860129731,0.0003185065546067743,0.0006781106755642769,0.0008520003595520122,0.0007727058966969371,0.006837738859906689,0.0009537388241002196,0.010380492055979011,0.0011669012290787743,0.005785312346797534
0.0,2.2277109611605756e-05,0.0002702176759004036,9.04417648057195e-05,0.0030532514653354662,0.0001847114618131406,0.0035601347537942783,0.0003523331202756377,0.009612125399417727,0.0005668806223064672,0.006005992006961092,0.0006460966369605165,0.0023515239583182883,0.0006839914600024876,0.0003756141681530525,0.0006700778674873012,0.002768719321090238,0.0007676211314379588,0.003666911035078523,0.0009490644262714988,0.0077374297312249336,0.0011592710880848449,0.009754457252045018
0.0,3.590505152700432e-05,0.00017028107493948224,7.298097821053111e-05,0.0021886574389808604,0.00017822332385614246,0.007419708787278156,0.00036450727150417073,0.008825710171852073,0.0005634763301384279,0.004250505101898065,0.0006558963728698271,0.004202573847478964,0.0006651197508457909,-0.0013471184626731416,0.000682632280390151,0.0004320580039423121,0.0007698260250082109,0.007119260311877632,0.0009294987110675365,0.007301404587194039,0.0011330896660358902,0.008044764230541249
0.0,2.142141222980222e-05,0.00010382551225925105,5.397713053011804e-05,0.0024942455840551293,0.0001678014009887199,0.00770423804212557,0.00039604271913183393,0.00883232103881131,0.0005419218369726418,0.007221615161787686,0.0006605303711795352,-0.000783590133552214,0.0006686498627561924,-6.185599894972658e-05,0.0006797621009588503,0.002660693142834647,0.0007669492923679624,0.005070166051485754,0.0009217664986881167,0.006240939565211023,0.0011075428986704974,0.00838656375159532
0.0,-1.2547977974156119e-05,5.915418117259716e-05,3.5632874606001995e-05,0.0030579739439796534,0.0001673376824106846,0.009618751107484726,0.0004001067440951765,0.005505931219557587,0.0005509479069571454,0.005913156039087588,0.0006603071052071172,0.00309925374782386,0.0006560177986287041,0.0006271837531866601,0.0006822471502136047,0.0008285202242246627,0.000773029641102275,0.0033288349074488094,0.0009103060811294165,0.0077611489005091515,0.0010642519774334335,0.005242856687846541
0.0,-2.6757242125128884e-05,1.0636620242873074e-05,3.530536000291755e-07,0.0027968413881234075,0.0001899134048023516,0.008107887972729728,0.0003967009074495817,0.008847879486282578,0.0005550886768295457,0.004456638683559484,0.000646330549956662,0.002376152458352873,0.0006610788078961523,-0.0018087223922868675,0.0006936428173272898,0.0042597101932832625,0.0007632485193125845,0.004726182440572106,0.0008989679863396655,0.004575018865545833,0.0010483310714563252,0.0068444965045591855
0.0,-1.842563504310861e-05,-0.0003619866779461145,-2.2070643971055914e-05,0.0073918570632439135,0.00019273732348176252,0.008013424469936461,0.00039515345576805137,0.007588047881896775,0.0005642792755479477,0.003101345403305276,0.0006357956153836993,0.0021323807478746326,0.0006641104658379583,0.0011773723090008558,0.0006883039588910468,0.0019554603002438597,0.0007763613318596709,0.004303362352816335,0.000881405666692863,0.0057970053012898195,0.0010082796339269777,0.0037771929986396076
0.0,-4.671280388348769e-05,-1.8901470698557494e-05,-1.2288064701340451e-05,0.0026395116255555147,0.0001912379680844633,0.010626016198643699,0.0004003156837362638,0.007587727375904143,0.0005658206545140071,0.005380857160007959,0.000619978006195594,9.83326800006631e-05,0.0006697672077397711,0.0022013363089490212,0.0006910883788062456,0.0012289196455454567,0.000776783254562189,0.0033832106899684953,0.0008709982971161444,0.003822291585363964,0.000988785509141333,0.005706242186716218
0.0,-2.2315405868969888e-05,-0.0001432678724439256,-2.0736863219656192e-06,0.004419253837647482,0.0001724991648922178,0.010110025825115929,0.00041503822127973076,0.006246520446140755,0.0005631794724946281,0.005957833833310475,0.0006135042527060169,0.0015504846965695102,0.0006596665444304928,0.0009910813609765058,0.0007103505159705512,0.0007880057404747831,0.000770375225810628,0.004226338671088157,0.0008609997408014017,0.0025383315380123517,0.0009575810428412815,0.00517627830351936
0.0,6.554562178882272e-06,-5.569261121576903e-05,1.0462944063356541e-05,0.002639860390326394,0.00017138516214772502,0.009632536863470357,0.0004166677594669146,0.010810272145780191,0.0005460486327497646,0.00041534531933252664,0.0006261728800657934,0.0011971813026269054,0.0006525352689192628,0.003641127110625162,0.0007173175081253842,0.0023692163571377603,0.000769174715982682,0.00196292306516749,0.0008530218720611042,0.00385463788026669,0.00090629825727938,0.0010969477248332295
0.0,1.739695970148082e-05,9.117015479306836e-05,3.574254222778525e-05,0.0017744397754016277,0.00015818979324192726,0.008014949073862054,0.00042052262913854546,0.008284357953309118,0.0005544042033858512,0.0037602672280766403,0.000604521786660879,0.0035562770014919243,0.0006546592948030344,-0.00026721490322533696,0.0007304355684981735,0.004026309252569028,0.0007689349233962412,0.0023027086935003605,0.0008376980146888849,0.0034316220296538736,0.0008734897437136299,-0.0004776753322974055
0.0,6.495860901136398e-06,0.00027959744725093163,6.329308833725124e-05,0.0004245849237733507,0.0001625104963497102,0.009053801058141277,0.0004041840766287393,0.008155259342725353,0.0005542643433045281,0.0028879007349339528,0.0006017798255034484,0.0020588028393989043,0.0006625254304147167,0.004176540497286324,0.0007197481919829639,0.0032088291103755514,0.0007809516596568859,7.358619903286466e-05,0.0008201099267311903,0.000919009271175065,0.0008682486667770432,0.003481908708087944
0.0,2.036838509767849e-05,6.532221166632207e-05,6.758562103459464e-05,0.0046007727828746995,0.00017743351130628166,0.005540179978362505,0.00038922617896192677,0.009577604528630879,0.0005490218678631883,0.004244565582707452,0.0005973239211436078,0.0004902653714629721,0.0006622220066820756,0.003810359038242147,0.0007264493922247015,0.0005233122958120239,0.0007951913745913594,0.003909147992508111,0.000791938254635992,0.0009233984061366666,0.0008393451628592661,0.0010199900777782395
0.0,5.2538965417819764e-06,0.00013111919636931725,7.618085110589547e-05,0.004817684433810395,0.00020383054447385384,0.005452226029896157,0.000360238007321075,0.009488145026880576,0.0005474919630047927,0.003859050648913193,0.0005962609186559749,0.001209281765131412,0.0006636445578688017,0.002590825199844569,0.0007355496094626098,0.003507761664353873,0.0007830572251010248,0.0010790965205008714,0.0007906337893250728,-0.002216101401396603,0.0008214382165321431,0.004325465283212478
0.0,-9.432098171207929e-06,0.00017731730956726407,8.526699120062313e-05,0.005597440923835589,0.0002192054385095807,0.004963212581848121,0.0003456363610426032,0.005902779966854709,0.0005369324870518436,0.005509234691078408,0.0006042001562125926,0.0036697986813810884,0.0006555949982648662,0.002239370512897424,0.0007419076825280204,0.0025297892835792327,0.0007861749889678553,-0.0014285050201138026,0.0007848264870030464,0.0019164478708523767,0.0007472066774644237,-0.003688437042281951
0.0,-4.429795607730941e-06,0.000168909613259589,8.587210038372181e-05,0.006241817380422734,0.00023299882726392432,0.0031077576263235404,0.00035066367065698847,0.006092549826741064,0.0004961669791161663,0.007711108098865651,0.0006197737235030148,-0.0003945319531126238,0.0006608575001319837,0.002864491415870808,0.0007499871801273604,0.004864406135277575,0.0007755658575395008,-0.00031222099334604744,0.0007773319632161946,-0.0007708007722347662,0.0007220968008245364,-0.0031503329613612827
0.0,4.417774588942626e-06,0.0001259237912904282,9.400576390198308e-05,0.006591822418536783,0.00024013543195139505,0.006339654461564436,0.00034065095035843205,0.0019823901103326763,0.0004787083910671312,0.005536036704344834,0.0006319080963657348,0.004051847652764003,0.0006554460485665251,0.003389333417228168,0.0007544538875161945,0.0011122467377731806,0.0007804836106894262,0.0023640081238318423,0.0007592507992049318,-0.002871368152900747,0.0007063075793617158,-0.0019229522601808802
0.0,1.0852543152289413e-05,0.00032439687308435103,9.41544175173343e-05,0.0035156100652661833,0.0002524614977851781,0.005253715447845123,0.00034535697355856564,0.003399196518776331,0.00045565522814374864,0.00801674617341281,0.0006141560726655219,0.003636734588799332,0.0006895337056502817,0.001266658647018425,0.0007382046419030204,0.0030023401645223624,0.0007847998516813177,-0.00026488231584571143,0.0007491820020278733,-0.0032561920469755933,0.0006797206995837121,-0.0017286292560493126
0.0,2.4584470413671975e-05,9.00790442322065e-05,9.867655388359257e-05,0.007090397749524222,0.0002470787095384222,0.005257865580303177,0.0003447948194833973,0.0021892999290008563,0.00044631661663756093,0.005695263933854448,0.0005989737906406577,0.007105607835160967,0.0007134094158622202,0.0007655450106625031,0.0007267068118085382,0.002140057130827188,0.0007920164651601142,-0.0014771657871117093,0.0007354977950880659,-0.0014286958475614561,0.0006374548632726568,-0.005369706727575347
0.0,1.2830418973530117e-06,0.0002819384170783511,0.00011050277327797856,0.005123318236178816,0.00024857712598982474,0.005900289178552592,0.0003419320856404367,0.005106866248689444,0.00042945587175105256,0.0019153019540810237,0.0005930692153375166,0.008199230173561797,0.0007243545411630521,0.001274617425864922,0.0007397697793866799,0.0015991928147624907,0.0007757086357141988,0.0014881501436061356,0.0007248307800379083,-0.005210630473888994,0.0006312333587547333,-0.002594115167401738
0.0,2.929916916508644e-06,0.0001909003371511736,0.00011090269371928266,0.007428101210571002,0.00023377549670727216,0.0024208471554438156,0.0003555979643552021,0.003140745990875842,0.0004202045953080079,0.00525726642438979,0.0005780419029334042,0.00824782381400032,0.0007302812327641523,0.0030784147328782032,0.00075501971326094,-0.0010247391676571694,0.0007620590032539975,0.001911280390458305,0.0007170108143796233,-0.004810660274369456,0.0005973405660722972,-0.004821450146814552
0.0,-9.634609775237605e-07,0.0003254118259378186,0.00010933098538468518,0.004547782842664586,0.0002398088846243216,0.00547027740534082,0.0003393763797360007,0.0028813007218401417,0.00041969930797782173,0.003913693967329328,0.0005706458689687826,0.006433872432028081,0.0007356235058702716,0.007480138532887204,0.0007650177399775678,-0.0009320831489540034,0.000746875218115724,-0.002449760487562616,0.0007141719390475057,-0.0026006191428305614,0.0005563951674721718,-0.007951157259863369
0.0,2.3394815956635524e-05,0.00014828298390788606,9.241402533442473e-05,0.005522326331687526,0.00024275150264872525,0.005860530878431204,0.0003261731577896025,0.0020942555922697946,0.0004295719515170981,0.0054948715216456365,0.0005512164202337381,0.007069140905158535,0.000727964721404291,0.0033134676561364447,0.0008018383934530681,-7.454353621936949e-05,0.000728124090150863,-0.00028967593680202786,0.0006939480910587758,-0.002918347687957141,0.0005456749632934071,-0.008456611906800351
0.0,2.2439652158067732e-05,0.00012212563989034278,8.172248344830747e-05,0.005367517946132856,0.0002414723844109168,0.005106161386941069,0.0003197959763447115,0.004639546589992785,0.0004199979857571545,0.0034489353226281774,0.0005597026170740352,0.0056793606433223846,0.0007192987796715957,0.007837248112847075,0.000805828876916153,-0.0010796800659779106,0.0007321337894958211,-0.004317333668734782,0.0006681474987301592,-0.003925397389552345,0.0005662685398692155,-0.002978880026662368
0.0,-6.638872207010357e-06,0.00017421056076631484,8.776613635288814e-05,0.005853850836035996,0.00021684702566806112,0.004205910105054479,0.00032683184735808916,0.002949799779076184,0.00041991409622115454,0.006149925769675583,0.0005518908186649573,0.005996774155455649,0.000714265405253,0.00665148055073969,0.0008103809706362585,-0.0014996052642591488,0.0007492390467699612,-0.004620447176849861,0.0006274390488376589,-0.0023961265163686477,0.0005725653919537112,-0.002575243292999214
0.0,-2.282586980917184e-05,0.0002224754490664552,8.800904994908894e-05,0.005039726896499682,0.00020186577430683267,0.005486703366446819,0.00032064859188605204,0.003598164473547184,0.00041962810193778153,0.004406703609666709,0.0005491255830882286,0.005380808791836184,0.000717053848246397,0.005019515908360682,0.000812644560025178,0.003666797199428602,0.0007488641130576608,-0.005923550879745287,0.0006007803512143582,-0.004997430114179301,0.000594435261594474,0.002445833166643598
0.0,9.33624451419114e-06,4.369160240381626e-05,6.4650049852664e-05,0.005744924772493452,0.0001951112560605595,0.003928521272598509,0.00031210467459897185,0.005030181439312892,0.00042048629083175297,0.001759405317752944,0.0005587582261362509,0.008004753862457449,0.0007027833946395405,0.005852925881293642,0.0008100938671134704,0.0015057941315756922,0.0007606439853425917,-0.006719722062694487,0.0005803404107597853,-0.0024491718807159806,0.0005641288136636013,-0.0009793104865067218
0.0,1.7945018450611615e-05,0.00017873864550508505,5.133525796058989e-05,0.00228189620750642,0.00018549653765137278,0.0038663635282636085,0.0003109586524533907,0.006003591953882486,0.00041945513875605873,0.00562523955461558,0.0005520982622396067,0.0054665247657696625,0.000706245800224008,0.004526920538307941,0.0008107088520133304,0.00286297094530197,0.0007446967209400967,-0.007163451964656811,0.000584495727324339,-0.005264887062480761,0.0005451026341959954,0.0010607840533099462
0.0,6.15549495312958e-06,9.437211351637527e-05,5.7642894327690424e-05,0.0028570590058275423,0.00015867747575145182,0.009007973324845228,0.00029837615810644237,0.0020090979168980623,0.000429926807058107,0.005616573128499317,0.0005560851752029315,0.0056321522318179525,0.0006997578299223738,0.0064892371194647845,0.0008056747530751769,-0.000438141487490575,0.0007364385426080298,-0.00552090981980796,0.000592310973543458,-0.004722223957553823,0.00048520048816694543,-0.004017432021756507
0.0,2.6900739647953172e-06,8.55600627600005e-05,4.216457200945296e-05,0.0026801033238212316,0.00014858565581205976,0.0055037020460398925,0.00029831629917269765,0.006781980408200156,0.0004192940510697449,0.006276446297238801,0.0005617392117724766,0.0024549115304403615,0.0007058436440139761,0.006975456464863087,0.0007953216011122409,-0.00017498265823623764,0.0007207702803747834,-0.0036399338375648045,0.0006066165803797847,-0.005785221592706806,0.0004274115378061648,-0.008084722708809125
0.0,7.013151171537399e-07,-2.8684624236769384e-05,2.8473583288014714e-05,0.004248311312826331,0.00013540565270770094,0.0030856811623843346,0.00028336422078095936,0.006825809415781646,0.0004345281361214506,0.004648768324615646,0.0005622909236286394,0.0077824453130621385,0.000703610427215223,0.004982125863328794,0.0007806962861112391,-0.0010988910799428124,0.00071342487257389,-0.002795162557725956,0.0006168262737279599,-0.006891761052547491,0.00038099063473564967,-0.010414426331396913
0.0,-2.1991477111702092e-05,0.00013056003385112527,2.8101931716366535e-05,0.0015447027976732228,0.00012566835683251788,0.005454608809651117,0.00026468660454312723,0.007559251134367716,0.0004403517697866786,0.0037363029657564695,0.0005639898336772859,0.007427884888395249,0.0007179878224076407,0.004104595347195029,0.0007491292776046004,0.0008371142386603509,0.0007180505304762788,-0.0028791857001015273,0.0006155167087323595,-0.007564945777232919,0.00034846541454067425,-0.012039008389991526
0.0,-3.3960263905888204e-06,-0.00010355963910396886,1.697875801912625e-05,0.004075902652543815,0.00010258261789129672,0.004207317535699132,0.00026892073917714513,0.006552828200988225,0.000431168524322656,0.007923536338253885,0.0005726060816756081,0.004713308495742729,0.0007219594372226138,0.0026638856813769947,0.00072415849454506,0.00014676215527079927,0.0007321982553370175,-0.0002351409734262362,0.0005976987609633443,-0.007795272445805667,0.0003326370025011135,-0.013188517021760129
0.0,-7.080977258815046e-07,4.142333734594328e-05,1.074238467809917e-05,0.0004808990768734422,9.759343037493187e-05,0.006643721301633859,0.0002523448915906797,0.007349788510795558,0.000422737200096191,0.005896835179695134,0.0006062158293318504,0.006347849062591414,0.0006986786185513124,0.0036621883960447897,0.0007124648366343188,-0.0012687170672528718,0.0007320004848419863,-0.0011647230087650463,0.0005880893132155297,-0.011108557683661015,0.00035152113109547935,-0.006920232797313042
0.0,1.0804265257313334e-05,2.105367019932818e-06,1.3076853950299336e-06,0.0003641397172105279,8.405555300375205e-05,0.005343843650859816,0.00024684504434862274,0.006209454506162032,0.0004223133835354455,0.009422866359901416,0.0006162732630844164,0.007046604732366074,0.0006822176566301918,-0.0017686290894540467,0.0007181730676521947,0.001531190359441017,0.000721496607895998,-0.0013611460153392307,0.0005780486815437627,-0.00925828486390809,0.00032841148810748046,-0.01005992192291387
0.0,3.9383113486734515e-06,-4.312997360232624e-05,2.2015087919148512e-07,0.0009410998989296015,7.404472334915497e-05,0.005723297312801034,0.0002302134424709101,0.0067552923490838464,0.00042013834344672535,0.008298752057244143,0.0006335809240014599,0.003993175123222681,0.0006769709334006405,0.0006659279549760612,0.0007068565027595489,0.004631061421520469,0.0007125768387726454,-0.005544536715407153,0.0005713591964645383,-0.00620890690593009,0.00030462201906876593,-0.013313955623622338
0.0,-1.2321286013565456e-05,-8.29951817843985e-07,7.228566245347334e-07,0.0010789931298969524,6.478115982239226e-05,0.004160942448886454,0.00021200143318029872,0.0064041022625931565,0.0004363883814427807,0.00953779445885456,0.0006322255121860254,0.005245484426139038,0.0006616577557108893,0.00036120427767905874,0.0007157960783714637,0.0014915298729301074,0.000700188356569058,-0.002475987389527627,0.0005512184231582243,-0.007680271193052404,0.00032704310763306235,-0.010116257257082865
0.0,-1.694689642364341e-05,1.8532369470186397e-05,-2.9978092916844643e-06,0.0010078782309165366,6.081008037855841e-05,0.0019045535480016647,0.0001970042226209624,0.008994056679064145,0.0004477054553904807,0.010840863214879069,0.0006189576226354007,0.0027979263216710818,0.0006692492298787668,0.0019374074689884207,0.000711967719885293,0.0002921726964753867,0.0006826450616847503,-0.002120453735760869,0.0005368670594285775,-0.010523106495056058,0.00036462128662298184,-0.00354945230541938
0.0,-6.810041578686468e-06,-0.00014415667056484442,-5.374669614485879e-07,0.0028083668192247866,4.8588837010190266e-05,0.0033934877606529735,0.00018023398565097012,0.009022541334704896,0.00046268122632079945,0.008904236177505236,0.0006041195086616486,0.002672785698653323,0.0006811452497107774,0.0039027198817551652,0.0006986917922496609,-0.0014813386422749513,0.0006766048714102178,-0.004305233040844587,0.000522751459016619,-0.004996433105898442,0.00033901127118460636,-0.009338783010642546
0.0,-3.5703900349462084e-06,3.4406286618921985e-05,2.5360435099128653e-06,-0.00017394694731953458,3.702953254997348e-05,0.0030076266969953133,0.000184275889181353,0.010796547137974536,0.00046068785897361494,0.009644205678798208,0.00058675109753219,0.003259783613652917,0.0006907850552817244,0.0002827681584324844,0.0007091126648365327,0.0013598285134197704,0.0006395436593231403,-0.004520006591174033,0.0005192085561730666,-0.00615489556740622,0.00035485698838413514,-0.006606863666388278
0.0,1.0167428553867616e-05,1.782387873512951e-05,4.391908803260479e-06,-0.00032889330577648765,1.6465132919890507e-05,0.0027540722166974393,0.000199540758658017,0.010061206154576407,0.00044175176785484394,0.006845319435535205,0.0006010639564981919,0.006925734063666151,0.0006776232565613169,0.0033688057832590933,0.0007114256255947684,-0.0028838588247137404,0.0006203927988440158,-0.004585428162862894,0.0005078804957137222,-0.005321262935178197,0.0003669642605576925,-0.005314660997333158
0.0,1.1829776683306963e-05,8.877772913977968e-05,3.0550657947520755e-06,-0.0019320294341075787,5.486926787938836e-06,0.0034725910442764346,0.00021986788995122141,0.010400296559592516,0.0004118967795074766,0.00811370251798167,0.0006007826635505858,0.0038334296941767813,0.0006911719956573124,0.004082895572933047,0.0007041012434970535,-0.002120737669369179,0.0006021097934465175,-0.004020859949202001,0.0004930196014201848,-0.004294885774939344,0.0003769737618404992,-0.005363801886149975
0.0,1.038013996929782e-05,6.929965880184259e-06,-5.103650135810322e-06,-0.001702575130715504,8.466603121546175e-06,0.006938957642417319,0.00021430872809074958,0.00659727221976018,0.00041187455147286906,0.008441685107453651,0.0005846599485871228,0.006508312566446076,0.0007037838330834199,0.00125200885499976,0.0006957107449234519,-0.0017042952888440394,0.0005870592914057779,-0.004309320460772991,0.0004784909781337296,-0.0035374201802228058,0.00039274339162764907,-0.004012546183974257
0.0,7.540920308609889e-06,-4.304235212947446e-05,-3.198681687475881e-05,-0.0018703677241423478,3.7892616792514384e-05,0.005993347645607121,0.00020115058114396106,0.008829467671543434,0.00040087633951051106,0.006142108249890577,0.0005837095462029428,0.008347683559426005,0.0007102544890110971,0.00226126680760978,0.0006775758877736635,-0.003581301150334683,0.0005788081530731777,-0.006559927070753688,0.0004667782095352145,-0.003062503100489592,0.000412939060307673,-0.0009130554714339779
0.0,-6.278088867013223e-06,-0.0002728234970611862,-4.854034258540162e-05,0.0023094956450220912,5.0677796782884466e-05,0.0029502576187594763,0.00020339473154581012,0.008458458390278992,0.0003861253679424365,0.008532741783528482,0.0005767528790411255,0.007373831471590218,0.0007144396151792722,0.0005808173239900218,0.0006734802144187592,-0.004295470378920547,0.0005640461968362606,-0.004056573723979431,0.00045282769152792525,-0.003014931425189208,0.00042336176482012225,-0.0004397647590367371
0.0,-5.5669386680069615e-05,-0.00014988131607149527,-3.228805869647007e-05,0.0020201393333659687,5.7556081207669755e-05,0.007396219520368449,0.0001901043311379144,0.00495045623162797,0.00037798572068188256,0.006828944498578563,0.0005833344687600939,0.007132558340694038,0.0007095269409867453,0.0029429711368859643,0.0006656753860409794,-0.0042501674014412015,0.0005448518888501418,-0.004580960573048378,0.0004508547399067266,-0.003005880978570175,0.00042372586778267516,1.5404483514257072e-05
0.0,-4.2016985059617845e-05,-0.00014583651940498833,-3.5844523470933366e-05,0.0024149106924324184,6.574629795358496e-05,0.00375598993890311,0.00019743392643106617,0.004283223249682681,0.000363789450865845,0.010438330211130048,0.0005808908037443104,0.006885406364201773,0.0007004362479686244,0.0014142763430446076,0.0006644978421379742,-0.004439629877868556,0.0005273361933206531,-0.004552099736380557,0.00045058203161958324,-0.0011162034248566582,0.0004033905937663671,-0.003005956529769579
0.0,-2.2836012424252627e-06,-0.0001429998766128964,-3.339832583830725e-05,0.0013152279123318127,8.013945413239265e-05,0.0035780067262561406,0.00018789696122800678,0.005872494560967083,0.00035501519753712834,0.007910669404545394,0.0005866518449605637,0.007741955127809035,0.000687427770290441,0.0020339316851974805,0.0006561407956932803,-0.004359485598200108,0.000513059267767835,-0.005809632388115692,0.0004518965149633529,-0.0015250043001318974,0.0004016433199805271,-0.0017965933939189437
0.0,1.1998660463280098e-05,-4.7852747245646235e-05,-1.8428771109785936e-06,0.0002783094396491707,7.430396600596211e-05,0.006664656894473757,0.00018041285053016108,0.004244820607441588,0.0003603743258123656,0.007571388639973102,0.0005742552897187976,0.00833234813471292,0.0006813927850138125,5.775529282895944e-05,0.0006446941125488971,-0.004383986828819053,0.0005110980918446575,-0.0038711627122056027,0.00044116960972175897,-0.001619912041572299,0.00040043812969103865,-0.001992546552617945
0.0,1.1549621409878047e-05,0.00011350270913599527,3.1276602964732976e-05,0.0001568479297873284,6.122938049805637e-05,0.003571821308874301,0.00019368666374243606,0.005552970030980439,0.00035378715461551597,0.010471640414842113,0.0005592369604360605,0.005277680911376465,0.0006848978860474222,0.0007498666528163169,0.0006178350436969623,-0.0037939958611270547,0.0005171691447211092,-0.004403363686252217,0.00043181964508918574,-0.0021735439062275904,0.0004049005949728323,-0.0004002693836203365
0.0,9.991575610069332e-06,0.00016922388898422993,5.6663878106256635e-05,0.0012749516920608002,6.045899364974944e-05,0.0014147902198537027,0.00018535645370559514,0.006956891681596971,0.00036127413047457605,0.006392884249057857,0.0005589595596805322,0.008471424798992459,0.0006614657972425652,0.0025729393335771032,0.0006024399007333683,-0.00577993572623314,0.0005225144117927886,-0.004091626068129326,0.0004246893412119999,-0.0024527604014881813,0.0004010715127319561,0.00010167017029500135
0.0,1.2780785834644347e-05,0.00021953089967465523,6.66875329644593e-05,0.001458762566429018,7.34229405257028e-05,-0.0004241123414735349,0.00017535167192385236,0.008836285093960203,0.00037118259597777506,0.006370125860668435,0.0005407196876765645,0.007573034427896742,0.0006467818950199972,-0.0015566722853396554,0.0006054447416727025,-0.0012220148371638927,0.0005058402099768871,-0.0019814524222691392,0.00042705515766800595,-0.004150192877051969,0.0003881774226036581,-0.0004791972224512081
0.0,1.8121962575405707e-05,0.00013904095511546756,6.995465042550553e-05,0.0027632449413543397,8.479284205613227e-05,0.0006185704369940178,0.00016708892639594037,0.006510442310757368,0.00037787568510827,0.007242678493093224,0.000536197677099709,0.005416237301641959,0.0006242184830194892,0.0017601756868264337,0.0005881012320616368,-0.0020854573863239995,0.000510098910349459,-0.004899774469720376,0.00043239859541387355,-0.0007110024314736528,0.00034222685182381586,-0.0059935918304844385
0.0,1.1871003772335977e-05,0.00023339418303114747,6.493008379333949e-05,0.0012495780387474817,0.00010154691638908893,0.0013615047764595212,0.00017037530596247935,0.0052500345979960205,0.0003741418426125509,0.010629156281367033,0.0005321356614772811,0.002708405861005025,0.0005932666547211642,0.0024773156672870003,0.0005863170548222198,-0.0033215709274227877,0.0005044301509051641,-0.003923141402047144,0.0004349745948629731,-0.003032713924495947,0.00034013188565657924,-0.003617340894643258
0.0,1.2091886498862882e-05,9.387667912351252e-05,5.2951079525537877e-05,0.002779557813044354,0.00011448193222830599,0.0024195147929735985,0.00017697494553887494,0.004359204993117035,0.00036823974108005835,0.009955823027209865,0.0005296256158819588,0.002536581068356239,0.0005609860796740865,0.0008411151463973605,0.0005877471589719338,-0.0027481431792532483,0.0005004074754653074,-0.0008828992639076093,0.00043086509712172207,-0.0056455722121362545,0.00034130561981984223,-0.0018638963915781456
0.0,2.7410509826396752e-06,1.2282187649501645e-05,4.139930052487936e-05,0.003786445345535155,0.0001238439378135728,0.0029793151534466492,0.00019008257943519313,0.004863611166742335,0.00035855997492527473,0.0063825022163112415,0.0005237589587916325,0.0027735265562332657,0.0005478886139210621,0.001865344402576553,0.0005584435590117277,-0.0003401534917302423,0.0005158537240877918,-0.0041180576810274944,0.00042734257944540614,-0.002495420455045028,0.0003066421639978334,-0.006521420554270603
0.0,-1.4150691217671047e-05,9.757942490247573e-05,3.354643024158854e-05,0.002995174545057723,0.0001229652916261694,0.0017859993914212942,0.00021872725876815683,0.003987379404338712,0.0003571098798925132,0.007897959080444073,0.0004917905669629441,0.004663431155857211,0.0005429658015711371,-0.002565862981133863,0.0005396523522521618,0.002742418792154303,0.0005223057265905007,-0.004025124804335985,0.0004213737365133102,-0.0034785831659762297,0.00030402324043798604,-0.005681110353396643
